,날짜,제목,요약
21,2020.01.10.,"뉴욕증시, 중동 리스크 완화 다우지수 0.67%↑…국제유가 WTI 0.08%↓",국제유가는 미국과 이란의 무력충돌 우려가 완화되면서 급락했다. 이날 뉴욕상업거래소(NYMEX)에서 2월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.08%(0.05달러) 하락한 59.56달러에 거래를 마쳤다. 국제금값도 11일만에...
22,2020.01.08.,美-이란 갈등에 치솟는 국제 유가…항공업계 울상,미국과 이란 간 전운 고조로 국제유가가 상승세를 나타내면서 국내 항공업계가 울상이다. 8일 항공업계에 따르면 지난해 일본 정부의 수출규제로 인한 일본여행 불매운동 및 홍콩 시위 등으로 적자를 면치 한...
23,2020.01.10.,국제 유가 중동 전운보다 美 재고 완만한 후퇴,황숙혜 특파원 = 중동 정세 불안이 여전한 가운데 국제 유가가 완만하게 하락했다. 서부텍사스산원유(WTI) 일간 추이 [출처=인베스팅닷컴] 트레이더들은 미국과 이란의 대치 국면에 따른 리스크보다 미국 원유 재고...
24,2020.01.09.,"미·이란 확전 자제 움직임에 유가 급락…""안심은 아직 일러""","국제유가는 4% 넘게 급락해 카셈 솔레이마니 이란 쿠드스사령관 살해 이전을 회복했다. 금, 미 국채, 엔 등 안전자산 가격이 하락했고, 주가는 뛰면서 나스닥지수가 사상최고치를 뚫었다. 그러나 미국과 이란이 앞으로..."
25,2020.01.08.,출렁이는 국제유가…우리 기름값은?,이란의 이라크 내 미군 기지 공격 소식에 국제유가도 출렁였습니다. 소폭 상승으로 마감하긴 했지만 장중 한 때 5% 이상 급등하기도 했습니다. 국내 기름값에는 아직 별다른 영향은 없는 분위긴데 정부는 긴급회의를 열고...
26,2020.01.10.,"홍남기 부총리 ""국제유가와 환율 안정""",= 홍남기 부총리 겸 기획재정부 장관이 10일 오전 서울 종로구 정부서울청사에서 열린 ‘중동상황 관련 관계장관회의’에서 모두 발언을 하고 있다. 홍 부총리는 이날 회의에서 중동 지역 불안 상황과 관련해...
27,2020.01.09.,"국제유가, 장중 5% 급락...트럼프, 이란에 무력 대신 제재",도널드 트럼프 미국 대통령이 이란과의 추가적인 군사적 긴장을 추구하지 않겠다는 뜻을 시사하면서 8일(현지시간) 국제유가가 장중 5% 안팎의 급락세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 장중 2월분 서부...
28,2020.01.08.,[그래픽] 국제 유가 추이,이란 악재로 국제유가가 오름세를 보이면서 유가 상승과 중동 정세 격화가 국내 경기 회복의 걸림돌이 될 수 있다는 우려가 나온다.
29,2020.01.08.,미-이란 공전에 국제유가 ‘들썩’…산업계 긴장 고조,"미국과 이란 간 군사적 긴장이 고조되면서 국제유가도 요동치고 있습니다. 특히 유가에 민감한 기업들의 불안감이 커지고 있는데요. 이번 사태가 우리 산업계에 미칠 영향, 이한승 기자가 보도합니다. 이란이 미국을..."
30,2020.01.09.,미국-이란 확전 자제로 국제유가 ‘내리고’ 미국 증시 ‘오르고’,"이란 혁명수비대 가셈 솔레이마니 사령관 살해에 대한 이란의 이라크 미군기지 미사일 공격에 미국이 군사적 맞대응을 피하면서 국제유가가 큰 폭으로 떨어지고, 미국 주가가 상승하는 등 금융·상품시장이 안정을..."
31,2020.01.04.,美 이란 공습 중동 긴장으로 국제유가 '출렁'…국내 영향은,"중동 긴장, 국제유가 상승요인…""곧 안정"" 전망 속 이란 보복 우려 전국 주유소 휘발유 가격은 7주 연속 상승 이어가 미국의 이란 공습으로 중동 긴장이 최고조에 달하면서 국제유가가 출렁이고 있다. 국제유가는 몇주..."
32,2020.01.10.,[국제유가] 9일 두바이유 등 국제유가 하락,"9일 국제유가는 중동산 두바이유와 서부 텍사스산 원유, 북해산 브렌트유 모두 하락했다. 한국석유공사(사장 양수영)는 북해산 Brent유가 전일대비 배럴당 0.07달러 하락한 65.37달러에, 서부 텍사스산 원유인 WTI는 0...."
33,2020.01.09.,[유가마감] 美-이란 전쟁 위험 뚝…WTI 5% 폭락,국제유가가 폭락했다. 미군에 대한 이란의 공격이 미국인 사상자 없이 끝난 가운데 도널드 트럼프 미국 대통령이 군사력 사용을 자제할 뜻을 밝히면서 양국간 전쟁 위험이 줄어든 때문이다. 8일(현지시간)...
34,2020.01.09.,[원유마감]유가 급락…美·이란 확전 우려 해소,국제유가가 8일(현지시간) 급락했다. 미국에 대한 보복에 나섰던 이란이 물러나고 있는 것으로 보인다는 도널드 트럼프 미국 대통령의 발언 이후 원유 공급 부족 우려가 줄었다. 미국서부텍사스원유(WTI) 선물은 배럴당...
35,2020.01.06.,'중동 리스크' 국제유가 70달러 돌파…금값도 최고치 급등,미국과 이란 간 갈등으로 중동 지역의 긴장이 고조되면서 국제유가가 치솟아 배럴당 70달러를 돌파했다. 블룸버그 집계에 따르면 6일(현지시간) 오전 10시 현재 런던 ICE 선물거래소에서 브렌트유 3월물 가격은 전날...
36,2020.01.08.,유가 급등에 국내 경제 ‘빨간불’…불확실성 커졌다,"국회 예산정책처 보고서에 따르면, 국제유가가 10% 오르면 수입물가는 2개월 뒤 최대 6.5%가 오르고 생산자 물가는 5개월 뒤 0.62%, 소비자물가는 0.15% 오르는 것으로 나타났습니다. 지난 한해 소비자물가 상승률이 0.4%였으니..."
37,2020.01.08.,유가 급등·亞증시 급락… 지구촌 금융시장 ‘출렁’,"홍남기 “비상계획 작동” 긴급대책 마련 이란이 8일 새벽 미국에 보복 공격을 감행하자 국제 유가가 급등하고, 주요국 증시가 급락하는 등 세계 금융시장이 출렁거렸다. 미·이란 갈등이 전면전 양상으로 전개되지..."
38,2020.01.09.,국제유가 안정세 회복…기운차린 韓증시,"따라붙는 유가 급등이 재현되지 않을 것이라는 기대감에서다. 코스피는 외국인과 기관의 매도에도 개인... 핵심 요인 중 하나로 유가 안정세가 꼽힌다. 역사적으로 중동 리스크는 유가 상승을 가져오고, 이는 수출 위주의..."
39,2020.01.09.,"트럼프 무력사용 배제, 세계증시 일제 상승-유가 급락",◇ 국제유가 5% 가까이 급락 : 이에 비해 국제유가는 급락했다. 미국서부텍사스원유(WTI) 선물은 배럴당 4.9% 급락한 59.61달러를 기록했다. 국제유가의 벤치마크인 브렌트유는 배럴당 4.1% 내린 65.44달러를 기록했다....
40,2020.01.04.,美-이란 위기고조에 유가·금값 껑충…WTI 3.1%↑,이귀원 특파원 = 미국과 이란 간 긴장이 일촉즉발의 위기로 치달으면서 국제유가와 금값이 크게 뛰었다. 미국이 이란 군부 실세인 거셈 솔레이마니 쿠드스군(이란혁명수비대 정예군) 사령관을 이라크...
41,2020.01.08.,"이란 미사일 발사, 국제유가-금값 급등",이란이 8일(현지시간) 미군 주도 연합군이 주둔해 있는 이라크 서부 아인 알 아사드 공군기지에 미사일 공격을 감행하자 국제유가와 안전자산인 금값이 급등하고 있다. 이란은 이날 수십 발의 지대지미사일을 아인 알...
42,2020.01.08.,'이란 공습'에 국제유가 들썩,미국과 이란의 갈등이 고조되면서 국제유가가 큰 폭으로 뛰어 국내 주유소 휘발유 가격도 7주 연속 오른 것으로 나타났다. 한국석유공사 유가정보서비스 오피넷에 따르면 1월 첫째 주 전국 주유소 휘발유...
43,2020.01.07.,이란 사태에 치솟는 국제유가…70달러 육박,"美·이란 갈등에 국제유가 상승 ""배럴당 70달러 전망"" ""원유 공급 늘면서 국제유가 하반기에 안정세"" 미국과 이란의 갈등으로 중동 지역 전운이 고조되면서 국제유가가 치솟고 있다. 중동의 지정학적 위험이 커지면..."
44,2020.01.07.,"""국제유가, 현 상황 지속시 71달러까지 상승 후 하락 전망""","양국의 충돌로 국제유가가 단기에 상승한 것은 사실이나, 원유 시장의 수급도 영향을 줬다는 판단이다. 지난달 말 기준 일평균 원유 수요는 1억259만배럴, 공급은 1억19만배럴로 빠듯한 수급 상황이 지속되고 있다는..."
45,2020.01.10.,"국제유가, 60달러 이하로 하향 안정될 것 - 대신證","대신증권은 10일 ""국제유가가 60달러 이하로 하향안정화될 것""이라고 전망했다. 김소현 연구원은 ""미국 중심 NOPEC 국가들의 원유생산량이 늘어날 것""이라며 이같이 예상했다. 김 연구원은 ""실제로 미국의..."
46,2020.01.09.,중동발 위기에도 국제유가 변동성 축소…이유는?, 전면전으로 치닫던 미국과 이란 간 갈등이 봉합 양상을 보이면서 국제유가도 배럴 당 60달러 선 밑으로 내려 제자리를 찾은 모습이다. 투자자들은 상대적으로 변동성이 줄어든 이유에 대해 궁금해하고 있다. 지난 8일...
47,2020.01.09.,"[모닝브리핑] '이란 파국' 피한 트럼프…뉴욕증시 안도, 국제유가 급락",◇ 국제유가 급락세…금값 다시 하락 간밤 급등했던 국제유가도 급락세로 돌아섰습니다. 뉴욕상업거래소(NYMEX)에서 2월 인도분 서부 텍사스산 원유(WTI)는 배럴당 4.9% 하락한 59.61달러에 거래를 마쳤습니다. 런던 ICE...
48,2020.01.08.,'이란 미사일 보복' 국제유가 급등에 원유 ETN 강세,국제유가가 이라크에 있는 미군 부대가 미사일 피격을 받았다는 소식에 급등하자 원유 관련 상장지수증권(ETN)들이 8일 장 초반 강세를 보이고 있다. 이날 오전 9시45분 현재 신한 레버리지 WTI원유 선물 ETN...
49,2020.01.09.,미-이란 긴장완화에 국제유가 급락,"미국과 이란의 긴장이 완화하면서 국제유가가 급락했습니다. 현지시각 8일 뉴욕상업거래소에서 다음 달 인도분 서부 텍사스산 원유는 1배럴에 3달러 9센트, 4.9% 하락한 59달러 61센트에서 거래를 마감했습니다...."
50,2020.01.10.,9일 국제유가 하락,"한국석유공사는 9일 국제유가는 전일 미국의 대 이란 무력대응 철회 영향, 주요 산유국 석유생산 증가 예상, 미 달러화 강세 등으로 하락했고, 미중 무역협상 1단계 서명식 임박, 이란 군부의 강경 발언 등은..."
51,2020.01.10.,"국제유가 약보합세, 미국과 이란 충돌 가능성 낮아져 가격 진정",국제유가가 약보합세를 보였다. 9일 뉴욕상업거래소(NYMEX)에서 2월 인도분 서부텍사스산 원유(WTI)는 배럴당 0.08%(0.05달러) 내린 59.56달러에 거래를 마쳤다. 9일 국제유가가 하락했다. 런던선물거래소(ICE)의 3월물...
52,2020.01.08.,유가 치솟는데…아람코 주가 왜 떨어지나,반면 아람코 실적에 도움이 되는 국제유가(브렌트유)는 아람코 상장 이후 지금까지 7% 가까이 급등했다. 아람코 주가와 국제유가가 서로 다른 추이를 보이는 것은 사우디 증시가 중동 정세에 큰 영향을 받기 때문이다....
53,2020.01.04.,'이란 공습' 국제유가 들썩...국내 영향은?,"미국의 이란 공습으로 중동지역 긴장이 고조되면서 국제유가도 들썩이고 있습니다. 국제 유가는 2, 3주 정도 시차를 두고 국내 휘발윳값에 반영되는데, 얼마나 영향을 줄지 최아영 기자가 짚어봤습니다. 미국의 이란 공습..."
54,2020.01.07.,국제유가 강보합,7일 국제유가가 강보합세를 보이고 있다. 사진은 7일 서울 종로구 연합인포맥스 모니터에 인도분 서부 텍사스산 원유(WTI) 선물 유가 그래프가 표시돼 있다. 2020.1.7
55,2020.01.06.,일촉즉발 中東…유가 치솟고 증시 급락,두 나라의 무력 충돌 가능성이 커지면서 국제 유가는 빠르게 치솟고 있다. 이날 브렌트유 가격은 2% 이상 올라 배럴당 70달러 선을 넘어섰다. 4개월 만의 최고치다. 안전자산으로 여겨지는 금값도 치솟고 있다. 6일 금 현물...
56,2020.01.09.,"미-이란 갈등 국제유가 급등, 기름값 상승 우려",최근 국제유가 최대 4.41% 올라 이란 원유수송 통제시 더욱 상승 주유소마다 발빠른 차량들 북적 [강원도민일보 권소담 기자]8일 오전 11시 춘천의 한 셀프 주유소.겨울비 속으로 차량들의 줄이 늘어섰다.10분 사이...
57,2020.01.07.,국제유가 상승에 산업계 초긴장...항공권 유류할증료 오를까,다만 국내·외 원자재 전문가들은 국제유가가 장기적으로 오를 가능성은 그리 크지 않다고 보고 있다. 트럼프 미국 대통령은 중동지역의 중요성이 낮아진 데다 재선을 앞둬 부담이 있다. 이란도 경제성장률이...
58,2020.01.08.,[원유마감]유가 하락…중동 긴장 완화 속 나흘 만에 하락,국제유가가 7일(현지시간) 하락했다. 미군의 이란 최고 군 지도자 살해 이후 중동의 지정학적 긴장 고조 속에서 올랐던 유가는 나흘 만에 하락세를 나타냈다. 미국서부텍사스원유(WTI) 선물은 배럴당 57센트(0.4%) 하락한...
59,2020.01.09.,[파국 피한 美·이란]안도하는 글로벌 금융시장…미·亞 증시 상승에 국제유가...,미국과 이란 간 충돌 격화로 가장 급박하게 돌아갔던 국제유가 흐름도 한 시름 더는 국면이다. 뉴욕상업거래소(NYMEX)에서 2월 인도분 서부 텍사스산 원유(WTI)는 배럴당 4.9% 하락한 59.61 달러에 거래를 마쳤다. 런던 ICE...
60,2020.01.03.,美-이란 갈등 고조에 국제유가 한때 4% 넘게 급등,미군의 이라크 공습으로 중동의 지정학적 긴장이 고조되면서 국제유가가 급등했다. 3일 런던 ICE 선물거래소의 3월물 브렌트유는 장중 한때 4.17%나 오른 배럴당 69.16달러로 치솟았다. 뉴욕상업거래소(NYMEX)에서...
61,2020.01.09.,"[국제유가] 8일 Dubai유 ↑, WTI·Brent유 ↓","8일 국제유가는 중동산 두바이유가 상승한 가운데 서부 텍사스산 원유, 북해산 브렌트유 등은 하락했다. 한국석유공사(사장 양수영)는 북해산 Brent유가 전일대비 배럴당 2.83달러 하락한 65.44달러에, 서부 텍사스산..."
62,2020.01.09.,국제유가 급등… 휘발유 1천600원대 진입 가시화,이란과 미국의 갈등으로 불거진 국제정세로 원유값 인상을 우려한 시민들이 주유소에 몰리고 있는 것이다.... 한국석유공사가 운영하는 유가정보서비스 오피넷을 보면 9일 기준 충북 평균 휘발유 가격은 1천571.66원으로...
63,2020.01.08.,이란 보복 공격에도 유가·금값 초반 하락...유럽 증시 혼조세,이란이 이라크 주둔 미군에 대해 보복 공격을 실시한 가운데 국제 유가와 금값은 8일(현지시간) 개장 초반 하락세를 보이고 있다. 유럽 증시는 혼조세를 나타냈다. 이날 개장 초반 2월분 서부 텍사스산 원유(WTI)는...
64,2020.01.08.,이란 美 보복 공격에 국제유가 4.5% 급등…亞증시 급락,이란이 이라크 미군기지를 공격했다는 소식에 8일 아시아 시장에서 국제유가가 급등하고 일본 증시가 2% 넘게 빠지는 등 글로벌 금융시장이 출렁이고 있다. 블룸버그통신과 NHK 등에 따르면 서부텍사스산원유(WTI)는...
65,2020.01.06.,美·이란 갈등 고조로 유가 9개월래 최고…경기후퇴 전조되나,미국과 이란 사이에 군사 충돌 위기가 고조되면서 국제유가가 9개월 만에 가장 높은 수준으로 상승했다. 산유국인 이라크와 이란에서 전운이 고조되자 공급 리스크가 불거진 탓이다. 이를 두고 경기후퇴(recession)의...
66,2020.01.04.,"[유가마감] 美-이란 긴장 고조…국제유가, 3%대 급등",국제유가가 급등했다. 미국이 이란군 최고 실세인 거셈 솔레이마니 이란혁명수비대(IRGC) 쿠드스군 총사령관을 사살하면서 미국과 이란 간 군사충돌 위험이 고조된 결과다. 3일(현지시간) 뉴욕상업거래소(NYMEX)에서 2월...
67,2020.01.07.,美-이란 갈등에 치솟는 국제 유가…항공주 '울상',미국과 이란의 군사적 갈등 고조로 국제유가가 연초부터 급등세를 보이고 있는 가운데 항공 관련 기업의 주가가 약세를 면치 못하고 있다. 7일 한국거래소에 따르면 항공주로 분류되는 아시아나항공은 오후...
68,2020.01.09.,美·이란 진정 국면에 국제유가 급락…韓 ‘포 트랙’으로 위기관리,트럼프 미 대통령 발언으로 미국과 이란의 무력충돌 우려가 일단 잦아들면서 국제유가는 급락했다. 이날 뉴욕상업거래소(NYMEX)에서 2월 인도분 서부 텍사스산 원유(WTI)는 배럴당 4.9%(3.09달러) 하락한 59.61달러에 거래를...
69,2020.01.09.,"""중동 리스크 완화에도 현 유가 수준 부담""-이베스트證",이에 최근 급등했던 국제유가(WTI)는 직전 거래일 대비 4.9% 급락했다. 최 연구원은 “이제는 다시 수급을 되돌아봐야 할 시점”이라며 “미국을 비롯한 비(non) OPEC(석유수출국기구)의 공급확대 우려가 다시 커질 수 있는...
70,2020.01.06.,미국·이란 갈등 격화에 석유화학株 강세…국제유가도 출렁,중동지역의 지정학적 위험이 고조되며 국제유가도 출렁이고 있다. 3일(현지시간) 뉴욕상업거래소(NYMEX)에서 2월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 3.1%(1.87달러) 오른 63.05달러로 장을 마쳤다. 지난해...
71,2020.01.07.,이란發 들썩이는 국제유가…정유업계 '초긴장',이란발(發) 불안이 중동 전체로 번질 수 있는데다 국제유가를 둘러싼 환경이 불확실해지면서 글로벌 석유시장이 크게 요동칠 수 있어서다. 지난 2일(현지시간) 이란 군부 실세인 거셈 솔레이마니 쿠드스군(이란혁명수비대...
72,2020.01.06.,"중동發 유가·금값 급등…""사태 악화땐 세계증시 7~10% 하락""","안전자산으로 몰리는 돈 국제유가 80弗까지 오를수도 금값 치솟아 6년만에 최고치 ""하룻밤새 투자심리 나빠져 호르무즈 봉쇄땐 경제 타격"" ◆ 美·이란 긴장 고조 ◆ 중동발 지정학적 리스크가 글로벌 금융 시장을 연일..."
73,2020.01.09.,"국제유가, 트럼프 '이란 후퇴' 언급에 5% 급락…60달러 붕괴","권지언 특파원 = 국제유가가 도널드 트럼프 미국 대통령의 대국민 연설 이후 급락, 60달러 선이 무너졌다. 트럼프 대통령은 연설에서 이란이 중동에서 물러나고 있는 듯 보이며, 미국은 무력 사용은 자제한 체 이란에..."
74,2020.01.07.,"[홍기자의 쏘왓] 이란 2인자 날린 美 폭탄, 국제 유가도 쏘아 올렸다",◆ 홍영선> 국제 유가 당연히 올랐습니다. 이미 유가가 70달러를 넘어섰다가 오늘은 조금 내려갔는데요. 전문가들은 갈등이 확대될 경우엔 80달러까지도 이를 수 있다는 전망을 내놓고 있습니다. 국제 원유 가격의 기준...
75,2020.01.07.,국제유가 중동위기 고조에 강보합…WTI 0.3% 상승,"미국과 이란 간의 갈등으로 중동지역 위기감이 고조되면서 국제유가가 강보합세를 나타냈다. CNBC에 따르면, 6일(현지시간) 뉴욕상업거래소(NYMEX)에서 2월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.3%(0...."
76,2020.01.08.,이란 사태에 국제유가 급등… 정유·화학업계 ‘비상’,"이란 사태로 국제유가가 급격히 오르면서 국내 정유·화학업체들이 비상에 걸렸다. 두바이유는 지난 6일(현지시간) 배럴당 68.28달러, 서부텍사스유(WTI)는 32.27달러에 거래돼 올 들어 3거래일 연속 상승했다. 이 기간..."
77,2020.01.08.,"'중동 화약고' 터지자 시장 털썩…""유가 150弗 갈 수도""","보다 더 주목할 건 국제유가 흐름이다. 중동 정세가 불안해지자 유가가 연일 치솟고 있는데, 가뜩이나 침체인 한국 경제에 더 충격을 줄 수 있는 탓이다. 원유수입국 입장에서 유가 급등은 기업과 가계의 비용 상승으로..."
78,2020.01.07.,이란발 악재에 출렁이는 국제유가… 건설업종엔 기회?,이번 갈등으로 국제유가가 오르면 산유국(발주처) 재정 개선에 따라 건설 발주가 늘고 관련 마진이 개선될 가능성이 있다는 배경에서다. 교보증권은 건설업종에 대한 비중확대 투자의견을 유지했다. 백광제 교보증권...
79,2020.01.03.,"국제유가, 달러강세에 상승 제한…WTI 0.2%↑",이귀원 특파원 = 국제유가는 2일(현지시간) 소폭 올랐다. 이날 뉴욕상업거래소(NYMEX)에서 2월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 0.2%(0.12달러) 오른 61.18달러에 거래를 마쳤다. 런던 ICE...
80,2020.01.06.,중동 악재에 금융시장 '출렁'…유가 불안에 대책 점검,국제유가도 불안한데요. 정부와 산업계는 촉각을 곤두세우며 비상 대응 태세를 갖추고 있습니다. 윤선희 기자입니다. [기자] 우리 금융시장도 중동발 악재를 피해가지 못했습니다. 코스피는 한 주를 시작하는 월요일에...
81,2020.01.09.,"유가 상승에 선거까지…한전, 퍼펙트스톰 맞나?",중동 갈등으로 국제유가가 70달러 가까이 상승한데 이어 선거철로 인해 전기요금 인상도 기대하기 어려워 1분기 최악의 실적이 나올 수 있다는 전망이다. 9일 해외 거래시장에 따르면 8일 기준 미국...
82,2020.01.08.,"금값, 중동발 리스크 고조에 6년9개월만 최고치…국제유가 재급등","한편 이란발 불안감이 현실화되면서 이날 국제유가도 다시 끌어올렸다. 이날 국제유가는 다시 올라 런던 ICE 선물거래소에서 3월물 브렌트유는 오전 한때 5% 이상 급등했고, 2월물 서부 텍사스산 원유(WTI) 가격은..."
