,날짜,제목,요약
16,2021.08.10.,"국제유가, 중국경기둔화 우려에 급락...WTI, 66달러로 지난5월이후 최저치",국제유가가 중국의 봉쇄조치 영향으로 급락했다. 국제유가는 9일(현지시간) 중국 경기둔화 우려로 WTI가 66달러로 급락하면서 지난5월이후 최저치를 기록했다. 출처=로이터통신 9일(현지시간) 미국...
17,2021.08.10.,"국제유가 이틀째 하락, 코로나19 재확산에 중국 경기둔화 우려도",국제유가가 2거래일 연속 하락했다. 9일 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부텍사스산 원유는 직전 거래일보다 배럴당 2.63%(1.80달러) 떨어진 66.48달러에 장을 마감했다. 국제유가가 2거래일째 하락했다....
18,2021.08.10.,"국제유가, 델타 변이·중국 성장 둔화 우려…WTI 2.63% ↓","두바이유 1.79% ↓ 68.49달러 임소율기자(sylim@skyedaily.com) 기사입력 2021-08-10 10:22:39 ▲ 9일(현지시간) 국제유가가 하락세를 보였다. 사진은 주유소. [사진=뉴시스] 국제유가, WTI·브렌트유·두바이유 하락한..."
19,2021.08.10.,"뉴욕증시, 코로나19 우려에 혼조…국제유가, 중국 코로나 봉쇄 강화에 2% 이상...","한편, 국제유가는 중국이 신종 코로나바이러스 감염증(코로나19) 확산에 대응해 주민들의 이동을 통제하고 있다는 소식에 급락세를 보였다. 이날 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전장보다..."
20,2021.08.10.,[유가] 중국 코로나 제한 조치·달러 강세에 하락 마감,김나래 특파원=국제유가가 9일(현지시간) 하락했다. 원유 배럴 [사진= 로이터 뉴스핌] 이날 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전날보다 1.73달러(2.5%) 하락한 배럴당 66.55달러에 마감했다. 북해산...
21,2021.08.05.,"국제유가, 예상밖 재고 증가에 3거래일 연속 하락…“WTI, 70달러 아래로”",국제유가가 미국의 원유 재고 증가 여파로 3거래일 연속 하락했다. 4일(현지시간) 미국 뉴욕상업거래소에서 9월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 3.4% 내린 68.15달러에 거래를 마쳤다. 지난달...
22,2021.08.07.,[이번주 유가 동향]국내 휘발윳값 1645.1원…14주째 상승,[사진=이데일리 방인권 기자]이번주(2~5일) 국제유가의 경우 우리나라로 수입되는 원유 기준인 두바이유가 전주보다 1.7달러 내린 배럴당 71.3달러를 기록했다. 국제 유가 등락은 통상 2주여 후 국내 주유소 가격에...
23,2021.08.08.,"유가, 14주 연속 상승...국제유가는 '하락세'",휘발유 가격이 13주 연속 상승세를 보이는 8일 오후 서울 한 주유소에 가격이 표시돼 있다. 지난 7일 오피넷에 따르면 8월 첫째 주 주유소 휘발유 판매 가격은 지난주보다 4.1원 오른 ℓ당 1천645.1원을 기록했다....
24,2021.08.08.,"[사설] 밥상물가 OECD 3위… 정부, 날씨·유가 탓만 할 텐가",게다가 국제유가 상승분까지 국내물가에 반영되면 전방위적 물가상승마저 우려되는 상황이다. 5차 재난지원금 집행까지 맞물리면서 인플레는 가속화될 것으로 우려된다. 계란도 과일도 금값이 되면서 우리나라의...
25,2021.08.08.,전국 휘발유 가격 14주째 상승…국제유가는 하락,휘발유 가격이 13주 연속 상승세를 보이는 8일 오후 서울 한 주유소에 가격이 표시돼 있다. 지난 7일 오피넷에 따르면 8월 첫째 주 주유소 휘발유 판매 가격은 지난주보다 4.1원 오른 ℓ당 1천645.1원을 기록했다....
26,2021.08.09.,"8월 1주차 국제유가↓, 델타변이 확산 지속","8월 첫째주 국제유가가 델타변이바이러스 확산 지속과 제조업 지표 부진, 테이퍼링 언급 등으로 전주대비 하락했다. 한국석유공사 석유정보센터(PISC)가 발표한 ‘8월1주 주간 국제유가동향’에 따르면 대서양..."
27,2021.08.10.,[뉴욕증시 마감] 물가 지표 기다리며 관망세...다우 106.66p↓ 유가 하락에 혼...,"코로나19 델타 변이 바이러스 확산세에 따른 국제유가 하락 등 경기 둔화 우려가 재부각한 가운데, 시장은 오는 11일 발표하는 물가 지표를 기다리며 관망세를 보이고 있다. 이날 뉴욕증권거래소(NYSE)에서..."
28,2021.08.10.,"[상보] 국제유가, 중국 이동제한 조치에 하락...WTI 2.6% ↓",러빙턴/AP뉴시스 국제유가는 9일(현지시간) 하락했다. 뉴욕상업거래소(NYMEX)에서 9월물 서부 텍사스산 원유(WTI)는 전 거래일 대비 1.80달러(2.64%) 하락한 배럴당 66.48달러에 마감했다. 런던 ICE 선물거래소의 10월물...
29,2021.08.03.,[국제유가] 중국 경제지표 부진에 급락… WTI 3.6%↓,국제유가가 중국의 제조업 지표 부진에 급락했다. 2일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 9월 인도분 선물은 전장 대비 2.69달러(3.6%) 급락한 배럴당 71.26달러를 기록했다. 영국 북해...
30,2021.08.06.,[국제유가]60달러 후반대서 저가 매수 유입…WTI 1.3%↑,국제유가가 4거래일 만에 상승했다. 5일(현지시간) 미국 뉴욕상업거래소에서 9월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 1.3% 오른 69.09달러에 마감했다. WTI 가격은 지난 3거래일 연속 하락한 뒤 이날...
31,2021.08.09.,"[주간광물] 유연탄 가격, 국제유가 하락 불구 상승",유연탄 가격이 국제유가 하락에도 불구하고 중국의 발전수요 증대에 따라 상승하고 있다. 한국광물자원공사 8월 1주 주요 광물가격 동향에 따르면 유연탄은 톤당 145.64 달러로 전주 대비 4.5% 올랐다. 국제유가가...
32,2021.08.03.,"[원자재시황] 국제유가, 中 제조업지표 부진에 하락..WTI 3.6%↓",국제유가는 중국의 제조업 지표 부진에 중국의 경기 둔화 우려가 커지면서 하락했다. 2일(현지시간) 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 2.69달러(3.6%) 하락한 배럴당 71.26달러에...
33,2021.08.04.,"[원자재시황] 국제유가, 델타변이 확산 우려에 이틀째 하락..WTI 0.98%↓",국제유가는 코로나19 델타 변이 우려가 지속되면서 하락했다. 3일(현지시간) 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 70센트(0.98%) 하락한 배럴당 70.56달러에 거래를 마쳤다....
34,2021.08.07.,"국제유가, 코로나19 우려·달러 강세에 하락",석유 시추 현장 뉴욕유가는 코로나19 델타 변이에 대한 우려와 달러 강세 흐름에 하락했다. 6일(현지시간)... 유가는 최근 들어 중국과 일본 등에서 코로나19 확진자 수 증가로 봉쇄 조치가 강화되고 있다는 소식이...
35,2021.08.04.,"[국제유가] 코로나 4차 팬데믹 우려에 하락세… WTI, 1%↓",국제유가가 신종 코로나바이러스 감염증(코로나19) 4차 팬데믹 우려 등의 영향으로 2거래일 연속 하락세다. 3일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 9월 인도분 선물은 전장 대비 70센트(0.98...
36,2021.08.07.,"국제유가, 수요둔화 우려에 반락 마감...WTI 1.2%↓ 브렌트유 0.8%↓","국제유가는 6일(현지시간) 코로나19 재확산으로 인한 수요둔화 우려와 달러 강세로 반락 마감했다. 뉴욕상업거래소(NYMEX)에서 이날 미국 서부 텍사스산 원유(WTI) 9월 인도분은 전일 대비 0.81달러, 1.2% 밀려난 배럴당..."
37,2021.08.07.,[국제유가]美고용 호조에도 하락…WTI 1.2%↓,"국제유가가 하루 만에 하락세로 돌아섰다. 미국의 7월 고용지표가 호조세를 보이며 견조한 회복세를 확인했지만, 이 때문에 달러화 가치가 올라 유가를 끌어내렸다. 주요 아시아 국가들의 델타변이 확산세도 하방..."
38,2021.08.06.,"국제유가, 중동 긴장·낙폭 과대에 반등","석유 시추 현장 뉴욕 유가는 중동에서의 긴장이 고조되고, 3거래일 연속 하락한 데 따른 반발 매수세로... 그러나 이란은 이 사건은 이스라엘과 서방 국가들이 이란에 적대적인 국제 여론을 조성하기 위한 시도라며..."
39,2021.08.08.,[국제유가] 美 석유시추기수 증가 등에 6일 유가 하락,"중동산 Dubai유 등 국제유가의 일일 변동 현황 6일 국제유가는 델타변이바이러스 확산 우려, 미 달러화 강세, 미 석유시추기수 증가 등으로 하락했다. 한국석유공사(사장 김동섭)는 서부 텍사스산 원유인 WTI가..."
40,2021.08.06.,"국제유가, 중동 긴장고조에 1% 상승…WTI 69.09달러 마감",로이터=연합뉴스 지난 3거래일 연속 하락했던 하락했던 국제유가는 5일(현지시간) 이스라엘의 레바논에 대한 전투기 공습에 다른 중동에서의 긴장 고조 영향으로 1% 넘게 상승 마감됐다. 로이터통신은 5일 중동에서의...
41,2021.08.01.,"한은 ""국제유가, 당분간 강세기조 유지할 것""",한국은행은 국제유가가 코로나19 델타변이 등 확산에도 불구하고 당분간 강세 기조를 유지할 것이라고 내다봤다. 1일 한은이 발표한 '해외경제포커스'에 따르면 국제유가는 두바이유 기준으로 지난 달 70달러...
42,2021.08.03.,[뉴스새벽배송]국제유가 3%대 ‘뚝’…中 PMI 4개월 연속 ↓,간밤 뉴욕 증시와 국제유가는 일제히 하락했다. 월스트리트저널(WSJ)이 델타 변이 바이러스 유행으로 아시아가 글로벌 경제 회복에서 느려질 조짐을 보인다고 진단한 가운데 중국 정부가 발표하는 제조업 PMI는...
43,2021.08.08.,"뉴욕증시 '고용시장 회복'에 나스닥 빼고 강세, 국제유가는 하락","국제유가는 하락했다. 투자전문사이트 인베스팅에 따르면 6일 9월물 서부텍사스산원유(WTI) 가격은 전날보다 1.74% 하락한 배럴당 67.89달러에, 10월물 브렌트유 가격은 0.99% 떨어진 배럴당 70.3달러에 거래됐다...."
44,2021.08.05.,"[국제유가] 美 원유 재고 급증에 '뚝'… WTI, 70달러 밑으로",국제유가가 3거래일 연속 하락세다. 4일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 9월 인도분 선물은 전장 대비 2.41달러(3.24%) 급락한 배럴당 68.15달러를 기록했다. 영국 북해 브렌트유...
45,2021.07.30.,재고 감소 소식에 국제유가 이틀 연속 상승세,국제유가가 원유 재고 감소 소식에 이틀 연속 올랐다. 29일(현지시간) 뉴욕상업거래소에서 미국 서부텍사스원유(WTI) 9월 인도분 선물은 전장 대비 1.23달러(1.7%) 상승해 배럴당 73.62달러를 기록했다. 또 북해산...
46,2021.08.04.,"국제유가, 美 델타 변이 확산에 이틀째 하락세...WTI 0.98%↓",국제유가가 델타 변이 확산 우려에 이틀째 하락했다. 3일(현지 시각) 미국 뉴욕상업거래소에서 9월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 0.98% 내린 70.56달러에 거래를 마치면서 2거래일 연속 하락세를...
47,2021.08.10.,"국제 유가 급락...유럽증시 혼조, 미국증시 장중 혼조, 미국증시 장중 에너지...",장중 국제 유가가 급락하고 에너지 섹터 주가가 급락했다.  델타 변이 확산 여파다. 유럽 주요국 증권거래소에 따르면 이날 유럽금융중심지 영국 런던의 FTSE100 지수는 0.13% 상승했다. 독일 DAX 지수는 0.10...
48,2021.08.10.,"국제 유가와 국제 금값 급락 속...미국증시 장중 에너지주 하락, 모더나와 테...",20 달러로 1.75% 급락했다. CNBC는 델타 변이 확산 속에 미국산 국제 유가는 5월 이후 최저 수준까지 하락했다고 전했다. 이 방송은 국제 금값 역시 3월말 이후 최저 수준에서 움직였다고 전했다.
49,2021.07.31.,[이번주 유가 동향]국내 휘발윳값 1641.0원…13주째 상승,[사진=이데일리 노진환 기자]이번주(26~29일) 국제유가의 경우 우리나라로 수입되는 원유 기준인 두바이유가 전주보다 1.8달러 오른 배럴당 72.8달러를 기록했다. 국제 유가 등락은 통상 2주여 후 국내 주유소 가격에...
50,2021.08.03.,유가·원자재 가격 ‘고공행진’…하반기 인플레 우려 커져,기상여건 악화에 따른 작황부진과 조류인플루엔자(AI) 등의 영향으로 밥상물가가 치솟은 가운데 국제 유가 등 원자재 가격도 좀체 내리지 않고 있다. 물가가 4개월째 한국은행의 물가관리 목표범위(2%)를 넘어서면서...
51,2021.08.03.,"국제유가 상승에…7월 소비자물가 3% 상승, 올 들어 최대폭","43으로 1년 전에 비해 3.2% 올랐으며, 생활물가지수는 4.3%, 신선식품지수는 8.1% 각각 상승했다. 호남지방통계청 관계자는 ""물가 상승 압력을 높이는 요인인 유가가 오르면서 전체 물가가 크게 상승했다""고 설명했다."
52,2021.08.07.,경기회복 기대에도...WTI 등 국제유가 하락,매체에 따르면 전날 국제유가는 중동지역의 긴장감이 높아지면서 반등했지만 이날 하루 만에 다시 약세로 돌아섰다. 미국 고용시장 훈풍으로 달러가치가 강세를 나타내면서 국제유가는 하락 압력을 받았다....
53,2021.08.05.,[뉴욕증시 마감] 고용·유가 부진에 경기 둔화 우려↑...다우 324p 급락,민간 고용지표가 예상치를 크게 밑돈 데다 미국의 원유 재고 확대로 국제유가가 배럴당 70달러 밑으로 떨어지는 등의 요인이 투자심리를 제한했다. 이날 뉴욕증권거래소(NYSE)에서 다우지수는 전장보다 323.73p(0....
54,2021.08.07.,"뉴욕증시, 긍정적 고용에 혼조…국제유가, 코로나 우려·달러 강세에 하락","한편, 국제유가는 코로나19 델타 변이에 대한 우려와 달러 강세 흐름에 하락했다. 이날 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전날보다 81센트(1.2%) 하락한 배럴당 68.28달러에 마감했다. 이번 주..."
55,2021.08.06.,[국제유가] 지정학적 리스크 증가 등에 5일 유가 상승,"중동산 Dubai유 등 국제유가의 일일 변동 현황 5일 국제유가는 지정학적 리스크 증가, 저가 매수세 유입 등으로 상승한 가운데 델타 변이 확산 등은 유가 상승폭을 제한시켰다. 한국석유공사(사장 양수영)는 서부..."
56,2021.08.06.,"[유가]WTI, 1.38% ↑...중동 리스크·반발 매수세 반등",김나래 특파원=국제유가는 증동 리스크와 반발 매수세로 반등에 성공했다. 원유 배럴 [사진= 로이터 뉴스핌] 이날 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전장보다 0.94달러(1.38%) 오른 배럴당 69....
57,2021.08.06.,"뉴욕증시, S&P500지수 최고 마감...국제유가, 중동 긴장·낙폭 과대에 반등","한편, 국제유가는 중동에서의 긴장이 고조되고, 3거래일 연속 하락한 데 따른 반발 매수세로 상승했다. 이날 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전장보다 94센트(1.38%) 오른 배럴당 69.09달러에..."
58,2021.08.10.,"FED, 올 가을 테이퍼링?...미국증시 혼조, 美10년물금리 급등, 유가 급락 속 ...","미국 10년물 국채금리가 껑충 뛰고 국제 유가는 급락한 가운데 증시는 부진한 흐름을 보였다. 로젠그렌 보스턴 연방준비은행총재가 ""미국 중앙은행이 올 가을 테이퍼링(자산매입 축소)을 시작해야 할 것""이라고..."
59,2021.08.06.,"국제유가, 중동 긴장 고조…WTI 1.38% ↑",두바이유 1.20% ↑ 70.22달러 임소율기자(sylim@skyedaily.com) 기사입력 2021-08-06 09:51:04 ▲ 5일(현지시간) 국제유가가 올랐다. 사진은 4일 오전 서울의 한 셀프주유소에 유가가 표시되어 있는 모습. [사진=뉴시스]...
60,2021.08.04.,국제유가 소폭 하락…WTI 배럴당 70.57달러 마감,"로이터=연합뉴스 전일 3% 넘게 급락했던 국제유가가 3일(현지시간)에도 소폭 하락하며 약세로 거래를 마쳤다. 주요 원유 수요국인 중국의 부진한 경기지표와 코로나 델타 변이바이러스 확산, 산유국들의 감산 완화..."
61,2021.08.03.,[국제유가]중국 PMI 부진 충격파…WTI 3.6% 급락,국제유가가 3% 이상 큰 폭 하락했다. 2일(현지시간) 미국 뉴욕상업거래소에서 9월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 3.6% 내린 71.26달러에 거래를 마쳤다. 3거래일 연속 상승했다가 4거래일 만에 하락...
62,2021.07.29.,"국제유가, 미국 원유 재고 감소에 WTI 1%↑","국제금값, 전일 대비 0.01달러(0.01%) 하락한 1799.7달러에 마감 미국의 원유 재고량이 예상보다 감소하면서 국제 유가가 상승했다. 28일(현지시간) 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은..."
63,2021.08.06.,"국제유가 4거래일 만에 반등, 중동지역 긴장감 고조로 영향받아",국제유가가 4거래일 만에 올랐다. 5일 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부텍사스산 원유는 전날보다 배럴당 1.37%(0.94달러) 오른 69.09달러에 장을 마감했다. 5일 국제유가는 상승했다. 런던선물거래소의 10월물...
64,2021.07.28.,"[원자재시황] 국제유가, 코로나19 재확산 우려에 하락..WTI 0.4% ↓",국제유가는 코로나19 델타 변이에 따른 코로나 재확산 우려로 하락했다. 27일(현지시간) 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 26센트(0.4%) 하락한 배럴당 71.65달러에 거래를 마쳤다....
65,2021.07.30.,[국제유가]재고 감소로 확인된 원유 수요…WTI 1.7%↑,국제유가가 상승세를 이어갔다. 29일(현지시간) 미국 뉴욕상업거래소에서 9월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 1.7% 오른 73.62달러에 거래를 마쳤다. 탄탄한 원유 수요가 가격을 지지했다. 전날...
66,2021.08.04.,[유가]코로나 확산에 수요 우려로 하락 지속,김나래 특파원=국제유가가 3일(현지시간) 코로나 델타 변이 우려 지속에 하락 마감했다. 이날 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전장보다 0.70달러(0.98%) 하락한 배럴당 70.56달러에 거래를...
67,2021.08.01.,"전국 휘발유·경유 가격, 13주 연속 상승...국제유가 '상승세'",특히 국내 휘발유 가격은 지난해 11월부터 국제유가 상승에 따라 연속 상승세를 보이다 등락을 반복한 끝에 최근 몇 주 사이 두 자릿수로 커지면서 2018년 11월8일(1615원) 이후 2주연속 갱신중이다. 지역별로는...
68,2021.08.05.,"587만 배럴의 덫, 국제유가 상승세 우려되는 이유","국제유가가 급격히 올랐다. 상승률은 올해 초 대비 평균 50% 이상이다. 7월 중순 산유국들이 감산 규모를 완화하는 데 합의하고, 최근 미국 내 델타 변이 확산 우려까지 겹치면서 상승세가 잠깐 꺾이긴 했다. 하지만..."
69,2021.08.03.,"국제유가 3%이상 급락, WTI 71.26달러…中 경기부진 영향",로이터=연합뉴스 국제유가는 8월 첫 거래일인 2일(현지시간) 3% 이상 급락했다. 중국의 7월 공장가동률이 1년여만에 감소하며 최대 원유 수요국인 중국의 경제둔화에 대한 우려가 제기됐다. 또 미국의 제조업 활동도...
70,2021.07.31.,[국제유가]델타 뛰어넘는 원유 수요…WTI 3거래일째 상승,국제유가가 상승세를 이어갔다. 30일(현지시간) 미국 뉴욕상업거래소에서 9월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 0.5% 오른 73.95달러에 거래를 마쳤다. 3거래일 연속 오름세다. 탄탄한 원유 수요가...
71,2021.07.28.,6월 수출입물량 10개월 연속 증가…유가 상승에 교역조건은 악화,국제유가 등 원자재 가격 상승세가 이어지면서 교역조건은 3개월째 악화됐다. 한국은행이 28일 발표한 ’2021년 6월 무역지수 및 교역조건'에 따르면 지난달 우리나라의 수출물량지수는 121.15로 전년 동월 대비 15.7...
72,2021.08.05.,"국제유가, 델타변이·원유재고 증가...WTI 70달러 아래로","두바이유 2.20% ↓ 69.39달러 임소율기자(sylim@skyedaily.com) 기사입력 2021-08-05 10:15:25 ▲ 4일(현지시간) 국제유가가 내림세이다. 사진은 버지니아 비치 인근 WaWa 주유소. ⓒ스카이데일리 국제유가, WTI·브렌트유..."
73,2021.08.07.,"[속보] 국제유가, WTI 1.2% 하락 마감···주간 7.7% 급락",국제유가가 하락 마감했다. 6일(현지시간) 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전날보다 0.81달러(1.2%) 하락한 배럴당 68.28달러에 거래를 마쳤다. 주간 기준으로 7.7% 하락해 9개월만에 가장 큰...
74,2021.08.03.,[국제유가] OPEC 생산량 증가 추정에 2일 유가 하락,"중동산 Dubai유 등 국제유가의 일일 변동 현황 2일 국제유가는 중국, 미국의 제조업 둔화, 델타 변이 바이러스 확산 우려, OPEC 생산량 증가 추정 등으로 하락했다. 한국석유공사(사장 김동섭)는 서부 텍사스산..."
75,2021.08.06.,"건설업계, 하반기 고유가 타고 해외수주 '만선' 노린다",<네이버증권> 두바이유 상승세에 중동 수주 기대 중동 지역은 코로나19로 전 세계적인 친환경 기조가 이어지며 국제유가 급락과 원유 감산 등으로 수익성 악화를 겪어왔다. 그러나 지난 6월부터 두바이유가 배럴당...
76,2021.07.21.,생산자물가 8개월째 상승…“유가·원자재 상승 영향”,국제유가를 포함한 원자재 가격이 뛰고 전방산업 수요가 늘면서 석유제품을 중심으로 공산품 가격이 상승한 영향이 컸다. 한국은행이 21일 발표한 ’2021년 6월 생산자물가지수'에 따르면 지난달 생산자물가지수는...
77,2021.07.28.,국제유가 이틀연속 하락...“델타변이 확산 따른 신흥국 경제전망 악화 여파”,국제유가가 전염성 높은 신종 코로나 바이러스 감염증(이하 코로나19) 델타 변이 확산에 대한 우려와 이에 따른 신흥국과 개발도상국 경제성장률 하향 조정 여파로 이틀 연속 하락했다. 27일(현지 시각)...
78,2021.07.22.,"[원자재시황] 국제유가, 쿠싱 원유재고 감소에 급등..WTI 4.6%↑",국제유가는 오클라호마 쿠싱 지역의 원유재고가 2020년 초 이래 최저치로 떨어졌다는 소식에 4% 이상 올랐다. 21일(현지시간) 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 3.10달러(4.6%) 오른...
79,2021.08.04.,"국제유가, 델타 변이 확산 우려로...WTI 0.98% ↓","두바이유 0.59% ↑ 70.95달러 임소율기자(sylim@skyedaily.com) 기사입력 2021-08-04 10:29:48 ▲ 3일(현지시간) 국제유가가 이틀 연속 내림세를 보였다. 사진은 주유소 [사진=뉴시스] 국제유가, WTI·브렌트유·두바이유..."
80,2021.08.03.,"[유가] WTI,3.6% 하락...중국 경제지표 약세 영향",김나래 특파원=국제유가는 2일(현지시간) 중국의 제조업 지표 부진에 하락했다. 원유 배럴 [사진= 로이터 뉴스핌] 이날 뉴욕상업거래소에서 9월물 서부텍사스산원유(WTI) 가격은 전장보다 2.69달러(3.6%) 하락한 배럴당...
