,날짜,제목,요약
33,2019.07.08.,정제마진에 국제유가까지…정유업계 '탄식',3달 가까이 정제마진은 손익분기점을 밑돌았고 국제유가는 감산 효과를 거의 보지 못했다. 8일 정유업계에 따르면 정유제품에서 원료인 원유가격과 운송비 등을 뺀 정제마진은 2분기 약세였다. 미국의 공격적인...
34,2019.07.08.,[굿모닝 인베스트] 이란발 긴장감 속 국제유가 소폭 상승,"이란 변수에도 국제유가 소폭 상승, 이유는? - 이란발 긴장감 속에 국제유가 소폭 상승에 머물러 Q. 이란 변수에 대한 트럼프 대통령, 반응은? - 딥 스테이트(숨은 권력집단) 생방송 [굿모닝530글로벌 1부]는 매일 오전 05시..."
35,2019.07.08.,"7월 1주차 국제 유가, 재고·생산 증가 ↓",한국석유공사 석유동향팀은 5일 ‘유가정보서비스 오피넷’을 통해 ‘2019년 7월 1주 주간 국제유가동향’을 발표했다. 이에 따르면 대서양 유종인 브렌트(Brent)유는 전주보다 배럴당 3.25달러 하락한 63.30달러를...
36,2019.07.09.,"[국제유가] 이란, 우라늄 농축 상한선 넘겨...국제유가 약보합세 WTI 0.10%↓",이영노 기자 ynlee@ajunews.com 8일(현지시간) 국제유가가 이란이 야기한 중동리스크에도 불구하고 글로벌 경기 위축 우려로 소폭 하락세를 보였다. 이날 뉴욕상업거래소(NYMEX) 8월 인도분 서부텍사스산원유(WTI)는 직전...
37,2019.07.05.,"국제유가, 경기·재고 부담에 1% 뚝",국제유가가 하락했다. 미국 경기둔화에 따른 수요 부진과 원유 재고에 대한 부담 때문이다. 4일(현지시간) 뉴욕상업거래소(NYMEX)에서 8월분 WTI(서부 텍사스산 원유)는 전날보다 배럴당 54센트(0.94%) 내린 56.80달러에 장을...
38,2019.07.09.,하반기 유가 하향 안정화 전망…변수는 중동 상황,뉴스토마토 = 정초원 기자 | 올해 하반기 국제유가가 하향 안정화될 것으로 보인다. 최근 석유수출국기구(OPEC)가 원유 감산 조치를 유지하기로 결정했지만 하반기로 갈수록 원유 공급량이 늘어날 가능성이 높고...
39,2019.07.09.,[국제유가]WTI 0.3% 상승… 이란 긴장 재점화 vs 주가 하락,다만 뉴욕주가 하락이 유가 추가 상승을 제한했다. 뉴욕상업거래소(NYMEX)에서 WTI 선물은 전장보다 배럴당 15센트(0.3%) 상승한 57.66달러에 장을 마쳤다. ICE 선물거래소의 브렌트유는 배럴당 12센트(0.2%) 하락한 64....
40,2019.07.05.,"국제유가, 美 재고·경기둔화 우려에 1% 하락",권지언 특파원 = 국제유가가 기대보다 적은 감소 폭을 보인 미국 원유 재고와 경기 둔화 우려에 1% 가까이 하락했다. 4일(현지시각) 국제 벤치마크 브렌트유는 52센트(0.81%) 하락한 배럴당 63.30달러를 기록했고...
41,2019.07.06.,[원유마감]유가 상승…주간 기준 3주 만에 감소,국제 유가가 5일(현지시간) 상승했다. 중동의 긴장감이 유가를 끌어올렸다. 하지만 이번 주는 에너지 수요 우려가 고조된 가운데 3주 만에 첫 주간 하락세를 나타냈다. 미국 서부 텍사스원유(WTI) 선물은 배럴당...
42,2019.07.08.,5일 국제유가 상승,"한국석유공사는 5일 국제유가는 영국령 지브롤터의 이란 유조선 억류에 따른 서방과 이란의 갈등 심화 및 OPEC 생산 감소 등의 영향으로 상승했고, 미 달러 강세 등은 상승폭을 제한했다고 전했다."
43,2019.07.01.,러시아·사우디 원유 감산 연장 합의에 국제유가 상승세,러시아와 사우디아라비아가 최소 6개월 이상 원유 감산 연장에 합의하면서 국제 유가가 일제히 상승했다. 1일 영국 파이낸셜타임스(FT)에 따르면 이날 브렌트유는 배럴당 65.97달러로 전일 대비 1.9% 상승세를...
44,2019.07.08.,[하반기 투자전략] 유가 50% 급락만 없으면 年 10% 수익,"국제유가가 지난해 10월 배럴당 76.41달러를 기록했던 것에 비하면 매우 낮은 가격이고, DLS 원금 손실 구간이 발행 시점 유가의 50% 수준임을 감안하면 원금 손실 가능성은 매우 낮다. 모든 산업의 기초자산으로..."
45,2019.07.03.,[국제유가] 원유 수요 둔화 우려에 WTI 4.8% 폭락,뉴욕 유가는 주요 산유국의 감산 연장 결정에도 수요 둔화 우려가 우위를 점하며 폭락했다. 2일... 유가는 하지만 이런 소식에도 급락세를 보였다. 전문가들은 기간이 예상보다 길기는 하지만 일부에서 제기된 감산 규모...
46,2019.07.03.,살림 팍팍한데 0% 저물가?…유가하락 '착시' 곧 오른다,유류세 한시적 인하 조치와 국제 유가 하락 영향으로 석유류 가격은 3.2%나 하락했다. 석유류는 지난해 11월 이후 7개월째 마이너스 상승률을 보이고 있다. 다른 품목에 비해 석유류와 채소류 가격이 큰 폭으로...
47,2019.07.01.,유가 오름세 주저앉힌 ‘수요둔화’… 하반기 횡보세 이어갈 듯,"국제유가가 중동 악재에도 불구하고 지난 분기 전체로는 별다른 변동을 보이지 않은 것으로 나타났다. 중동 지정학적 긴장으로 유가가 뛰기는 했지만 미국과 중국간 무역전쟁, 이에따른 세계 석유수요 둔화 전망이..."
48,2019.06.29.,"국제유가, 미중 정상회담 경계심리…WTI 1.6%↓",이준서 특파원 = 국제유가는 28일(현지시간) 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 배럴당 1.6%(0.96달러) 내린 58.47달러에 거래를 마쳤다. 이로써 WTI는 이번 주 1.8...
49,2019.07.02.,소비자물가 6개월째 0%대 상승률...국제유가 하락 영향,"소비자물가 상승률이 국제유가 하락 등으로 지난 1월 이후 6개월째 0%대에 머물면서 지난 2015년 이후 '최장 기간 0%대 기록'을 보였습니다. 통계청이 오늘 발표한 '6월 소비자물가 동향'에 따르면, 지난달..."
50,2019.07.09.,[Biz 브리프] '이란 위기' 유가 혼조 외,'이란 위기' 유가 혼조 국제유가는 '이란 사태'를 주시하면서 혼조를 나타냈다. 8일 뉴욕상업거래소에서 8월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.3%(0.15달러) 상승한 57.66달러에 거래를 마쳤다. 중동의 지정학적...
51,2019.06.27.,"국제유가, 美재고 감소에 급등…WTI 2.7%↑",이준서 특파원 = 국제유가는 26일(현지시간) 큰 폭으로 올랐다. 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 2.7%(1.55달러) 상승한 59.38달러에 거래를 마쳤다. 런던...
52,2019.07.06.,"국제 유가, 이란 정세 불안에 기대 완만한 상승",황숙혜 특파원 = 국제 유가가 완만하게 상승했다. 이란을 둘러싼 지정학적 리스크가 매수 심리를 부추긴 한편 주가 약세 흐름이 유가 상승을 제한했다. 미국 6월 고용 지표가 호조를 이뤘지만 독일 제조업 경기 둔화가...
53,2019.07.04.,"[국제유가] 3일 두바이유 ↓, WTI‧Brent유 ↑","3일 국제유가는 중동산 두바이유가 하락한 가운데 서부 텍사스산 원유, 북해산 브렌트유 등이 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 1.09달러 상승한 57.34달러에..."
54,2019.07.04.,[원유마감]유가 상승…美 주간원유재고 3주 연속 감소,국제 유가가 3일(현지시간) 상승했다. 미국의 주간원유재고가 3주 연속 감소한 점이 유가에 긍정적으로 작용했다. 미국 서부 텍사스원유(WTI) 선물은 배럴당 1.09달러(1.9%) 상승한 57.34달러를 기록했다. 브렌트유는 1....
55,2019.06.28.,"국제유가, G20 앞두고 관망 모드…WTI 0.1%↑",이준서 특파원 = 국제유가는 27일(현지시간) 유종별로 혼조세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부텍사스산 원유(WTI)는 전날보다 배럴당 0.1%(0.05%) 상승한 59.43달러에 거래를 마쳤다. 런던...
56,2019.07.04.,"[국제유가] WTI, 위험자산 선호에 반등",국제유가가 주요 중앙은행의 완화적인 통화정책 기대가 높아지면서 위험자산 선호가 강화된 결과 급락한 지 하루 만에 상승했다. 3일(현지시간) 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 전...
57,2019.06.30.,"한은 ""무역협상, 지정학적 리스크에 유가 변동성 커질수도""","세계 성장세 악화 우려에 6월 국제유가가 떨어졌으며 앞으로 미중 무역협상 등에 유가 변동성이 커질 수 있다는 전망이 나왔다. 한국은행은 30일 해외경제 포커스에 게재한 '최근 해외경제 동향'에서 ""6월 중 유가는..."
58,2019.07.02.,하반기 국제유가 더 하락..`45~63달러 전망`,대신증권은 올 하반기 국제유가의 하방 리스크가 커질 것으로 내다봤다. 배럴당 45~63달러가 예상된다. 미국 셰일가스 증산과 글로벌 수요 둔화에 따른 것이다. 김소현 대신증권 연구원은 2일 보고서에서 “하반기 국제...
59,2019.07.04.,뉴욕증시 다우지수 179.32P↑사상 최고치 경신ㆍ국제유가 WTI 1.9%↑,국제유가는 급락 하루 만에 상승세로 돌아섰다.     이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.9%(1.09달러) 오른 57.34달러에 거래를 마쳤다.         국제 금값은...
60,2019.07.08.,[국제유가]WTI 0.3% 상승…美고용호조 vs 달러 강세,다만 미 금리인하 기대 후퇴에 따른 달러화 강세가 유가의 추가 상승을 제한했다. 뉴욕상업거래소(NYMEX)... 반면 달러인덱스 상승은 유가를 압박하는 요인으로 작용했다. 이날 고용지표 호조로 연방준비제도...
61,2019.07.06.,"이란, 영국의 유조선 억류 보복 위협…국제유가 상승",오진우 특파원 = 이란이 영국의 자국 유조선 억류에 대해 보복할 것이란 위협을 내놓으면서 국제유가가 상승세라고 다우존스가 5일 보도했다. 다우존스에 따르면 브랜트유는 전장보다 1.2% 오른 64.09달러에 거래...
62,2019.07.05.,[국제유가] 美 독립기념일 휴일 보합…'WTI 57.34달러',뉴데일리 송승근 기자 = 국제유가가 지난주 미국 원유 재고 감소폭 예상치 하회 속에서 미국의 독립기념일 휴일로 전날 가격을 유지했다. 5일 한국석유공사에 따르면 4일(현지시각) 뉴욕상업거래소(NYMEX)에서...
63,2019.06.26.,국제유가 보합권 혼조…WTI 0.1%↓,이준서 특파원 = 국제유가는 25일(현지시간) 유종별로 등락이 엇갈리면서 혼조를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.1%(0.07달러) 하락한 57.83달러에 거래를...
64,2019.06.25.,"한은 ""저물가는 유가·농산물값 하락과 복지정책 때문""","대외개방·온라인쇼핑 등 구조적 요인도 인플레 낮춰 올해 물가상승률 0%대 예상…디플레 우려엔 ""가능성 매우 낮다"" 최근 이어지는 저물가 상황은 국제유가 및 농축산물 가격 하락과 투자·소비의 감소, 정부의 복지정책..."
65,2019.06.28.,'OPEC 패권은 옛말?'…미·중 눈치보는 국제유가,"사진=AFP[이데일리 김경민 기자] 내달 석유수출기구(오펙·OPEC)와 주요 산유국들의 모임인 OPEC+ 정례회의가 예정돼 있지만, 국제 유가는 이보다는 미국과 중국의 정상회담에 더 눈치를 보는 모습이다. 그야말로 ‘오펙..."
66,2019.07.03.,"[국제유가] 美, EU 추가 관세 움직임에 하락… 'WTI 56.25달러'","뉴데일리 송승근 기자 = 국제유가가 미·중 무역협상 합의 기대 위축, 미국의 EU에 대한 추가 관세 부과 예고 영향 속에서 하락했다. 3일 한국석유공사에 따르면 2일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된..."
67,2019.07.03.,"""하반기 유가 배럴당 55~65달러선에서 안정""",이베스트투자증권은 하반기 국제유가가 서부텍사스산(WTI) 원유 기준 배럴당 55~65달러 수준에서 안정될 것으로 전망했다. 최진영 이베스트투자증권 연구원은 3일 “지난 2일 석유수출국기구(OPEC)+가 작년 12월 결정된...
68,2019.07.06.,"[국제유가] 5일 WTI‧Brent유 ↑, 두바이유 ↓","5일 국제유가는 중동산 두바이유가 하락한 가운데 서부 텍사스산 원유, 북해산 브렌트유 등이 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0.17달러 상승한 57.51달러에..."
69,2019.06.25.,"""美의 이란 추가제재 파괴력 미미…유가 등 영향 제한적""전문가들","국제 유가에 미치는 영향도 크지 않을 것이라는 전망이 나온다. 백악관이 24일(현지시간) 홈페이지에 공개한 행정명령에 따르면 하메네이 최고지도자와 최고지도자실은 물론, 최고지도자가 공직자로 임명한 사람 등은..."
70,2019.07.04.,"국제 유가, 저가 매수-주가 랠리에 동반 상승",황숙혜 특파원 = 국제 유가가 급락 하루만에 오름세로 돌아섰다. 서부텍사스산원유(WTI) 일간 추이 [출처=인베스팅닷컴] 뉴욕증시가 사상 최고치를 갈아치우며 상승 탄력을 보인 데 따라 유가가 동반 상승했다는...
71,2019.07.04.,[국제유가] 美 재고 감소 영향 '상승'… 'WTI 57.34',뉴데일리 송승근 기자 = 국제유가가 미국의 원유 시추기 및 원유 재고 감소 등의 영향으로 상승했다. 4일 한국석유공사에 따르면 3일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된 서부텍사스산원유(WTI)는 전일...
72,2019.06.30.,"러·사우디 ""국제유가 하락 막자""···원유감산 6개월이상 연장 합의",미국의 원유 증산과 글로벌 경기 둔화로 국제유가가 하방압력을 받는 상황에서 유가를 지탱하기 위한 결정으로 풀이된다. 29일(현지시간) 블룸버그통신 등에 따르면 블라디미르 푸틴 러시아 대통령은 일본...
73,2019.07.05.,힘 떨어지는 OPEC…하반기 유가 하향 안정화,"감산 정책이 이어지는 동안 국제 정세 변화, 글로벌 경기 등 여러 요인이 복합적으로 작용했지만 결과적으로 국제유가가 2016년 배럴당 30달러를 하회하던 것을 지난해 10월 배럴당 80달러대까지 끌어올렸다...."
74,2019.07.06.,"중동 긴장 여파...국제유가, 브렌트유 1%대 올라","국제유가가 완만하게 상승했다. /사진=AP, 뉴시스  5일(미국시각) 국제 유가가 완만하게 상승했다. 이란을 둘러싼 중동 지역의 긴장이 커지며 유가 상승 요인으로 작용했지만 독일 공장 주문이 시장의 예상보다 크게..."
75,2019.07.05.,"[국제유가] 4일 두바이유 ↑, Brent유 ↓",4일 국제유가는 서부 텍사스산 원유는 미국 독립기념일 휴일로 거래정보가 없었던 가운데 북해산 브렌트유는 하락한 반면 중동산 두바이유는 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI는...
76,2019.07.02.,[국제유가] 1일 두바이유 등 국제유가 상승,"7월1일 국제유가는 중동산 두바이유를 비롯해 서부 텍사스산 원유, 북해산 브렌트유 등이 모두 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0.62달러 상승한 59.09달러에..."
77,2019.07.03.,[원유마감]유가 2주 만에 최저치…수요 우려 다시 고조,국제 유가가 2일(현지시간) 하락했다. 투자자들이 취약한 글로벌 경제와 무역협상에 대한 우려를 떨쳐내지 못해 전날 산유국들의 감산 연장에 힘입은 상승분이 반납했다. 미국 서부 텍사스원유(WTI) 선물은 배럴당 2....
78,2019.07.03.,OPEC+ 감산 연장 합의 불구 국제유가 4% 급락 [월가브리핑],"사실 글로벌 경기 둔화 때문에 국제유가에 대한 수요가 줄어들 것이라는 우려가 나왔었고, 이에 따라 유가의 하방 변동성이 심화되기도 했습니다. 하지만 이번 감산 연장 합의로 국제유가는 적어도 현 수준을 유지할..."
79,2019.07.03.,들썩이는 국제유가…원유 수요 감소 우려에 급락 [글로벌 이슈 하이라이트],"2.들썩이는 국제유가…원유 수요 감소 우려에 급락 국제유가가 들썩이고 있습니다. OPEC 회원국들과 비회원국들이 내년 3월까지 감산을 연장하기로 합의했음에도 불구하고, 국제유가는 하루 만에 4% 넘게 하락했습니다...."
80,2019.07.08.,"[주간 원유 전망] 국제유가, 수요감소 우려에 변동성↑...‘ FOMC 의사록’ 주...",이투데이=김나은 기자 | 이번주(8일~12일) 국제유가는 수요감소 우려가 재부각되면서 변동성을 이어갈 전망이다. 지난주 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI)는 전주 대비 1.64% 하락한 배럴당 57....
81,2019.06.25.,"국제유가, 이란 변수에 상승압력…금값 고공행진",이준서 특파원 = 국제유가는 24일(현지시간) '이란 변수'로 상승압력을 받았다. 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.80%(0.47달러) 상승한 57.90달러에 거래를 마쳤다....
