,날짜,제목,요약
10,2021.12.08.,나스닥지수 3% 폭등...유가도 급등,국제 유가도 상승 흐름을 이어갔다. 국제 유가 기준물인 브렌트유는 전일비 배럴당 2.36달러(3.2%) 급등한 75.44달러로 올랐다. 미국 유가 기준물인 서부텍사스산원유(WTI)는 2.56달러(3.7%) 뛴 배럴당 72.05달러에...
11,2021.12.10.,[유가] 2주래 최고가 기록 후 숨고르기,김나래 특파원 = 국제유가가 9일(현지시간) 사흘간의 상승 랠리를 멈추고 숨고르기에 들어갔다. 원유 배럴 [사진= 로이터 뉴스핌] 이날 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은 전장보다 1.42달러(2%) 하락한...
12,2021.12.09.,"[국제유가] 오미크론 우려 해소, 미·러 갈등에 8일 유가 상승","8일 국제유가는 오미크론 우려 일부 해소, 미국 원유재고 감소, 미국과 러시아의 우크라이나 사태 갈등 등의 영향으로 상승했다. 한국석유공사(사장 김동섭)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0.31달러..."
13,2021.12.10.,"국제유가 떨어져, 세계 각국 정부 방역조치 강화로 원유 수요 감소 우려",국제유가가 하락했다. 9일 미국 뉴욕상업거래소에서 2022년 1월 인도분 서부텍사스산 원유는 전날보다 1.96%(1.42달러) 하락한 배럴당 70.94달러에 거래를 마쳤다. 9일 국제유가가 모두 하락했다. 런던선물거래소의 2022년...
14,2021.12.08.,"역대급 수주에도 맥 못추는 조선주···""유가 살아나야 랠리 온다""",전문가들은 근본적으로 국제 유가가 살아나기 전까지 조선주의 랠리를 기대하기 어렵다고 본다. 고부가 선박인 액화천연가스(LNG) 선박 이외 선종들의 수주가 확대되려면 유가가 지렛대 역할을 해야 한다는 분석이다....
15,2021.12.08.,오미크론 낙관론에 美 증시·유가 급등…코스피 2주 만에 3000선 탈환,"오미크론에 대한 낙관론이 급부상하면서 미국 증시, 국제 유가가 급등했다. 국내 증시도 영향을 받아 코스피 3000선을 회복했다. 12월 7일(현지 시간) 앤서니 파우치 미국 국립알레르기·전염병연구소(NIAID)..."
16,2021.12.07.,"[국제유가] 오미크론 공포 완화에 급등… WTI, 5%↑",국제유가가 급등했다. 6일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 1월 인도분 선물은 전 거래일 대비 3.23달러(4.9%) 급등한 배럴당 69.49달러를 기록했다. 영국 북해 브렌트유 2월물은 3.2달러(4.6...
17,2021.12.08.,"""국제유가, 오미크론 충격서 벗어나나""","국제유가가 오미크론 충격에서 벗어나는 모습을 보이고 있다. 한국석유공사 국제유가 동향에 따르면 7일 국제유가는 오미크론 우려 완화, 이란 핵협상 난항 등으로 상승했다. 브렌트는 전일대비 배럴당 2.36 달러 오른..."
18,2021.12.03.,"OPEC+, 하루 40만 배럴 증산 유지…유가 하락 후 반등(종합)","CNBC에 따르면 OPEC+의 이날 발표로 국제 유가는 발표 직후 하락했다 이내 반등했다. 발표 직후 국제 기준인 2월물 북해산 브렌트유 가격은 2.1% 하락한 68.01달러에, 미 1월물 서부텍사스산 원유(WTI) 가격은 1.3% 내려간 64...."
19,2021.12.08.,"""기름값 너마저""…국제유가 재급등에 '고물가' 새해까지 간다",코로나19(COVID-19) 오미크론 변이의 확산으로 하락세를 걷던 국제유가가 12월 들어 반등하면서 70달러선을 돌파했다. 국제유가 상승분이 우리나라 시장에 반영되는 시차를 고려하면 이달 말부터 다시 국내 기름값이...
20,2021.12.04.,OPEC+ 증산 결정했지만…유가 안정 결정적 변수는 '오미크론',실질적인 국제유가 안정화에는 오미크론 코로나19 변이 바이러스 여파가 가장 큰 변수로 작용할 전망이다. OPEC+는 석유수출국 13개국이 구성한 OPEC(석유수출국기구)과 비가입국인 주요 산유국들의 협의체다. 이들은 지난...
21,2021.12.07.,"국제 유가, ""오미크론 덜 위험"" 평가에 급등",기사내용 요약6주 연속 하락하던 1월물 WTI 4.9% 상승 국제 유가가 6일(현지시간) 코로나19 새 변이 오미크론에 대한 우려가 다소 완화되며 급등했다. 이날 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은...
22,2021.12.07.,"""오미크론 덜 치명적"" 기대감에 주가·유가 동반 상승","미국 주식시장과 국제유가가 6일(이하 현지시간) 동반 상승했다. 신종 코로나바이러스 감염증(코로나19) 오미크론 변이가 우려와 달리 치명적이지 않을 가능성이 높다는 기대감이 작용했다. 월스트리트저널(WSJ), CNBC..."
23,2021.12.09.,유가 하락·수출 호조에 환율 상승폭 둔화 눈길,"한은은 “원/달러 환율은 미 연방준비제도(Fed)의 통화정책 조기 정상화 기대 강화와 코로나19 재확산 우려 등으로 상승했다가 이후 국제유가 큰 폭 하락, 우리나라 수출 호조 등의 영향으로 상승폭을..."
24,2021.12.09.,"국제유가, 오미크론 시름 덜자 연일 상승···WTI 0.43%↑", 국제유가가 오미크론에 대한 시름을 덜자 연일 상승하고 있다. 8일(현지시간) 뉴욕상업거래소(NYMEX)의 내년 1월물 인도분 서부텍사스산원유(WTI)는 전날 대비 0.31달러(0.43%) 상승한 72.36달러로 거래를 마쳤다....
25,2021.12.08.,오미크론 우려 완화에 국제유가 오름세,오미크론 변이로 인해 원유 수요가 감소할 수 있다는 우려가 완화되면서 국제유가가 오름세를 보였습니다. 현지 시간 7일 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은 전장보다 3.7% 상승한 배럴당 72....
26,2021.12.10.,"[1보] 국제유가, 하락…WTI 1.96%↓",이투데이= | 국제유가는 9일(현지시간) 하락했다. 뉴욕상업거래소(NYMEX)에서 1월물 서부 텍사스산 원유(WTI)는 전 거래일 대비 1.42달러(1.96%) 하락한 배럴당 70.94달러에 마감했다. 런던 ICE선물거래소의 2월물...
27,2021.12.06.,"사우디, 美·아시아 원유 판매가 인상…국제유가 상승",지난주 이란 핵협정을 위한 미국과 이란의 협상이 결렬된 이후 이란산 원유 수출증가 전망이 줄어들면서 국제유가가 상승하고 있는데 더해 사우디아라비아가 미국과 아시아에 판매되는 원유 가격을 인상하면서 6일...
28,2021.12.06.,"인플레는 계속된다(?)…사우디, 亞·미주 구입 유가 인상",이에 골드만삭스는 국제유가가 다시 상승세를 탈 것으로 내다봤다. 골드만삭스는 “북해 브렌트유 선물이 2023년 배럴당 평균 85달러가 될 것”이라며 “매우 확실한 상승 위험에 있다”고 전망했다. 또 최근 유가가...
29,2021.12.07.,"국제유가, '생각보다 약한 오미크론'에 상승",석유 시추 현장 국제유가가 상승했다. 코로나19의 변이 바이러스인 '오미크론'의 증세가 델타 변이보다 덜 하다는 평가에 원유시장은 오름세를 보였다. 6일(미국 동부시간) 뉴욕상업거래소에서 1월물 서부텍사스산원유...
30,2021.12.01.,오미크론 확산 따라 국제 유가 연일 급락,기사내용 요약11월중 20% 하락…지난해 3월 이래 가장 큰 폭 추가 하락 가능성…OPEC+ 감산 검토 가능성 지난달까지 급등하던 오미크론 코로나 바이러스 변이가 확산함에 따라 국제유가가 연일 급락하고 있다....
31,2021.12.03.,[국제유가]OPEC+ 증산 규모 유지에도 1.4% 반등,국제유가가 상승했다. 주요 산유국 협의체인 석유수출국기구(OPEC) 플러스(+)가 증산 규모 유지한다고 밝혔으나 사흘만에 반등에 성공했다. 2일(현지시간) 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은...
32,2021.12.01.,오미크론 우려에 국제유가 또 급락…11월에 21% 떨어져,코로나19의 새로운 변이인 오미크론 확산 우려에 국제유가가 또다시 급락했다. 사진은 서울의 한 주유소 모습. 연합뉴스 코로나19의 새로운 변이인 오미크론 확산 우려에 국제유가가 또 다시 급락했다. 지난 26일...
33,2021.11.30.,"백악관, '오미크론 충격' 유가 하락에도 ""비축유 방출 재고 안 해""",기사내용 요약오펙 플러스 회의 초점…증산 철회 가능성 주목 김난영 특파원 = 미 백악관이 신종 코로나19 변이 오미크론 출현으로 인한 국제 유가 하락에도 전략비축유 방출 결정을 재고하지 않는다고 밝혔다. 젠 사키...
34,2021.12.08.,"[유가] WTI, 70달러선 회복...오미크론 우려 완화 영향",김나래 특파원 = 국제유가가 7일(현지시간) 이틀 연속 상승세로 마감했다. 원유 배럴 [사진= 로이터 뉴스핌] 이날 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은 전장보다 2.56달러(3.7%) 급등한 배럴당 72....
35,2021.12.04.,[이번주 유가 동향]유류세 인하 반영…휘발윳값 3주째 하락,정부가 유류세 인하 조치를 취한 데다 국제유가도 내림세를 보인 영향으로 풀이된다. 4일 한국석유공사 유가정보서비스 오피넷에 따르면 12월 첫째 주 전국 주유소 휘발유 평균 판매가격은 ℓ당 1677.7원으로...
36,2021.12.08.,70달러선 탈환한 국제유가...그 뒤엔 OPEC+ 뒷받침 있었다,신종 코로나바이러스 감염증(코로나19)의 새 변이인 오미크론 우려로 급락세를 이어왔던 국제유가가 배럴당 70달러선을 회복해 그 배경에 관심이 집중된다. 오미크론 변이 증상이 델타 변이에 비해 덜 심각하다는...
37,2021.12.07.,[국제유가] 사우디 판매가격 인상 등에 6일 유가 상승,중동산 Dubai유 등 국제유가의 일일 변동 현황 6일 국제유가는 오미크론 변이 바이러스 우려 완화 및 사우디의 공식판매가격(OSP) 인상으로 상승했다. 한국석유공사(사장 김동섭)는 서부 텍사스산 원유인 WTI가...
38,2021.11.30.,"이란핵합의 복원협상, 5개월만에 재개...국제유가 새 변수 기대감(종합)","이란핵합의가 타결될 경우, 이란산 석유가 다시 석유시장에 풀리면서 변동성이 심화되고 있는 국제유가에 새로운 변수가 될 것이란 전망도 나온다. 29일(현지시간) AP통신 등 외신에 따르면 이날 오스트리아 빈의 팔레..."
39,2021.11.28.,"한은 ""국제 유가, 당분간 강세 유지""",기사내용 요약미국 경제는 회복…중국 경제는 둔화 국제유가가 배럴당 80달러를 넘어선 가운데 한국은행은 당분간 국제유가가 강세를 유지할 것으로 내다봤다. 한국은행은 28일 해외경제 포커스에 실린 '최근 해외경제...
40,2021.12.02.,"미 에너지차관 ""유가 하락시 전략비축유 방출시점 조정""","오미크론 영향 고려…""합의국들, 소비자 이익 따라 결정할 것"" ""바이든이 유연성 부여…정책목표는 방출 자체가 아니라 기름값 안정"" 미국 정부가 코로나19 새 변이 오미크론의 등장으로 전략비축유 방출 시점을 국제유가..."
41,2021.11.30.,JP모건 “이대로 가면 내년 국제유가 125달러까지 오를수도”,OPEC+가 원유공급 통제...2023년 150달러 상승 전망도 석유수출국기구(OPEC)와 러시아 등 비(非)OPEC 주요 산유국들의 협의체인 OPEC+가 계속해서 석유시장의 주도권을 쥐고 갈 경우 국제유가가 배럴당 150달러까지 상승할...
42,2021.12.10.,"최근 너무 올랐나?...국제 유가 '장중 급락', 미국증시 S&P에너지섹터 '장중 ...",9일(미국시간) 장중 국제 유가가 급락했다. 뉴욕증시 S&P 에너지 섹터도 장중 하락했다. 블룸버그 집계에 따르면 이날 미국 동부시각 오후 2시 33분 기준 뉴욕상업거래소에서 1월물 미국서부텍사스산원유...
43,2021.12.07.,유류세 인하에 국제유가 떨어졌는데…주유소 가격하락 왜 더딜까,영향으로 국제 휘발유 가격도 대폭 하락했지만 전국 주유소 평균 판매 가격엔 아직 충분히 반영되지... 한국석유공사 유가정보서비스 오피넷에 따르면 전날까지 전국 주유소 휘발유 평균 판매가격은 리터당 1668....
44,2021.11.30.,오미크론 충격에 급락했던 국제 유가 소폭 반등,오미크론 코로나19 변이 바이러스 충격으로 급락했던 국제유가가 반등했다. 29일(현지 시각) 뉴욕상업거래소(NYMEX)에 따르면 1월 인도분 서부텍사스원유(WTI) 가격은 전 거래일보다 1.80달러(2.64%) 오른 배럴당 69....
45,2021.12.08.,"국제유가 3%대 올라, 오미크론 우려 완화에 이틀 연속 큰 폭 상승",국제유가가 이틀 연속 대폭 올랐다. 7일 미국 뉴욕상업거래소에서 2022년 1월 인도분 서부텍사스산 원유는 전날보다 3.68%(2.56달러) 상승한 배럴당 72.05달러에 장을 마감했다. 7일 국제유가가 3% 이상 올랐다....
46,2021.11.27.,"'오미크론 공포'에 세계 증시, 국제유가 일제히 하락","기사내용 요약경기 회복 둔화에 투자심리 위축…채권은 반등 다우·S&P500·나스닥, 1950년 이후 낙폭 최대치 영·프·독 등 유럽 주요국 지수, 국제유가도 하락 비트코인, 이달초 사상 최고치보다 20% 이상↓ [서울..."
47,2021.12.08.,오미크론 공포 걷혔다…증시·유가 '들썩'(종합),"오미크론의 감염 영향이 미미하다는 소식에 국제유가는 급등세를 보였고, 뉴욕증시는 물론 코스피와 코스닥지수도 일제히 상승하며 오미크론 영향권에서 벗어나는 모습이다. 이날 코스피는 전 거래일보다 10...."
48,2021.12.02.,OPEC 정책 회의 앞두고 오미크론 美 첫 확진에 국제유가 하락,오미크론이 일주일 만에 6개 대륙으로 확산되면서 국제유가가 석유수출국기구 플러스(OPEC+) 원유생산 정책 결정 회의 결과를 앞두고 하락했다. 로이터통신에 따르면 1일(현지시간) 오미크론 첫 확진자가 미국에서...
49,2021.11.24.,미국 비축유 방출에도 국제 유가 큰폭 상승,미국 등 6개국이 전략 비축유를 풀기로 했음에도 국제 유가가 23일(현지시각) 큰 폭으로 상승했다. 미국 뉴욕상업거래소에서 내년 1월 인도분 서부텍사스산 원유(WTI)가 하루 전보다 2.28% 오른 배럴당 78.5달러에 거래를...
50,2021.12.07.,[특징주] 국제유가 급등에 원유 ETN 상승세,국제유가는 오미크론 우려 완화와 주요 산유국인 사우디아라비아의 유가 인상 영향으로 상승했다. 6일(현지시간) 미국 서부텍사스원유(WTI) 1월 인도분 선물은 전장 대비 3.23달러(4.9%) 급등한 배럴당 69.490달러를...
51,2021.12.09.,"[1보] 국제유가, 상승…WTI 0.4%↑",이투데이= | 국제유가는 8일(현지시간) 상승했다. 뉴욕상업거래소(NYMEX)에서 1월물 서부 텍사스산 원유(WTI)는 전 거래일 대비 0.31달러(0.4%) 상승한 배럴당 72.36달러에 마감했다. 런던 ICE선물거래소의 2월물...
52,2021.11.29.,"오미크론 발생에 국제유가 급락, OPEC 증산 악재되나",기사내용 요약지난달 85달러까지 올랐다가 최근 70달러선까지 떨어져 오미크론 등장으로 수요 감소 전망에 내달 회의에 관심 국제유가 폭락으로 산유국들이 당초 내놓았던 증산 계획을 철회할 수 있다는 전망이...
53,2021.11.24.,국제유가 고공행진...수입금액지수 급등 지속,국제유가와 원자재 가격 상승이 이어지면서 수입금액지수 상승세가 지속돼 150을 넘었다. 석탄및석유제품 수입금액은 약 31년만에 최대폭으로 급등했다. 반도체 수출호조와 석유제품 수요 증가에...
54,2021.12.05.,[국제이슈+] 오미크론 공포가 잠재운 美-OPEC+ 유가분쟁,주요 산유국 협의체인 OPEC+와 미국간 국제유가를 둘러싼 분쟁이 일단락되면서 그동안 급등락을 보이며 불안정한 흐름을 이어오던 국제유가가 안정적인 모습을 보이고 있습니다. 미국은 OPEC+를 움직이는 주요 산유국인...
55,2021.12.01.,"국제유가, 오미크론 공포 우려 재확산에 급락...WTI 5.4%↓",국제유가가 코로나19 오미크론 변이에 대한 공포가 재확산하며 수요 위축 우려에 다시 급락했다. 기존 백신이 오미크론 변이에 효과적이지 않을 것이란 전망이 나오면서 시장에 공포심리가 퍼진 것이 주 요인으로...
56,2021.11.27.,[유가동향]'유류세 인하 2주째' 국내 휘발윳값 6주 만에 1600원대로 하락,(사진=이데일리 방인권 기자)이번주(22~26일) 국제유가의 경우 우리나라로 수입되는 원유 기준인 두바이유가 전주보다 0.6달러 내린 배럴당 80.1달러를 기록했다. 국제 유가 등락은 통상 2주여 후 국내 주유소...
57,2021.12.01.,[국제유가]급격히 식은 투심…WTI 66달러 턱걸이,(사진=EPA/연합뉴스 제공) 국제유가가 또 폭락했다. 30일(현지시간) 미국 뉴욕상업거래소에서 1월 인도분 서부텍사스산원유(WTI) 가격은 전거래일 대비 5.4% 내린 배럴당 66.18달러에 거래를 마쳤다. 지난 8월 23일(배럴당 65....
58,2021.12.03.,"""美-사우디 유가분쟁 중단 합의로 OPEC+ 증산량 유지 결정 """,미 백악관도 OPEC+의 증산유지 결정 발표 직후 감사를 표시하면서 미국을 비롯한 주요 석유소비국들과 OPEC+ 산유국들간 국제유가를 둘러싼 대립은 일단락된 것으로 분석된다. 2일(현지시간) 블룸버그통신에 따르면...
59,2021.11.30.,국제유가 반등...2일 OPEC+ 회의 전망 양분,국제유가가 11월 29일(이하 현지시간) 다시 급등했다. 강력한 감염력을 가진 것으로 알려진 신종 코로나바이러스 감염증(코로나19) 오미크론변이가 우려했던 것보다 경제에 미치는 충격이 크지 않을 것이란 전망이...
60,2021.12.07.,유가 치솟자…글로벌 석유업체 ‘콧대’,"“인플레 막으려면 석유에 투자” 코로나에도 수요 굳건 판단속 아람코, 전격 유가 인상 발표 최근 국제유가가 상승세를 이어가자 글로벌 석유업체들의 콧대가 한껏 높아졌다. 특히 이들은 최근 국제사회에서 논의되는..."
61,2021.12.01.,"오미크론 쇼크… 국내외 증시 출렁, 국제 유가는 하락",오미크론 공포는 국제유가 하락에 더 큰 영향을 미치고 있다. 각국 정부가 경제 재개보다 공중 보건을 우선시하는 경향이 나타나면 내년 초 또다시 국제적 봉쇄 조치가 단행될 수도 있다. 라이스타드 에너지의...
62,2021.12.01.,"국제유가, 오미크론 확산·테이퍼링 가속화 우려에 5% 넘게 하락",국제유가가 큰 폭으로 하락했다. 코로나 바이러스의 신종 변이인 ‘오미크론’이 전세계적으로 확산될 것이라는 우려와 함께 제롬 파월 미국 연방준비제도(Fed) 의장이 자산 매입 감축(테이퍼링) 속도를 높이겠다는...
63,2021.12.01.,‘오미크론’에 곤두박질친 유가···원자재 펀드 더 쪼그라드나,"코로나19 새 변이 바이러스 ‘오미크론(Omicron)’이 국제유가를 끌어내리며 원유, 금 등에 투자하는 원자재 펀드 성과도 부진을 면치 못 하고 있다. 변이 바이러스 공포가 당분간 이어질 것으로 예상되고 있어..."
64,2021.12.01.,오미크론-긴축 가속 ‘겹악재’에…국제유가 급락-美증시 출렁,신종 코로나바이러스 감염증(코로나19) 새 변이 ‘오미크론’에 대한 우려와 미국 중앙은행의 긴축 가속화라는 겹악재로 글로벌 금융시장이 연일 비틀거리고 있다. 백신의 보급으로 몇 달 전까지만 해도 ‘포스트...
65,2021.12.07.,10월 수입 503억불…유가 급등으로 전년대비 139억불↑,지난 10월 수입은 503억4000만달러(약59조5000억원)를 기록했다. 전년동월대비 139억1000만달러 증가했다. 국제유가 등 원자재 수입가격 상승과 자본재와 소비재 수입도 증가를 지속하면서 11개월 연속 증가했다.
66,2021.11.29.,코로나 변이에 유가 출렁… 휘발윳값 더 떨어지나,새로운 코로나19 변이 바이러스 ‘오미크론’이 국제유가를 내리누르고 있다. 연일 치솟던 국제유가는 하락세로 돌아섰다. 국내 휘발윳값도 유류세 인하 효과와 맞물려 2주 연속 하락세다. 국제유가 내림세로...
67,2021.12.01.,[인더머니] 뉴욕·유럽 증시 하락세…유가도 급락,▶유가도 오미크론 공포 못 피해=국제 유가가 또 급락했다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 5.4%(3.77달러) 떨어진 66.18달러에 거래를 마쳤다....
68,2021.11.24.,"美 비축유 방출, 산유국 자극해 부메랑 되나… 국제유가 급등",거침없이 상승하는 기름값에 대응하기 위해 조 바이든 미국 행정부가 비축유 5000만 배럴을 풀기로 했지만 국제유가는 오히려 급등하는 등 역효과를 내고 있다. 미국과 한국 중국 일본 등 6개국이 23일 발표한 비축유...
69,2021.12.04.,[유가] WTI 0.4%↓…6주 연속 주간 하락세,김나래 특파원 = 국제유가가 3일(현지시간) 하락세로 마감했다. OPEC 로고와 3D 프린팅으로 제작된 원유 시추기 [사진=로이터 뉴스핌] 이날 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은 전장보다 0.24달러(0.4...
70,2021.12.07.,[유가] 오미크론 우려 완화에 5% 상승 랠리,김나래 특파원=국제유가가 6일(현지시간) 급등했다. 원유 배럴 [사진= 로이터 뉴스핌] 이날 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은 전장보다 3.23달러(4.9%) 급등한 배럴당 69.49달러에 마감했다. 팩트셋...
71,2021.12.02.,"국제유가, '오미크론 공포'에 하락…WTI 0.9%↓",8월 20일 이후 최저치 국제유가가 미국에서 신종 코로나바이러스 감염증(코로나19) 오미크론 새 변의 확진자가 처음 발생했다는 소식에 하락했다. 1일(현지 시각) 로이터통신 등에 따르면 이날 선물시장인...
72,2021.12.01.,오미크론 쇼크에 美 테이퍼링 가속화… 증시·유가 ‘이중타격’,각국 증시와 국제유가가 일제히 급락한 가운데 미 백악관은 백신 개발을 위한 긴급자금 지원 등 오미크론 비상대책을 짜기 시작했다. 제롬 파월 연준 의장은 지난달 30일(현지시간) 미 상원 청문회에서 “테이퍼링...
73,2021.12.02.,[국제유가] 美 첫 오미크론 확진에 하락 반전… WTI 0.9%↓,미국에서 오미크론 첫 확진자가 발생했다는 소식에 국제유가가 하락했다. 1일(현지시각) 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 0.61달러(0.9%) 떨어진 배럴당 65.57달러에 거래를...
74,2021.12.05.,유류세 인하에도 LPG 가격 7년만에 최고…국제유가 인상·동절기 진입 영향,국제 유가는 오미크론 유행 등의 영향으로 이번 주 큰 폭으로 하락했다. 국내로 수입되는 원유의 기준인 두바이유 평균 가격은 지난주보다 7.7달러 하락한 배럴당 71.8달러다. 국제 휘발유 가격도 8.4달러 내린...
75,2021.11.27.,국제유가 10% 넘게 '와르르'…코로나19 신종 변이에 불안,이지예 특파원 = 코로나19 신종 변이 공포에 26일(현지시간) 국제유가가 10% 넘게 폭락세다. 이날 뉴욕상업거래소(NYMEX)에서 장중 1월분 서부 텍사스산 원유(WTI)는 배럴당 전날보다 11.11% 하락한 69.68달러에 거래되고...
76,2021.11.25.,美 비축유 방출에도 치솟는 유가… 결국 ‘키’는 산유국 손에,"WTI 배럴당 2.3% 올라 78.50달러 백악관, 5000만배럴외 추가 방출 검토 국제유가에 어떤 영향 10년 만에 美 주도로 자율적 결정 6개국 방출량 최대 7000만배럴 추정 세계 하루치 소비량의 절반 조금 넘어 中 “실제 상황..."
77,2021.12.01.,"[국제유가] 오미크론發 수요 둔화 우려… WTI, 5% 급락",국제유가는 신종 코로나바이러스 감염증(코로나19) 새로운 변이인 오미크론 확산에 따른 수요 둔화 우려에 급락했다. 30일(현지시각) 뉴욕상업거래소에서 1월물 서부텍사스산원유(WTI) 가격은 전거래일 대비 3.77달러(5.39...
78,2021.12.08.,"[상보] 국제유가, 오미크론 우려 완화에 3%대 강세","이투데이=고대영 기자 | 파우치 “전파 유리하지만, 심각한 수준 아닌 것 같아” 사우디 아람코 유가 인상 영향도 미국 원유 재고, 2주 연속 감소 전망 국제유가는 변이 신종 코로나바이러스 감염증(코로나19)인..."
79,2021.11.24.,"10년만 전략비축유 방출…정유업계 ""공급부족 시그널, 장기적 유가 상승""","국내 정유사들은 이번 비축유 결정이 단기적으로 국제 유가 하락의 효과를 가져올 수 있다고 보고 있다. 시장에 정유가 부족하기에 유가가 오르고 있는 만큼, 비축유가 시장에 풀리면 가격이 하락할 수 있다는..."
80,2021.12.03.,"골드만삭스 ""OPEC+ 증산 유지 결정에 유가 상승세 탄다""","국제유가가 다시 상승세를 탈 준비가 됐다고 골드만삭스가 전망했다. 사우디아라비아, 러시아가 포함된 전통적 산유국 모임 석유수출국기구(OPEC) 플러스(+)가 점진적 증산 계획을 고수하면서 원유시장의 구조적..."
81,2021.11.24.,“국제유가 하락에도 주유소 가격 불변”…바이든 뿔났다,"“국제유가 거의 10% 하락, 갤런 당 25센트는 덜 내야” 최근 FTC에 정유사들의 불법적 반시장 행위 조사 요청 전략적 비축유 방출에 당일 유가 오르며 영향력 제한적 물가상승 원인 ‘유가잡기’에 총력 “추가 방출..."
82,2021.12.05.,"휘발유·경유 가격, 3주 연속 '하락세'...국제유가도 '큰폭 하락'","또 한동안 치솟았던 국제유가 역시 8.4달러 하락한 88.7달러로 집계됐다. 이에 대해 석유공사는 ""미국 테이퍼링 가속 가능성 시사, 코로나19 오미크론 변이 발생에 따른 국경 봉쇄, 석유수출국기구(OPEC)+의 증산 계획..."
