,날짜,제목,요약
18,2020.04.10.,OPEC+ 회의 시작…감산 희망에 유가 12% 상승,"유가 전쟁을 벌여온 두 나라가 이날 회의를 통해 감산에 합의, 공급 과잉으로 인한 국제유가 혼란을 잠재울 수 있을지 전 세계적 관심이 쏠리는 모습이다. 이와 관련, 도널드 트럼프 대통령도 전날인 8일 ""러시아와..."
19,2020.04.08.,이번엔 유가에 베팅하는 개미들,전문가들은 국제유가는 투기적 거래가 횡행하는 상품인 데다 최근에는 정치적 이슈까지 맞물려 변동성이 커진 만큼 신중한 접근이 필요하다고 입을 모은다. ◇원유 ETFㆍETN 상품에 개인 뭉칫돈 7일 금융권에...
20,2020.04.10.,'국제유가' 급락에 하락 출발…코스닥 등락 거듭,간밤 연준이 파격적인 유동성 정책을 내놨지만 국제 유가가 재차 급락하면서 코스피가 하락 출발했습니다. 하지만 지금은 상승으로 방향을 틀며 강보합권에서 거래되고 있고 코스닥은 등락을 반복하며 방향을...
21,2020.04.09.,OPEC+ 오늘밤 감산 합의하나...국제유가 6%대 급반등,국제유가가 사흘 만에 반등했다. 8일 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부 텍사스산 원유(WTI)는 배럴당 6.2%(1.46달러) 급등한 25.09달러에 거래를 마쳤다. 런던 ICE선물거래소의 6월물 브렌트유도 오후 3시30분...
22,2020.04.10.,OPEC+ 대량 감산해도 유가 하락 못 막는다. 이유는?,"현재 국제유가는 20년 만에 가장 낮은 수준인 배럴당 20달러 초반선에서 거래되고 있다. 블룸버그통신은 9일(현지시간) ""신종 코로나바이러스 감염증(코로나19)으로 인한 원유 수요 손실량이 하루 3500만배럴에 이르는..."
23,2020.04.09.,"코로나·유가전쟁 부담느낀 사우디, 5년 끌어온 예멘 내전 휴전 선언",당시 사우디의 주요 원유 시설이 문을 닫자 10월 인도분 서부 텍사스산 원유(WTI)가 전 거래일보다 배럴당 14.7% 증가하는 등 국제유가가 폭등했다. 그러나 무장한 후티 반군이 이에 동참할지는 미지수라고 로이터통신은...
24,2020.04.10.,[국제유가] OPEC+ 감산 의구심에 9일 유가 하락,국제유가의 일일 변동 현황 9일 국제유가는 OPEC+ 감산 효과에 대한 의구심 등으로 하락했지만 미 원유 시추기 수 감소 등은 유가 하락폭을 제한시켰다. 한국석유공사(사장 양수영)는  서부 텍사스산 원유인...
25,2020.04.09.,시장은 이미 감산 기대…국제유가 상승,석유수출국기구(OPEC)와 기타 산유국들이 9일 감산 협의에 나서는 가운데 시장에선 기대감이 커지고 있다. 9일 인베스팅닷컴에 따르면 한국시간 오후 5시36분 기준 서부텍사스산원유(WTI) 선물가격은 현재 4.3% 상승한...
26,2020.04.10.,美 정유시설 첫 가동중단…저유가 탓,"[OPEC+ 멕시코 반대로 감산 합의 실패] 코로나19로 인한 원유 수요 감소, 산유국 모임인 OPEC+의 감산 합의 실패 소식이 이어지면서 국제유가가 연일 최저 수준을 기록중이다. 미 셰일오일의 중심지 뉴멕시코주에서는..."
27,2020.04.09.,"유가 '운명의 날…""美 감산하라""vs ""이미 했다""",트럼프 대통령의 트윗 이후 배럴당 20달러 밑으로 내려갔던 국제유가는 다시 25달러 중반까지 올라왔다. 이날 OPEC 의장이기도 한 모하메드 알캅 알제리 석유장관이 자국 언론을 통해 “회담은 의심할 여지 없이 성과를...
28,2020.04.08.,국제유가 '감산 불확실성' 이틀째 급락…WTI 9.4%↓,"美 ""하루 산유량 전망치 120만배럴 하향조정"" 이준서 특파원 = 국제유가가 이틀 연속 급락했다. 7일(현지시간) 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부 텍사스산 원유(WTI)는 배럴당 9.4%(2.45달러) 떨어진 23...."
29,2020.04.08.,국제유가 '감산 불확실성'에 9%대 폭락,국제유가가 이틀 연속 하락했다. 산유국의 감산 협상을 앞두고 불확실성이 커진 영향이다. 7일(현지시각) 뉴욕상업거래소에서 5월 인도분 서부텍사스원유(WTI)는 배럴당 9.4%(2.45달러) 떨어진 23.63달러에 마감했다....
30,2020.04.10.,"국제유가 폭락, 원유 ETN·정유주등 관련주 향방은?... 감독당국 소비자경보 ...","국제유가 폭락, 원유 ETN·정유주등 관련주 향방은?... 감독당국 '원유 ETN' 소비자경보 긴급 발령 9일(현지시간)국제유가가 산유국들의 감산 협상에 주목하면서 급등락을 거듭하다 폭락했다. 이에따라,원유 관련..."
31,2020.04.09.,"‘유가 전쟁’ 최대 수혜자는 중국?...""저유가 틈타 원유 비축량 대폭 늘릴 듯...","9일(현지시간) 미 CNN에 따르면, 코로나바이러스 감염증(코로나19) 사태로 인한 이동제한령 확산으로 석유 수요가 붕괴되고 러시아와 사우디아라비아의 ‘유가 전쟁’으로 물량이 시장에 쏟아지면서 국제 유가는 지난달..."
32,2020.04.10.,"[특징주] '인버스 원유 ETN', 국제유가 급락에 강세","'인버스 원유 ETN', 국제유가 급락에 강세 OPEC+(석유수출국기구인 OPEC과 10개 주요 산유국의 연대체)가 하루 1000만 배럴의 원유를 감산하기로 합의하며 시장 기대치보다 낮은 수치 발표에 국제유가는 급락했다...."
33,2020.04.09.,"국제유가 급등, 원유 ETN·정유주등 관련주 향방 초미 관심","국제유가 급등, 원유 ETN·정유주등 관련주 향방 투자자 초미 관심 8일(현지시간)국제유가가 산유국의 대규모 감산 기대감에 사흘 만에 급반등,원유 관련 상장지수펀드(ETF)와 상장지수증권(ETN),정유주등..."
34,2020.04.10.,"코스피, 국제유가 감산 합의에 1.3% 상승 1860선 안착…원달러 환율 10.7원 하...","코스피, 국제유가 감산 합의에 1.3% 상승 1860선 안착…원달러 환율 10.7원 하락 10일 코스피가 등락을 반복하다 상승세로 전환해 1860대 진입에 성공했다. 최근 지수가 단기 급반등한 데 따른 부담이 있어 시장..."
35,2020.04.10.,"뉴욕증시,연준 2조달러 부양책 다우지수 1.22%↑...국제유가 WTI 9.3%↓금값 ...","뉴욕증시,연준 2조달러 부양책 다우지수 나스닥 상승...국제유가 WTI 9.3%↓금값 급등  미국 뉴욕증시는연방준비제도(Fed·연준)의 2조3000억 달러 규모 경기부양책 발표에 힘입어 다우를 비롯 3대 주요지수가 일제히..."
36,2020.04.08.,"미국 증시 하락 반전·국제유가 급락…""美 하루 최다 사망""",국제유가가 이틀 연속 급락했다. 7일(현지시간) 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부 텍사스산 원유(WTI)는 배럴당 9.4%(2.45달러) 떨어진 23.63달러에 거래를 마쳤다. 5월물 WTI는 전날 8.0% 떨어졌다. 지난 2일...
37,2020.04.10.,감산 합의에도 9% 폭락한 유가…코스피 1800선 지킬까,"[[개장전]] OPEC+(석유수출기구인 OPEC과 러시아 등 비회원 10개국의 협의체)이 긴급 회의를 통해 하루 1000만 배럴 감산을 합의했으나, 국제유가는 폭락했다. 앞선 외신 보도 등에서 하루 2000만배럴의 감산을..."
38,2020.04.09.,"국제유가, 협조감산 기대에 급등 마감...WTI 6.2%↑ 브렌트 3%↑",국제 유가는 8일(현지시간) 신종 코로나바이러스 감염증(코로나19) 확산으로 수급악화 우려가 커지는 속에서 사우디아라비아와 러시아 간 협조감산 합의 기대로 급등 마감했다. 뉴욕상업거래소(NYMEX)에서 이날 서부...
39,2020.04.10.,"""美증시, 연준 전례 없는 조치 불구 유가하락에 흔들려""",간밤에 미국증시가 상승 마감했으나 장 중반 국제유가가 하락했다는 소식에 상승분을 일부 반납한 만큼 국내 증시도 유가의 영향을 받을 것이란 전망이 나온다. 서상영 키움증권 연구원은 “연방준비제도(Fed...
40,2020.04.07.,"OPEC+ ""미국 없이는 원유 감산 합의 없다""...국제유가 급락","한편, 국제유가는 사흘 만에 급락세로 돌아섰다. 6일(현지시간) 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부텍사스산 원유(WTI)는 전거래일보다 배럴당 8.0%(2.26달러) 급락한 26.08달러에 거래를 마쳤다. 런던 ICE..."
41,2020.04.04.,"국제유가, 감산합의 기대에 이틀째 폭등…WTI 12%↑",이번주 32% 폭등…주간단위 기준으로 역대 최고 상승 이귀원 특파원 = 국제유가는 3일(현지시간) '유가 전쟁'을 벌이고 있는 사우디아라비아와 러시아 간 감산 합의 기대에 이틀째 폭등했다. 이날 뉴욕상업거래소...
42,2020.04.09.,국제유가 상승에 코스피도 1%대 상승 출발,"이날 국내 증시 상승세는 전날 미국 증시의 호조와 국제 유가 상승에 기인한 것으로 분석된다. 지난 8일(현지시간) 뉴욕증시에서는 다우존스30 산업평균지수(3.44%), 스탠더드앤드푸어스(S&P)500 지수(3.41%), 나스닥..."
43,2020.04.10.,저유가에 美정유시설 첫 가동중단,줄파산 우려에 美은행 초긴장 손실 줄이려 석유업체 떠안아 국제 유가 급락에 따른 '저유가 후폭풍'이 미국에 거세게 몰아치고 있다. 10일 블룸버그에 따르면 미국 주요 정유 업체인 마라톤페트롤리엄(MPC)은 15일부터...
44,2020.04.10.,"멕시코의 몽니 때문에... OPEC+ 감산 합의 결국 불발, 국제유가 어디로 촉각","9일(현지시간) CNBC, 에너지인텔리전스 등 복수 매체에 따르면 OPEC+는 이날 긴급 화상회의를 약 10시간에 걸쳐 진행하면서 국제유가 급락 대응책을 논의했다. 러시아와 사우디 등이 구상한 안에 따르면 OPEC+는 5~6월..."
45,2020.04.09.,국제유가 하락 주도한 사우디…유럽 4대 정유社 지분 사들여,코로나19 확산으로 전 세계 유가 수요가 급감한 가운데 사우디는 러시아와 한 달째 '치킨게임'을 벌이면서 국제 유가를 더욱 끌어내린 장본인이어서 빈축을 사고 있다. 8일(현지시간) 미국 월스트리트저널(WSJ)은 이...
46,2020.04.10.,"석유공사, 저유가 활용해 비축유 구매량 64만 배럴로 확대",구체적으로 원유 49만 배럴과 경유 15만 배럴로 이는 국제 유가 급락에 따른 정부의 비축유 조기 구매 결정에 따른 조치다. 제4차 석유비축계획에 따르면 석유공사는 2025년까지 총 1억700만 배럴의 비축유를 확보하기...
47,2020.04.10.,"OPEC+ 감산 합의했지만…증권업계 ""저유가 지속""","다만 회의 전까지 기대감에 급등했던 국제유가는 회의 결과 발표 이후 급락했다. 회의 시작 전 최대 2,000만 배럴의 감산 가능성이 제기됐지만, 기대에 못미치는 감산 규모에 급락 반전한 것으로 풀이된다. 이날..."
48,2020.04.08.,유가 폭락하자… 원자재펀드 일주일새 1조5000억 유입,시장에선 국제유가가 급락한후 조만간 다시 오를 것이라는 기대감이 커지면서 원자재펀드에 자금이 몰린 것으로 해석한다. 지난 1월 초 배럴당 61.18달러였던 서부 텍사스산원유(WTI)는 이달 7일(현지시간) 23....
49,2020.04.05.,OPEC+회의 연기···국제 유가 '안갯속',현재로서는 감산 협의가 난항을 겪고 있는데다 미국의 감산 여부도 불투명해 당분간 국제유가의 변동성이 지속될 것이라는 전망이 나온다. ★관련기사 12면 4일 월스트리트저널(WSJ)에 따르면 사우디와 러시아가...
50,2020.04.06.,"""국제유가 2분기에도 20달러선…V자 반등 힘들 것""","국제유가가 2분기에도 반등하기 힘들 거란 전망이 나왔다. 미국과 사우디라아비아, 러시아의 감산 합의 노력에도 수요 감소라는 근본적인 문제를 해결하기 어려우리란 분석이다. 5일(현지시간) CNBC가 애널리스트 등..."
51,2020.04.09.,[유가마감] OPEC+ 대규모 감산 기대에 WTI 6% 급등,국제유가가 8일(현지시간) 급등세로 돌아섰다. 하루 앞으로 다가온 산유국 회의에서 대규모 감산이 논의될 것이란 기대 때문이다. 이날 뉴욕상업거래소(NYMEX)에서 5월 인도분 WTI(서부 텍사스산 원유)는 장중 한때...
52,2020.04.10.,"코스피, 유가 하락에 보합세…`1830선` 등락 반복","최근 신종 코로나 바이러스 감염증(코로나19)이 정점을 통과하고 있단 전망이 조심스럽게 나오면서 최근 주가는 점차 오르는 흐름이었으나, 국제유가의 하락이 상승에 압력을 가하고 있는 것으로 보인다...."
53,2020.04.10.,"[굿모닝 증시]“OPEC+ 감산 합의… 국내 증시, 국제유가 흐름에 따라 변화 보...",10일 국내 증시는 국제유가의 흐름에 따라 변화를 보일 것이라는 전망이 나온다. ◆서상영 키움증권 연구원=미국 증시는 연방준비제도(Fed)가 전례 없는 강력한 조치를 발표했음에도 불구하고 국제유가가 하락...
54,2020.04.10.,“원유 감산 합의 효과 낮아…유가 약세 지속”,또 “국제 유가의 약세가 올해 2분기(4~6월) 중에도 지속할 것”이라며 “다만 유가가 내려갈 수 있는 하단이 배럴당 20달러 수준으로 강화될 수 있다”고 덧붙였다. 박종오
55,2020.04.07.,국제유가 '사우디-러시아 신경전' 급락 반전…WTI 8%↓,이준서 특파원 = '반짝 폭등세'를 탔던 국제유가가 사흘 만에 급락세로 돌아섰다. 6일(현지시간) 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부텍사스산 원유(WTI)는 전거래일보다 배럴당 8.0%(2.26달러) 급락한 26....
56,2020.04.06.,사우디가 5월 유가 발표를 미룬 까닭은?,5일(현지시간) 로이터에 따르면 사우디아라비아와 다른 주요 산유국들이 신종 코로나바이러스 감염증(코로나19)로 인한 국제 유가의 하락을 막기 위해 전례없이 긴급회의를 6일에서 9일로 미뤘다고 보도했다. OPEC...
57,2020.04.10.,OPEC+ '1천만배럴 감산' 합의 난항…국제유가 출렁,한편 국제유가는 감산안 논의에도 급등락 끝에 폭락세로 장을 마감했습니다. 현지시간으로 지난 9일 5월물 서부텍사스산원유(WTI)가 거래되는 뉴욕상업거래소에서 WTI 가격은 장중 한때 전 거래일 대비 12% 이상...
58,2020.04.10.,OPEC+ 1000만배럴 감산… 실망감에 유가 9%대 폭락,"산유국들이 하루 1,000만 배럴의 원유를 감산하기로 한 소식에 대한 실망감으로 국제유가가 9%대로 폭락했습니다. 현지시간 9일 열린 OPEC+ 화상회의에서 산유국들은 5월부터 최대 1,000만 배럴을 감산하기로..."
59,2020.04.10.,사우디·러시아 '원칙적' 감산합의에 시장 실망…유가 9% 급락 [생생 글로벌 ...,"하지만 구체적인 합의 내용이 발표되지 않고 있어, 국제유가는 반등에 성공하지 못했습니다. 오늘 경제지표는 실업지표 외에 물가지표가 발표됐는데요. 미국의 3월 생산자물자가 0.2% 떨어지면서 예상치를..."
60,2020.04.08.,"유가 급락에 관심 커진 원유 ETF, '롤오버' 비용이 수익률 좌우",국제유가 급락으로 유가가 오르면 수익이 나는 원유선물 ETF(상장지수펀드)에 투자하는 사람이 늘고 있는 가운데 매달 선물(先物)을 교체해주는 롤오버(rollover) 전략에 따라 상품의 수익률에서 차이가 나고...
61,2020.04.10.,“국제유가 변동성 축소 전망...정유·화학·유틸리티 긍정적”-유진투자증권,유진투자증권은 10일 OPEC+가 5월부터 두 달간 하루 1000만 배럴 감산을 합의한 것에 대해 “국제유가는 급격한 변동성에서 벗어나 20~40달러의 변동성이 축소된 안정된 흐름을 보일 것으로 전망한다”며 “정유·화학...
62,2020.04.10.,"코스피, 장초반 보합권… 유가 급락에 상승 제한",뉴욕증시는 상승 마감했으나 국제유가가 7% 넘게 급락하면서 증시에 대한 투자심리가 약해지고 있다. 이날 오전 9시 3분 현재 코스피지수는 전날보다 1.23포인트(0.07%) 내린 1834.98을 기록하고 있다....
63,2020.04.10.,[특징주] SK·GS·현대·S-Oil 정유4사 모두 약세… 유가 하락 타격,"국제유가 하락 소식에 타격을 받은 것으로 보인다. 10일 오전 9시 43분 현재 정유업계를 포함한 석유와가스 업종은 전 거래일보다 1.20% 하락세를 보이고 있다. 이중 정유업종만 놓고 보면, -1.26%로 하락폭이 더..."
64,2020.04.10.,오히려 국제유가 폭락 자초한 감산 합의...뭐가 문제였나,'마이너스' 가능성까지 거론되는 국제유가로 인해 민간 석유기업들의 생존이 위협받는 상황에서 석유전문 매체 오일프라이스는 사우디아라비아가 석유수출국기구(OPEC) 회원국이 아닌 미국 등의 취약한 회사들 인수에...
65,2020.04.09.,개미가 떠받친 코스피 1830선으로…국제유가 감산합의 기대,"옵션만기일을 맞아 변동성이 클 것으로 예상됐지만, 국제유가가 호재로 작용했습니다. 조슬기 기자, 오늘 시장 움직임 전해주시죠? 개미의 힘을 실감한 하루였습니다. 코스피가 외국인과 기관의 순매도에도 불구하고..."
66,2020.04.10.,OPEC+ 원유 감산 합의 불구 국제유가 하락…WTI 9% 폭락 이유는?,"그러면서 ""석유 기업들이파산하기 않기 위한 최소한의 유가가 필요하다""고 덧붙였다. ◇ WTI 12% 치솟다가 9% 폭락: 트럼프의 트위터와 동일한 감산규모가 합의됐지만 유가(WTI)는 폭락했다. 회의가 한창이던 이날..."
67,2020.04.10.,9일 국제유가 하락,"Dubai(두바이유) 역시 배럴당 0.20달러 하락한 23.32달러에 마감됐다. 한국석유공사는 9일 국제유가는 OPEC 감산 효과에 대한 의구심 등으로 하락했고, 미 원유 시추기 수 감소 등은 하락폭을 제한했다고 전했다."
68,2020.04.07.,"산유국들, 감산합의 접근에도 ""유가 하락 못막을 것""","국제유가는 이날 이같은 전망이 반영돼 감산 합의전망 개선에도 불구하고 급락세를 보였다. 미국 유가 기준물인 서부텍사스산원유(WTI)는 지난 주말보다 7.97% 폭락한 배럴당 26.08달러에 마감했고, 국제유가 기준물인..."
69,2020.04.10.,[코로나 터닝포인트]⑥'유가·미중' 더 커진 불확실성,◇ 유가 이렇게까지 떨어질 줄은… 요즘 국제유가는 하루가 다르다. 우리나라 도입량이 가장 많은 두바이유의 경우 배럴당 65.4달러로 올해를 시작했지만 지난달 말 배럴당 23.3달러까지 떨어졌다. 3개월 새 64.4%의...
70,2020.04.08.,[특징주] 국제유가 '휘청'… 원유ETN·정유주 일제히 약세,국제 유가가 폭락한 여파로 원유 관련 상장지수증권(ETN)과 정유 관련주가 약세를 보이고 있다. 8일 오전 9시 50분 현재 흥구석유는 전 거래일 대비 -6.23% 내린 7830원에 거래되고 있다. 같은 시각 S-Oil(-1.32...
71,2020.04.09.,“향후 변수는 유가·반도체…IT기업 실적 확인 필요”,신한금융투자는 향후 증시 변수로 국제 유가와 반도체 가격을 꼽았다. 특히 반도체 수요 전망에 있어 3분기 수요 반등과 4분기 가격 상승 사이클 작동을 확인할 필요가 있다고 강조했다. 이예신 신한금융투자 연구원은...
72,2020.04.03.,"美 증시, 국제유가 폭등에 상승… 다우 2.24%↑",뉴욕증시가 미국 실업 폭증에도 국제 유가가 큰 폭 오른 데 힘입어 상승했다. 2일(현지시각) 뉴욕증권거래소에서 다우존스 30 산업평균지수는 전날보다 469.93포인트(2.24%) 오른 2만1413.44에 거래를 마쳤다. S...
73,2020.04.09.,"'국제 유가 전쟁'...러-사우디, 감산하더라도 기준 시점 두고 충돌",석유업계에서는 두 회의를 통해 국제유가 안정을 위한 감산 등의 조치를 기대하고 있다. 압둘라지즈 빈 살만 사우디아라비아 에너지장관(왼쪽)과 알렉산데르 노바크 러시아 에너지장관(오른쪽). /사진=사우디아라비아...
74,2020.04.02.,외식 안하고 국제유가 떨어졌는데 물가 상승…왜?,국제유가 폭락에도 석유류 가격은 6.6% 상승했다. 이는 지난해 상반기 정부의 한시적인 유류세 인하 조치의 기저효과가 작용했다. 안 심의관은 “국제유가 하락으로 2월 10.5% 상승과 비교해 상승폭이 둔화하는 효과가...
75,2020.04.10.,"코스피, 국제유가 폭락에 소폭 하락 출발… 장중 1830대 약세",뉴데일리 김민아 기자 = 코스피가 국제유가 폭락 영향으로 하락세로 출발했다. 10일 오전 9시16분 현재 코스피는 전거래일보다 2.61포인트(0.14%) 내린 1833.60에 거래되고 있다. 전날 뉴욕증시에서 주요 지수는...
76,2020.04.10.,(오늘의 재테크)주가↑ 유가↓ 엇갈리는 지표…투자는 '느리게',이는 금융시장에 상반된 결과를 불러와 국제유가는 급락했고 미국 증시는 크게 올랐다. 9일 미국 연준은 2조3000억달러 규모의 지원책을 추가로 발표했다. 여기에는 직원 1만명 이하 매출 25억달러 이하 중소기업에...
77,2020.04.06.,유가급락에 정제마진 3주째 마이너스…정유사 '최악 위기',여기에 국제유가가 급락하면서 기존 비싸게 샀던 원유 가치가 떨어져 재고평가손실도 대규모로 떠안았다. 증권사들은 1분기 국내 정유 4사의 영업손실이 2조원을 넘어서고 2분기에도 적자 기조가 이어질 것으로 보고...
78,2020.04.10.,[뉴욕증시 마감] 연준의 파격적인 부양책에 다우 1.22%↑...국제유가 9.3% 폭...,"감산합의 기대감에 상승하던 국제유가는 이날 방향을 틀고 주저앉았다. 사우디아라비아와 러시아가 OPEC+ 화상회의를 앞두고 원유 감산에 대한 큰 틀의 합의가 이뤄졌지만, 감산량이 기대에 못 미칠..."
79,2020.04.06.,춤추는 국제유가…원유 파생상품 잇단 '투자주의보',예컨대 유동성공급자(LP)가 보유한 물량보다 매수세가 몰리면서 가격괴리율이 발생한 것인데 국제유가가 지난 3월 초부터 역사상 최저가 수준으로 떨어진 원유가격의 상승 기대감이 반영된 영향 때문이다. 원래...
80,2020.04.10.,"기대에 못 미친 감산합의, 국제유가 불안에 해외 건설시장에도 찬바람 전망",그러나 이 같은 감산합의에도 불구하고 당초 최대 하루 2000만 배럴의 감산 방안이 논의될 것이라던 기대와는 달리 1000만 배럴 감산에 그치며 국제유가 안정에도 제한적인 영향밖에 없을 것이라는 비관적 관측이 나오고...
81,2020.04.05.,"트럼프 ""저유가가 일자리 위협하면 관세 부과할 것""",국제 유가는 코로나19 팬데믹(대유행) 사태에 따른 원유 수요 급감에 경쟁적으로 유가 인하에 나선 러시아와 사우디아라비아 간 '유가 전쟁'이 맞물리면서 폭락과 급등을 반복하고 있다. 미국은 사우디가 주도하는...
