,날짜,제목,요약
10,2017.09.08.,"국제유가, 미 정유시설 가동 재개 속 혼조","[뉴욕=뉴스핌 김민정 특파원]  국제유가가 7일(현지시간) 혼조세로 마감했다. 미국의 원유 재고가 예상보다 큰 폭으로 증가했지만, 허리케인 하비로 차질을 빚은 걸프만의 정유 시설이 가동을 재개한다는 소식이..."
11,2017.09.01.,국제유가 나흘 만에 반등…WTI 2.8%↑,국제유가가 31일(현지시간) 나흘 만에 반등했다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 전날보다 배럴당 2.8%(1.27달러) 오른 47.23달러에 거래를 마쳤다. WTI는 이번 한 달간 약 6%의...
12,2017.09.07.,[국제유가] 美 정제시설 정상화 영향 '상승'… WTI 49.16달러,[뉴데일리-윤희성 기자] 국제유가가 허리케인 피해로 가동이 중단됐던 미국 멕시코만 정제시설 가동 재개 등으로 상승했다. 7일 한국석유공사에 따르면 6일(현지시간) 뉴욕 상업 거래소(NYMEX)에서 거래된...
13,2017.09.07.,"국제유가, 허리케인 '하비' 피해 완화에 상승마감",국제유가가 텍사스주를 강타했던 허리케인 ‘하비’의 여파가 회복되는 가운데 상승 마감했다. 6일(현지시각) 뉴욕 상품거래소(NYMEX)에서 거래된 서부텍사스산 원유(WTI) 10월물은 전날보다 1.03% 오른 49.16달러에...
14,2017.08.31.,국제유가 '하비' 여파 사흘 연속 하락…WTI 1%↓,국제유가 하락 (PG)[제작 조혜인] 일러스트 국제유가가 30일(현지시간) 또다시 떨어져 사흘 연속 하락세를 기록했다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 전날보다 배럴당 1%(0....
15,2017.09.02.,국제유가 이틀째 상승…'하비' 여파 이번주 1.2% 하락,국제유가가 1일(현지시간) 미세하게 올랐다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 배럴당 전날보다 0.1%(0.06달러) 오른 47.29달러에 거래를 마쳤다. 전날 나흘 만에 2.8% 반등한 데...
16,2017.09.06.,[국제유가] 美 정제시설 재가동 소식에 상승… 'WTI 48.66달러',[뉴데일리-윤희성 기자] 국제유가가 허리케인 피해로 가동이 중단됐던 미국 텍사스주 정제시설 일부가 재가동에 돌입하면서 상승했다. 6일 한국석유공사에 따르면 5일(현지시간) 미 상업거래소(NYMEX)에서 거래된...
17,2017.09.08.,[뉴욕증시] 금융주·디즈니 약세에 혼조..유가도 소폭 하락,한편 국제유가는 소폭 하락했습니다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 전날보다 배럴당 0.07달러(0.14%) 하락한 49.09달러에 거래를 마쳤습니다. 미국의 원유재고가 늘었다는...
18,2017.09.06.,[국제유가] 원유 수요 회복 움직임… WTI 2.9%↑,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 허리케인 하비로 폐쇄됐던 미국 멕시코만의 정유업체들이 점차 가동을 재개하면서 상승했다. 5일(현지시간) 서부텍사스원유(WTI) 10월물은 1.37달러...
19,2017.09.05.,[국제유가] 북한 리스크 영향 '하락'… 'Brent 52.34달러',[뉴데일리-윤희성 기자] 국제유가는 북한 리스크 영향으로 4일(현지시간) 하락했다. Brent는 전일대비 배럴당 0.41달러 하락한 52.34달러에 거래됐다. WTI는 미국 'Labor Day' 휴일로 거래정보가 없고 Dubai는 전일대비...
20,2017.09.05.,"태풍 하비여파, 국제유가 상승...WTI0.13%↑","태풍 하비여파, 국제유가 상승...WTI0.13%↑ 국제유가가 소폭 올랐다. 5일 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 배럴당 0.13%(0.06달러) 오른 47.29달러에 거래를 마쳤다. 지난 1일 나흘 만에 2.8..."
21,2017.09.08.,"[국제유가] 브렌트 0.54%↑, WTI 0.14%↓",반면 미국 원유 재고 증가는 유가 상승폭을 제한했다. 미 에너지정보청(EIA)에 의하면 지난주 미 원유... 허리케인 이마 및 호세 피해로 인한 피해 우려도 유가 상승을 막았다. 미 국립허리케인센터는 9일과 10일...
22,2017.09.07.,"국제유가, 1세기 지속된 '호황-불황 사이클' 초월했나",영국 파이낸설타임스(FT)의 6일자 보도에 따르면 국제유가가 결국 오를 것이라고 믿는 이들이 한 축이다. 지난 100년 이상 석유시장을 규정해온 '호황-불황' 패턴이 곧 재연될 것이라는 주장이다. 반대편에 선 이들은 이제...
23,2017.09.08.,[국제유가] WTI 0.14%↓…허리케인 어마로 美 정유활동 재개 불확실,"국제유가가 혼조세를 나타냈다. 브렌트유가 4개월 반만에 최고치를 기록한 반면, 미국의 지난주 원유재고가 예상보다 많이 증가해 서부텍사스원유(WTI)는 소폭 하락했다. 허리케인 하비 이후 정유공장의 가동 재개..."
24,2017.09.08.,6일 국제 유가 상승,"한국석유공사는 6일 국제 유가는 미국 멕시코만 정제시설 가동 재개 등으로 상승했고, 미국 원유 재고 증가 추정, 리비아 Sharara 유전 생산 재개, 미국 달러화 인덱스 상승 등은 상승폭을 제한했다고 전했다."
25,2017.09.08.,[국제유가] 美 주간 원유 재고 10주 만에 증가에 약보합…WTI 0.1%↓,이투데이=이지민 기자 | 국제유가는 7일(현지시간) 약보합으로 마감했다. 이날 미국 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 중질유(WTI) 가격은 전 거래일보다 0.1%(7센트) 하락한 배럴당 49.09달러로...
26,2017.09.06.,국제유가·대북 제재 '러 역할론' 대두,뒤 국제유가가 반등한 것으로 나타났다.   이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 마지막 거래일보다 배럴당 1.37달러(2.9%) 상승한 48.66달러에 마감했다. 런던 ICE 선물거래소의...
27,2017.09.07.,"국제유가, 미 정유시설 회복에 상승",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 6일(현지시간) 4주간 최고치로 올랐다. 허리케인 하비의 여파가 완화되면서 원유 수요가 증가하며 유가를 높였다. 미국 텍사스 주 크로스비의 아케마 공장<사진=AP/뉴시스...
28,2017.08.30.,국제유가 또 하락…하비 여파 '원유 수요감소' 전망 우세,국제유가가 29일(현지시간) 전날에 이어 다시 하락했다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 전날보다 0.3%(0.13달러) 내린 배럴당 46.44달러에 거래를 마쳤다. 이는 지난 7월 24일...
29,2017.09.07.,"국제유가, 미국 정유시설 재가동으로 이틀째 상승","국제유가가 미국 정유시설의 일부 재가동에 힘입어 이틀 연속으로 올랐다. 7일 한국석유공사에 따르면 서부텍사스산 원유(WTI)는 6일에 전일보다 1.03%(0.50달러) 오른 배럴당 49.16달러에, 브렌트유는 1.54%(0.82달러) 오른..."
30,2017.09.06.,"국제유가, 텍사스 정유 시설 재가동에 급등",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 5일(현지시간) 급등했다. 미국 텍사스주를 강타한 허리케인 하비의 여파가 진정되면서 유가는 상승 압력을 받았다. 뉴욕상업거래소(NYMEX)에서 거래된 10월 인도분...
31,2017.09.07.,(연결고리)국제유가 49달러 선 회복,"연결고리#1 출연: 허준식 해설위원   7일 마감분석에서는 국제유가 49달러 선 회복을 조명했다. 연결섹터는 정유화학, 태양광, 신재생에너지, 전기차 등이다.  ※연결고리#1는 평일 오전 7시30분에 방송되며..."
32,2017.08.28.,美허리케인 'WTI 메카' 텍사스 정유시설 타격…유가 영향주나,텍사스산 원유생산에 빨간불이 켜지면서 서부텍사스산 원유(WTI)를 비롯한 국제유가에 어떤 영향을 미칠지도 주목된다. 그동안 국제유가를 짓눌렀던 미국의 원유생산 과잉이 조금이나마 해소되면서 유가에 상승...
33,2017.09.04.,[국제유가] 최근 하락 영향으로 혼조세… WTI 0.1%↑,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 미국의 일부 정유업체들이 정유공장을 재가동하기 시작한 영향으로 소폭 상승했다. 1일(현지시간) 뉴욕상업거래소(NYMEX)에서 서부텍사스원유(WTI)...
34,2017.08.31.,"국제유가, 美원유재고 감소에 하락...WTI 1%↓","유가가 하락했다. 휘발유가격은 2년 내 최고치를 기록했다. 미국 원유재고량이 큰 폭으로 감소했지만, 투자자들은 허리케인 '하비'로 인한 원유생산과 정유시설 중단 여파에 더욱 주목했다. 30일(현지시간)..."
35,2017.09.07.,[국제유가] 허리케인 하비 상륙 이전 수준 회복...WTI 1%↑,문은주 기자 joo0714@ajunews.com [사진=연합/AP] 6일(현지시간) 국제유가는 허리케인 '하비'로 중단됐던 미국 멕시코만의 정제 시설 재가동 영향으로 상승세를 이어갔다.   뉴욕상품거래소(NYMEX)에서 서부텍사스산...
36,2017.09.06.,"유가 급등, 개스값은 하락","5일 국제유가는 급등하고 미국 개스가격은 3% 하락했다. 텍사스주를 강타했던 허리케인 '하비' 피해를 입었던 정유공장들이 속속 정제활동을 재개하면서 개스값은 내림세로 돌아섰지만, 투자자들의 심리가 개선되면서..."
37,2017.09.06.,[특별기고-변준호 현대차투자증권 투자전략팀장]증시 위협 유가 하락 시험대는...,"지난 6월, 국제 유가가 예상 밖으로 하락했다. 5월에 OPEC 감산 합의 연장이 있었고 미국 드라이빙 시즌을 앞두고 있다는 점에서 이례적이다. 사실 좀 더 넓게 올해 상반기를 돌아보면, 올해처럼 상반기에 유가가 약세를..."
38,2017.09.06.,[국제유가] 달러화 약세 등으로 상승,"[이투뉴스] 국제유가는 감산 기간 연장 가능성, 달러화 약세 등으로 상승했다. 한국석유공사에 따르면 5일 서부텍사스중질유(WTI)는 전일보다 1달러37센트 상승한 배럴당 48.66달러, 북해산브렌트유(Brent)도..."
39,2017.09.06.,[국제유가] WTI 오르고 휘발유 내리고…허리케인 ‘어마’가 변수,"국제유가가 3% 가까이 급등했다. 반면 휘발유 가격은 약 3% 하락했다. 허리케인 하비로 폐쇄됐던 미국 멕시코만의 정유업체들이 점차 가동을 재개하면서 원유 수요가 증가했고, 연료 공급에 대한 우려가 완화됐다. 5일..."
40,2017.09.06.,"한반도 전쟁 시 국제유가 급등 가능성...""세계 석유거래 34% 위협 받을것""","발생하면 국제유가가 급등할 수 있다는 경고가 나왔다. 동북아시아의 원유생산과 정제 능력이 약화되고, 전 세계 석유 무역의 3분의 1을 차지하는 한국과 일본, 중국의 원유 수입 역시 중단될 것으로 예상됐다. 게다가..."
41,2017.08.30.,"허리케인 하비, 원유시설 강타에도 유가 잠잠한 이유는?",29일(현지시간) 워싱턴포스트(WP)에 따르면 이날 국제유가는 배럴당 46달러 선을 기록했다. 전날에는 3% 하락하며 두 달만에 가장 큰 폭의 감소세를 보였다. 3년 전 같은 시기 배럴 당 100달러를 웃돌던 것에 비하면 턱없이...
42,2017.09.01.,[국제유가] OPEC 생산량 감소 영향 상승 'WTI 47.23달러',"[뉴데일리-윤희성 기자] 국제유가가 31일(현지시간) 저가 매수세 유입, OPEC(석유수출국기구) 원유 생산량 감소 등으로 상승했다. WTI는 전일대비 배럴당 1.27달러 상승한 47.23달러, Brent는 전일대비 배럴당 1.52달러..."
43,2017.09.04.,"국제유가 하락, 미 정제설비 가동 중단…나프타 상승",[자료=한국석유공사] [EBN 윤병효 기자]국제유가가 허리케인 영향으로 미국 텍사스주 정제시설 가동이 중단되면서 수요감소로 하락했다. 하지만 미국 원유 수출에도 영향을 미쳐 상승 영향을 주고 있다. 4일...
44,2017.08.25.,국제유가 '허리케인 변수' 주목 속 하락…WTI 2.0%↓,미국 노스다코타 주에 있는 오일채굴장치(자료사진) 국제유가가 24일(현지시간) 전 세계적 공급 과잉 우려 속에 비교적 큰 폭으로 하락했다. 이날 뉴욕상품거래소(NYMEX)에서 서부텍사스산 원유(WTI) 10월 인도분은...
45,2017.09.08.,"국제 유가, '하비' 후유증으로 '숨고르기'...이젠 태풍 '어마'가 걱정","유가, 태풍 하비 여파로 미국재고 증가 속 '혼조'...미 정유주는 상승세 유지 [초이스경제 이미애 기자] 7일(미국시각) 국제 유가가 혼조세를 보였다. 미국산 유가는 이달 1일 이후의 상승흐름에서 살짝 이탈했다. 북해산..."
46,2017.08.24.,"국제유가, 재고감소에 소폭 상승…WTI 1.2%↑",국제유가가 23일(현지시간) 재고 감소 소식에 소폭 상승했다. 이날 뉴욕상품거래소(NYMEX)에서 서부텍사스산(WTI) 원유 10월 인도분은 전날보다 배럴당 1.2%(0.58달러) 오른 48.41달러에 거래를 마쳤다. 런던 ICE...
47,2017.09.05.,"저유가 지속…현대차, 픽업트럭·SUV 라인업 강화",최근 허리케인 '하비(Harvey)'의 영향으로 텍사스주의 원유생산 시설이 잇따라 가동을 중단하면서 국제유가가 상승하고 있지만 여전히 40달러 선을 유지했다.   일반적으로 미국인들은 고속도로 주행 시 안전에 대한...
48,2017.08.26.,"국제유가, 허리케인發 생산타격 전망에 상승…WTI 0.9%↑",허리케인 '하비' 위성사진[AFP=연합뉴스] 국제유가가 25일(현지시간) 소폭 상승했다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 배럴당 0.44달러(0.9%) 상승한 47.87달러에 거래를 마쳤다....
49,2017.09.06.,[국제유가] 텍사스 주 정유 시설 재가동에 상승…WTI 2.9%↑,이투데이=이지민 기자 | 국제유가는 5일(현지시간) 상승 마감했다. 이날 미국 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 중질유(WTI) 가격은 전 거래일보다 2.9%(1.37달러) 상승한 배럴당 48.66달러로 거래를...
50,2017.09.01.,[국제유가] 나흘 만에 급등세… WTI 2.76%↑,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 나흘 만에 급등세를 보였다. 미국 정유시설의 약 25%가 폐쇄되면서 연료 수급 우려가 부각됐기 때문으로 풀이된다. 31일(현지시간)...
51,2017.09.06.,유가 3개월간 지속 상승 휘발유·경유 각각 30원 이상 올라,"운전자 김 모(32·대전 유성구 문지동) 씨는 ""휘발유 가격이 부담스러워 경유차를 몰고 있는데 가격이 떨어지기는커녕 매달 오르고 있다""며 ""국제유가가 밑바닥을 친다는 말과 달리 기름값은 오르기만 해 부담이..."
52,2017.09.05.,[국제유가] 北 핵실험 주목 속 WTI 관망세...브렌트유·휘발유 하락,문은주 기자 joo0714@ajunews.com [사진=연합/AP] 4일(현지시간) 국제유가는 북한의 핵실험 이후 관망세가 이어진 가운데 브렌트유와 휘발유 가격은 소폭 하락한 것으로 나타났다.   CNBC 등에 따르면 이날...
53,2017.09.04.,"[Hot-Line] ""삼성중공업, 저유가 상황서 신규 수주 어려워""",SK증권은 국제유가가 배럴당 40~50달러 수준에서는 유전이 심해에 있는 아프리카 등에서 새로운 해양플랜트 발주가 어렵다고 내다봤다. 이에 더해 상반기에 수주한 매드독2 FPU나 모잠비크 코랄 FLNG가 정상적으로...
54,2017.08.23.,"국제유가, 美재고 감소 기대에 상승…WTI 0.6%↑",미 석유메이저 엑손의 로고 ［게티이미지=연합뉴스 자료사진］ 국제유가가 22일(현지시간) 소폭 상승했다. 이날 뉴욕상품거래소(NYMEX)에서 서부텍사스산(WTI) 원유 9월 인도분은 전날보다 배럴당 0.27달러(0.6...
55,2017.08.31.,[국제유가] 美 정유공장 가동중단 영향 하락… 'WTI 45.96달러',"[뉴데일리-윤희성 기자] 국제유가가 미국 정제시설 가동 중단 여파의 지속으로 하락했다. 30일(현지시간) WTI는 전일대비 배럴당 0.48달러 하락한 45.96달러, Brent는 전일대비 배럴당 1.14달러 하락한 50.86달러, Dubai는..."
56,2017.08.22.,국제유가 다시 하락…WTI 2.4%↓,국제유가가 21일(현지시간) 2%대의 하락을 기록했다. 이날 뉴욕상품거래소(NYMEX)에서 서부텍사스산(WTI) 원유 9월 인도분은 전 거래일보다 2.4%(1.14달러) 떨어진 배럴당 47.37달러에 거래를 마쳤다. 시장...
57,2017.09.02.,"국제유가, 하비 여파 단기 전망 속 혼조",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 1일(현지시간) 혼조세로 마감했다. 허리케인 하비로 타격을 입은 텍사스주의 일부 정유 시설이 가동을 재개한다는 소식에 미국산 원유 가격은 장 후반 상승 전환했다....
58,2017.09.01.,코스피지수 강보합 출발...뉴욕증시·국제유가 영향,뉴욕증시와 국제유가의 상승이 영향을 미쳤다. 1일 오전 9시 18분 현재 코스피지수는 전날보다 0.18%(4.32포인트) 오른 2367.51을 기록하고 있다. 코스피지수는 이날 0.18%(4.26포인트) 상승한 2367.45에 시작했다....
59,2017.08.30.,[국제유가] 리비아 생산 중단 소식에 상승… 'Brent유 52弗',"[뉴데일리-윤희성 기자] 국제유가가 29일(현지시간) 생산 차질 등의 요인으로 상승했다. Brent는 전일대비 배럴당 0.11달러 상승한 52.00달러에 장을 마감했다. 리비아 일부 유전 생산 중단, 무장단체의..."
60,2017.09.01.,"국제유가, 월간 기준 하락…휘발유 급등",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 31일(현지시간) 상승했다. 최근 하락세에 따라 일부 매수세가 유입되면서 유가는 상승 흐름을 탔다. 휘발유 가격은 언제 정유 활동이 재개될지 모른다는 일부 정유사의...
61,2017.09.02.,국제유가 이틀째 미미한 상승,"[tbs 김새봄 기자] 국제유가가 폐쇄됐던 멕시코만의 일부 미국 정유시설의 재가동 소식에 일부 힘입어 미세하게 올랐습니다. 뉴욕상품거래소에서 서부 텍사스산 원유 다음달 인도분은 배럴당 전날보다 0.1%, 0...."
62,2017.08.29.,"정유업계, 美 허리케인 '하비'로 국제유가 요동에 대응책 마련 '부심'","= 미국 텍사스 일대를 강타한 허리케인 '하비'로 인해 국제 유가가 요동치는 가운데 국내 정유업계는 상황을 예의주시하며 대응책 마련에 부심하고 있다. 29일 월스트리트저널(WSJ), CNN 등 외신에 따르면 허리케인 하비로..."
63,2017.08.29.,[국제유가] 美 재고 증가 전망에 하락… 'WTI 46.75달러',"[뉴데일리-윤희성 기자] 국제유가가 28일(현지시간) 하락했다. WTI는 전일대비 배럴당 1.30달러 하락한 46.57달러, Brent는 전일대비 배럴당 0,52달러 하락한 51.89달러, Dubai는 전일대비 배럴당 0.01달러 하락한 50...."
64,2017.09.06.,태풍 '하비' 떠나자...국제 유가 & 美 정유주 '모두 상승',하비 쇼크 완화 속 유가 3거래일 연속 상승...달러 약세도 유가에 호재 [초이스경제 이미애 기자] 5일(미국시각) 국제 유가가 급등했다. 미국 정유업체들이 태풍 하비의 충격에서 더욱 탈피해 정제활동을 재개한 것이...
65,2017.08.24.,"하나금투 ""국제유가 하반기 일시적 55달러 접근할 수도""","국제유가 (PG)[제작 조혜인] 일러스트 하나금융투자는 24일 국제유가가 올해 하반기에 일시적으로 배럴당 55달러에 접근할 수 있다고 전망했다. 김훈길 연구원은 ""유가가 배럴당 45달러를 밑돌기 시작한 6월 중순을..."
66,2017.08.30.,"국제유가, 하비 여파 지속…WTI 하락",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 29일(현지시간) 혼조세로 마감했다. 미국 텍사스주를 강타한 허리케인 하비의 여파로 정유 시설이 문을 닫으면서 원유 재고가 증가할 것이라는 전망은 미국산 원유 가격을...
67,2017.09.02.,[국제유가] WTI 강보합 마감..한 주 동안 1.2% 내려,윤세미 기자 fiyonasm@ajunews.com [사진=연합/AP] 1일(현지시간) 국제유가는 큰 폭의 움직임 없이 혼조세를 나타냈다.   이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 배럴당 전날보다 0.1...
68,2017.08.30.,[국제유가] 미국 원유수요 부진 전망… WTI 0.3%↓,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 허리케인 하비로 인해 미국 정유시설 중 16% 이상이 폐쇄됐다는 소식에 수요 부진 전망이 나오며 하락했다. 28일(현지시간) 뉴욕상업거래소(NYMEX)...
69,2017.09.07.,국제 유가 또 상승 & 엑손모빌 투자의견 상향...美 정유주 '겹경사',"국제 유가 연일 상승...에너지 섹터 및 정유주 급등, 미국증시 상승 견인 [초이스경제 이미애 기자] 6일(미국시각) 국제 유가가 또 올랐다. 태풍 하비의 충격에서 벗어난 것이 연일 호재가 되고 있다. 이에 미국증시에서..."
70,2017.08.25.,"국제유가, 허리케인 상륙 우려에 약세...WTI 2% 하락",국제유가가 하락마감했다. 열대성 폭풍 하비가 허리케인으로 변할 것이라는 소식이 전해졌다. 멕시코만 지역의 원유 수요에 차질이 생길 것이라는 우려에 국제유가는 약세를 보였다. 24일(현지시각) 뉴욕...
71,2017.09.02.,국제유가 이틀째 상승…‘하비’ 여진 계속됐다,국제유가 이틀째 상승…‘하비’ 여진 계속됐다[컨슈머타임스 김재훈 기자] 국제유가가 소폭 상승했다. 1일(현지시간) 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 배럴당 전날보다 0.1%(0....
72,2017.08.29.,[국제유가] 허리케인 ‘하비’ 영향에 급락… WTI 2.7%↓,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 급락했다. 허리케인 하비가 멕시코만을 강타하면서 일부 정유업체들에 타격을 줘 원유 수요와 휘발유 공급 생산에 차질이 생겼다. 28일(현지시간)...
73,2017.08.18.,국제유가 소폭 상승…WTI 0.7%↑,국제유가가 17일(현지시간) 소폭 올랐다. 이날 뉴욕상품거래소(NYMEX)에서 서부텍사스산(WTI) 원유 9월 인도분은 전날보다 0.7%(0.31달러) 오른 배럴당 47.09달러에 거래를 마쳤다. 미국 오클라호마 주 쿠싱의 주간 단위...
74,2017.08.30.,셰일석유 덕에 하비 충격에도 유가 하락,(WTI) 10월 인도분은 뉴욕시장에서 전일비 배럴당 13센트(0.3%) 내린 46.44달러에 마감했다. 런던시장에서도 국제유가 기준물인 북해산 브렌트유 10월물도 20센트 밀린 51.69달러에 거래됐다. ▶ 속보이는 연예뉴스 fn스타
75,2017.08.19.,국제유가 상승세로 한주 마감…WTI 3.02%↑,국제유가가 18일(현지시간) 상승세로 한 주를 마감했다. 이날 뉴욕상품거래소(NYMEX)에서 서부텍사스산(WTI) 원유 9월 인도분은 전날보다 3.02%(1.42달러) 오는 배럴당 48.51달러에 거래를 마쳤다. 미국의 한 정유공장...
76,2017.08.22.,"국제유가, 차익실현에 약세...WTI, 2.4% 하락",국제유가가 2% 이상 하락 마감했다. 투자자들은 미국의 주간 원유생산량과 재고 지표를 기다리며 차익실현하는 모습을 나타냈다. 21일(현지시각) 뉴욕 상품거래소(NYMEX)에서 거래된 서부텍사스산 원유(WTI)...
77,2017.09.03.,[8월 다섯째 주 국내 유가동향] 휘발유 값 1461.5원…SK에너지 1489.6원,"국제유가 흐름과 정유사 공급가격은 통상 3~4주의 시차가, 정유사 공급가격과 주유소 판매 가격은 대략 1~2주의 시차가 발생한다. 지역별로는 울산이 전주 대비 9.2원 오른 1449.0원을 기록하면서 타 지역 대비 가장..."
78,2017.08.29.,"국제유가, 헤리케인 '하비' 영향으로 대폭 하락",국제유가가 미국을 강타한 허리케인 '하비'의 영향으로 28일(현지시간) 대폭 하락했다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 전 거래일보다 2.7%(1.30달러) 떨어진 배럴당 46....
79,2017.08.15.,국제유가 3주 만에 최저치…WTI 2.5% 하락,국제유가가 14일(현지시간) 3주 만에 가장 낮은 수준으로 하락했다. 이날 뉴욕상품거래소(NYMEX)에서 서부텍사스산(WTI) 원유 9월 인도분은 전 거래일보다 1.23달러(2.5%) 떨어진 배럴당 47.59달러에 거래를 마쳤다....
80,2017.08.24.,[국제유가] 미국 원유재고 감소세… WTI 1.2%↑,"본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 미국의 원유재고가 8주 연속 감소세를 나타냈다는 소식에 상승했다. 23일(현지시간) 서부텍사스원유(WTI) 10월물은 58센트, 1.2% 상승한 배럴당 48...."
81,2017.08.11.,7월 수입물가 0.4% 올라…유가 따라 석 달 만에 상승,[그래픽] 7월 수입물가 유가 따라 석 달 만에 상승 수출물가도 1.0%↑…D램 가격 3.1% 올라 지난달 우리나라 수입물가가 국제유가 움직임에 맞춰 소폭 올랐다. 한국은행이 11일 발표한 '2017년 7월 수출입물가지수'에...
