,날짜,제목,요약
24,2019.09.07.,"국제유가, ""경기확장 위해 적절히 대응"" 파월 발언에 상승","민지현 특파원 = 국제유가가 제롬 파월 미 연방준비제도(연준) 의장의 비둘기파적 발언에 힘입어 6일(현지시간) 상승했다. 시장은 이날 제롬 파월 연준 의장이 이날 ""미국의 경기 확장세를 유자히기 위해 적절한..."
25,2019.09.05.,[국제유가] 中지표 개선·美재고 감소 기대에 WTI 4.3% 급등,이란 긴장이 완화될 조짐을 보이는 점도 유가에는 하락 요인이다. 이란은 이날 억류한 영국 선적 유조선 스테나 임페로 호의 선원 23명 가운데 7명이 석방될 예정이라고 밝혔다. 트럼프 대통령도 국제연합(UN) 총회에서...
26,2019.08.31.,"국제유가, 美허리케인 앞두고 하락…WTI 2.8%↓",이준서 특파원 = 국제유가는 30일(현지시간) 비교적 큰 폭으로 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 배럴당 2.8%(1.61달러) 하락한 55.10달러에 거래를 마쳤다. 이로써 WTI는...
27,2019.09.06.,[국제유가] 美 '원유재고 감소-무역 협상 확정' 속 보합…'WTI 56.30달러',뉴데일리 송승근 기자 = 국제유가가 미국 원유재고 감소 및 미·중 무역 협상 개최소식 등의 영향 속에서 보합세를 나타냈다. 6일 한국석유공사에 따르면 5일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된...
28,2019.08.30.,국제유가 '美 원유재고 급감' 사흘째 강세…WTI 1.7%↑,이준서 특파원 = 국제유가가 3거래일 연속 오름세를 이어갔다. 29일(현지시간) 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 배럴당 1.7%(0.93달러) 상승한 56.71달러에 거래를 마쳤다. 런던 ICE...
29,2019.09.01.,"휘발유 가격 최대 58원 올라.. ""국제유가 영향 급등하진 않을 것""",대한석유협회는 미중 무역분쟁의 장기화에 따른 석유 제품 수요 하락과 함께 미국·중국에서 석유제품 가동률이 높아지고 있어 당분간 국제유가가 낮은 수준을 유지할 것으로 예상했다. 대한석유협회 조상범...
30,2019.09.06.,"국제유가, 미중 협상 재개· 美원유 재고 감소에 강보합",민지현 특파원 = 국제유가가 5일(현지시간) 소폭 상승했다. 미국과 중국이 오는 10월초 미국 워싱턴에서 미중 고위급 무역협상을 재개하기로 합의함에 따라 협상 타결에 대한 투자자들의 기대감이 높아졌다. 미국...
31,2019.08.29.,"국제유가, 美재고 급감에 오름세…WTI 1.55%↑",이준서 특파원 = 국제유가가 이틀째 오름세를 이어갔다. 28일(현지시간) 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 배럴당 1.55%(0.85달러) 오른 55.78달러에 거래를 마쳤다. 런던 ICE...
32,2019.09.03.,"[물가 사상 첫 '마이너스']""소비 위축...이미 디플레 진입"" vs ""유가급락·폭...","3일 통계청이 발표한 지난 8월 소비자물가 상승률이 사상 처음으로 전년 동월 대비 마이너스를 기록한 것은 국제유가 하락, 농축수산물 가격 급락 등 공급 측 요인에 유류세 인하 같은 정책 요인까지 더해졌기 때문으로..."
33,2019.09.03.,8월 소비자물가 상승률 0.0%…국제유가·농축수산물 가격 하락 영향,"4% 낮아졌고, 전체 물가를 0.53%포인트 끌어내렸다. 국제유가 하락과 유류세 한시 인하 등의 영향으로 석유류 가격도 6.6% 하락했다. 이는 전체 물가를 0.30%포인트 끌어내렸다."
34,2019.09.09.,[국제유가]WTI 0.4% 상승반전…파월 “경기확장 위해 적절히 행동”,미 주간 원유 시추공 수가 감소한 점도 유가에 긍정적이었다. 뉴욕상업거래소(NYMEX)에서 WTI 선물은 전장보다 22센트(0.39%) 오른 배럴당 56.52달러에 장을 마쳤다. ICE 선물거래소의 브렌트유는 59센트(0.97%) 상승한 배럴당...
35,2019.09.06.,[원유마감]양대 유가 소폭 상승…무역회담 기대감 효과 미미,국제유가가 5일(현지시간) 상승했다. 중동의 지정학적 요인과 미국과 중국 사이의 고위급 회담 개최 기대감이 유가를 끌어올렸으나 투자자들에게 완전한 안도감은 주지 못해 상승분을 대폭 반납하고 소폭...
36,2019.09.07.,[원유마감]양대 유가 상승…美 원유시추공 수 3주 연속 감소,국제유가가 5일(현지시간) 상승했다. 미국의 원유시추공 수가 3주 연속 감소해 공급 우려를 불러일으키며 유가를 끌어올렸다. WTI 선물은 배럴당 22센트(0.4%) 상승한 56.52달러를 기록했다. 주간 기준으로는 2.6...
37,2019.08.31.,"[이 시각 세계] 美, 허리케인 '도리안'에 초비상…국제유가도 하락",또 허리케인 도리안 상륙을 앞두고 미국 원유 수요에도 부정적인 영향을 미칠 것이라는 관측이 나오면서 30일 국제유가도 비교적 큰 폭으로 하락했습니다. 고하연 리포터
38,2019.09.04.,"국제유가, 美 제조업 후퇴에 하락…WTI 2%↓",국제유가가 하락했다. 미국 제조업 경기가 3년만에 처음 하강세로 접어들었다는 소식이 경기침체 우려를 부추겼다. 3일(현지시간) 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부텍사스산원유(WTI)는 배럴당 1....
39,2019.08.22.,"유류세 인하 끝…""국제유가 안정세""","정부는 재연장 없이 유류세 인하를 종료하는 이유에 대해 ""세수가 크게 줄어들 수 있고, 국제 유가도 안정세를 보이기 때문""이라고 밝혔다. 김소연 한경닷컴 기자 sue123@hankyung.com"
40,2019.08.28.,"국제유가, 美재고 변수에 닷새만에 반등…WTI 2.4%↑",이준서 특파원 = 국제유가가 5거래일 만에 반등했다. 27일(현지시간) 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 배럴당 2.4%(1.29달러) 상승한 54.93달러에 거래를 마쳤다. 런던 ICE...
41,2019.09.03.,"8월 소비자물가 상승률 사상 첫 0%···""국제유가·채솟값 하락 영향""","통계청은 ""최근 국제유가 하락이나 유류세 인하 등 정부정책 영향으로 물가가 낮아진 상황에서 양호한 기상여건으로 농산물 가격도 크게 하락했다""며 물가 하락 요인을 설명했다. 낮은 소비자물가를 유도한..."
42,2019.09.04.,"[국제유가] WTI, 미·중 무역분쟁 난항 속 하락",국제유가는 미·중 무역협상이 난항을 겪고 있다는 소식에 하락했다. 3일(현지시간) 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 전 거래일 대비 배럴당 1.16달러(-2.1%) 하락한 53.94달러에 거래를...
43,2019.09.07.,"[오늘의 글로벌마켓] 뉴욕증시, 무역협상·금리인하 기대감에 강보합…국제유...",국제유가 역시 완화적 통화정책에 대한 기대감으로 상승했다. 6일(현지시간) 뉴욕증시에서 다우존스30산업평균지수는 전 거래일 대비 69.31포인트(0.26%) 오른 2만6797.46에 장을 마감했다. 스탠더드앤드푸어스(S&P)...
44,2019.08.30.,국제유가 美원유재고 감소로 3일째 상승…WTI 1.51%↑,미국 원유 재고량이 급감하면서 국제 유가가 3거래일 연속 상승했다. 29일(현지시간) CNBC에 따르면 미국 서부텍사스유(WTI) 10월 인도분 선물가격은 배럴당 56.62달러를 기록하며 전 거래일 대비 1.51% 올랐다. 영국...
45,2019.09.06.,"뉴욕증시,미중 무역회담 재개 다우 1.41%↑…국제유가 WTI 0.1%↑",국제유가는 강보합세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.1%(0.04달러) 오른 56.30달러에 거래를 마쳤다. 런던 ICE 선물거래소의 11월물 브렌트유도...
46,2019.09.01.,"한전 적자 ‘脫원전보다 유가탓?’…원전 발전량, 3년전 수준 회복",한전은 이에 대해 지난해 3분기의 높은 국제유가가 올 1분기 전력구입비에 반영되면서 상반기 적자가 커졌다고 설명했다. 발전용 액화천연가스(LNG) 공급단가에 적용되는 유가는 국제 현물시세와 평균 5개월 시차가...
47,2019.08.27.,"국제유가, 美·이란 정상회담 가능성에 약세…WTI 1.0%↓",이준서 특파원 = 국제유가가 4거래일 연속으로 하락세를 이어갔다. 26일(현지시간) 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 배럴당 1.0%(0.53달러) 떨어진 53.64달러에 거래를 마쳤다. 런던 ICE...
48,2019.09.05.,[국제유가] '中 경제지표 개선-美 달러 약세' 영향 급등…'WTI 56.26달러',"뉴데일리 송승근 기자 = 국제유가가 중국 주요 경제지표 개선 기대감, 미 달러화 약세 등의 영향으로 급등했다. 5일 한국석유공사에 따르면 4일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된 서부텍사스산원유..."
49,2019.08.29.,유가 상승 덕에…다우 1% UP,사진=AFP[뉴욕=이데일리 이준기 특파원] 국제유가의 상승이 뉴욕증시를 끌어올렸다. 뉴욕증권거래소(NYSE)는 28일(현지시간) 다우존스 30 산업평균지수가 전 거래일 대비 258.20포인트(1.00%) 오른 2만6036.10에 거래를...
50,2019.09.05.,"국제유가, 中 지표 호재 및 홍콩 지정학 리스크 완화에 4% 급등",민지현 특파원 = 국제유가가 4일(현지시간) 크게 올랐다. 세계에서 두 번째로 큰 원유 수출국이자 소비국인 중국의 경제 지표 호재 및 홍콩 당국의 송환법 철회 방침으로 지정학적 위험이 경감되자 3거래일 연속...
51,2019.09.05.,[국제유가] 4일 두바이유 등 국제유가 상승,"4일 국제유가는 중동산 두바이유를 비롯해 서부 텍사스산 원유, 북해산 브렌트유 등이 모두 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 2.32달러 상승한 56.26달러에..."
52,2019.09.04.,"국제유가, 美 제조업 경기 위축 여파로 하락",민지현 특파원 = 국제유가가 3일(현지시간) 하락했다. 이달 1일부터 미국과 중국의 상호 관세가 발동된 가운데 지난달 미국 제조업 경기가 3년 만에 위축 국면에 진입하면서 미중 무역분쟁의 피해가 미국에서도...
53,2019.09.07.,"유가 상승, WTI 56.52달러…미 연준 금리인하 가능성 점화",국제유가는 상승했다. 7일 한국석유공사에 따르면 6일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산원유(WTI) 가격은 전일 대비 배럴당 0.22달러 오른 56.52달러로 나타났다. 유럽거래소(ICE)의 브렌트유(Brent)...
54,2019.08.31.,"국제유가, 세계 경기둔화로 수요 약화에 반락...WTI 2.84%↓ 브렌트 1.06%↓","국제유가는 30일(현지시간) 글로벌 경기둔화로 인한 수요 감소 우려로 4거래일 만에 반락 마감했다. 뉴욕상업거래소(NYMEX)에서 이날 서부 텍사스산 원유(WTI) 10월 인도분은 전일대비 1.61달러, 2.84% 크게 떨어진..."
55,2019.09.06.,5일 국제유가 상승,"한국석유공사는 5일 국제유가는 지난주 미 원유재고 감소, 10월 중 미중 무역협상 개최 소식, 미 달러화 약세 등의 영향으로 상승했고, 세계 경기 침체 우려 지속 등은 상승폭을 제한했다고 전했다."
56,2019.09.03.,[국제유가] 2일 Dubai‧Brent유 하락,"2일 국제유가는 WTI유가 미국 Labor Day 휴일로 거래정보가 없었던 가운데 Brent유, 두바이유 등이 하락했다. 한국석유공사(사장 양수영)는 북해산 브렌트유가 전일대비 배럴당 0.59달러 하락한 58.66달러에, 중동산..."
57,2019.09.03.,"국제유가, 美·中 관세 부과 및 도리안 소식에 하락",권지언 특파원 = 국제유가가 2일(현지시각) 하락했다. 미국과 중국이 전날부터 추가관세를 상호 부과하기 시작하면서 글로벌 경기 둔화 및 원유 수요 감소 우려가 불거진 탓이다. 여기에 올해 가장 강력한 폭풍인...
58,2019.09.07.,[국제유가] 美 원유재고 3주 연속 감소에 상승, 미국 원유재고가 3주 연속 감소하면서 국제유가가 상승했다. 한국석유공사에 따르면 5일 북해산 브렌트유 선물은 배럴당 60.95달러로 전일대비 0.25달러 올랐다. 서부 텍사스산 원유(WTI)는 0.04달러...
59,2019.09.06.,[국제유가]글로벌 경기 개선 기대감에 상승세,미국과 중국이 다음달초 무역협상을 재개하기로 하면서 글로벌 경기가 개선될 거란 기대감이 돌아 유가에 상승 압력을 끼쳤다. 이날 뉴욕상품거래소에서 12월 인도분 금은 전일 대비 2.2% 떨어진 온스당 1525....
60,2019.09.05.,중국 경기부양 기대감 국제유가 급등,"국제유가는 중국 주요 경제지표 개선 및 경기부양 기대감, 홍콩 범죄인 인도법안 철회 발표에 따른 정치적 요인 완화, 전일대비 0.55% 하락해 98.45를 기록한 미 달러화 인덱스로 상승했다. 반면 올해 세계 석유수요..."
61,2019.09.06.,유류세 인하 끝났는데 유가도 급등… ‘국민정서 자극할라’ 불안한 정유사,국제유가가 급등하면서 가뜩이나 유류세 인하 종료로 오름세를 탄 휘발유·경유값 인상폭이 더 커질 전망이다. 유가 상승은 정유사로선 ‘반짝’ 실적개선 요소지만 서민들로부터 폭리를 취해 이득을 보는 게 아니냐는...
62,2019.09.06.,"[오늘의 글로벌마켓] 뉴욕증시, 미‧중 무역협상 소식에 급등…국제유가↑·금...",국제유가 역시 협상 개최 소식에 강세였다. 반면 국제 금값은 3년 만에 가장 큰 낙폭을 보였다. 5일(현지시간) 뉴욕증시에서 다우존스30산업평균지수는 전 거래일 대비 372.68포인트(1.41%) 오른 2만6728.15에 장을...
63,2019.09.04.,[국제유가] 3일 두바이유 등 국제유가 하락,"3일 국제유가는 중동산 두바이유를 비롯해 서부 텍사스산 원유, 북해산 브렌트유 등이 모두 하락했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 1.16달러 하락한 53.94달러에..."
64,2019.09.02.,유가 급등에 뿔난 소비자…유류세 인하 종료 후폭풍,"정유업계 관계자는 ""유류세 인하 조치로 그간 국내유가 변동 폭이 크지 않았고, 국제유가가 하향 안정세를 보이고 있지만 향후 국제유가가 출렁이면 국내유가가 다시 폭등할 우려도 있다""며 ""최대한 급격한 가격..."
65,2019.09.05.,"뉴욕증시,홍콩 송환법 철회 다우 0.91% 상승…국제유가 WTI 4.3%↑",국제유가는 홍콩 송환법 철회소식에 급등했다. 이날 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 4.3%(2.32달러) 뛴 56.26달러에 거래를 마쳤다. 런던 ICE 선물거래소의 12월물...
66,2019.09.06.,[국제유가] 美∙中 고위급 무역회담 재개 합의...국제유가 혼조세 WTI 0.34%↑,이영노 기자 ynlee@ajunews.com 5일(현지시간) 국제유가가 오는 10월에 미국과 중국 간 고위급 회담이 열리기로 합의된 가운데 미국 원유 재고 증가 우려로 인해 혼조세를 보였다. 뉴욕상업거래소(NYMEX) 10월 인도분...
67,2019.09.05.,4일 국제유가 급등,"한국석유공사는 4일 국제유가는 중국 주요 경제지표 개선 및 경기부양 기대감, 홍콩사태 완화, 미 달러화 약세 등으로 상승했고, 올해 세계 석유수요 증분에 대한 비관적 전망, 이란에 억류된 영국 유조선 선원..."
68,2019.08.24.,"국제유가, 미중긴장 격화에 출렁…WTI 2.1%↓",이귀원 특파원 = 국제유가는 23일(현지시간) 미중 무역전쟁이 격화하면서 미끄러졌다. 이날 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 2.1%(1.18달러) 떨어진 54.17달러에...
69,2019.09.06.,低유가에 LNG 가격도 하락…발전사 직도입 한창,LNG 가격이 국제유가에 연동되는 만큼 국제유가가 상대적으로 낮은 수준일 때 직접 들여와 도입 비용을 낮출 수 있다는 계산이 깔렸다. 6일 금융감독원 전자공시시스템에 따르면 포스코에너지는 최근 포스코로부터...
70,2019.09.04.,[국제유가] '러 산유량 증가-美 석유제품 감소' 영향 하락…'WTI 53.94달러',"뉴데일리 송승근 기자 = 국제유가가 8월 러시아 산유량 증가, 허리케인 도리안에 따른 미국 석유제품 감소 추정 등의 영향으로 급락했다. 4일 한국석유공사에 따르면 3일(현지시각) 뉴욕상업거래소(NYMEX)에서..."
71,2019.08.16.,"국제유가, 경기침체 공포에 하락 지속…WTI 1.4%↓",이귀원 특파원 = 국제유가는 15일(현지시간) 하락세를 이어갔다. 이날 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.4%(0.76달러) 내린 54.47달러에 거래를 마쳤다. 런던 ICE...
72,2019.09.01.,농산물.유가 하락에 8∼10월 중 물가상승률 사상 첫 마이너스 가능성…디플레...,"지난해 8월, 9월 물가가 크게 오른 것은 폭염으로 농산물 가격이 폭등했고, 국제유가까지 급등했기 때문이다. 두바이유의 배럴당 평균 가격은 지난해 7월 72.6달러에서 그해 9월 말 배럴당 80달러로 올랐다. 그러나 올해는..."
73,2019.08.22.,"국제유가, 혼조세…WTI 0.8%↓",이귀원 특파원 = 국제유가는 21일(현지시간) 혼조세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.8%(0.45달러) 내린 55.68달러에 거래를 마쳤다. 런던 ICE...
74,2019.08.23.,"국제유가, 파월 발언 주시 속 하락…WTI 0.6%↓",이귀원 특파원 = 국제유가는 22일(현지시간) 하락세를 기록했다. 이날 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.6%(0.33달러) 내린 55.35달러에 거래를 마쳤다. 런던 ICE...
75,2019.08.30.,[국제유가] 무역전쟁 우려 경감에 WTI 1.7% 상승,뉴욕 유가는 미국과 중국의 무역전쟁에 대한 우려가 다소 줄어든 데 힘입어 상승했다. 29일... 미국 원유재고가 큰 폭 감소한 점도 지속해서 유가에 상승 압력을 가했다. 미 에너지정보청(EIA)은 전일 지난주 원유재고가...
76,2019.09.04.,"국제유가 하락, 미국 경제지표 부진해 경기둔화 우려 높아져",국제유가가 하락했다. 미국 경기가 둔화될 것이라는 우려가 높아지고 있다. 4일 서부텍사스산원유와 브렌트유 등의 가격이 하락했다. 3일 뉴욕 상업거래소에서 10월 인도분 서부텍사스산원유(WTI)는 전날보다 배럴당...
77,2019.08.31.,"[국제유가] WTI 2.8% 하락...""러시아 산유량 덜 줄여""",뉴욕 유가는 러시아가 예정보다 산유량을 덜 줄였다는 소식 등으로 큰 폭 하락했다. 30일... 러시아가 감산에 적극적이지 않은 것 아니냐는 의심이 부상하면서 유가도 하락 압력을 받았다. 석유수출국기구(OPEC)의 8월...
78,2019.09.03.,[국제유가] WTI 휴장 속 하락세… 두바이유 2달러 급락 '57.62달러',"뉴데일리 송승근 기자 = 국제유가가 미국의 노동자의 날 휴무 영향으로 WTI 거래가 이뤄지지 않은 가운데, 북해산 브랜트유와 중동산 두바이유 가격이 큰 폭으로 떨어졌다. 2일 한국석유공사에 따르면 1일..."
79,2019.09.05.,[국제유가]글로벌 경기 개선 기대감에 상승세,캐리 람 홍콩 행정장관이 대규모 시위를 촉발했던 ‘범죄인 인도 법안(송환법)’의 공식 철회를 발표하면서 유가에 상승 압력을 견인했다. 홍콩 사태가 해결되면 미중 무역협상에도 긍정적인 영향을 끼쳐...
80,2019.09.06.,전날 너무 뛰었나?...국제 유가 '숨고르기',5일(미국시각) 국제 유가가 소폭 등락하는 혼조세를 보였다. 미-중 무역협상 기대감에도 전일 폭등에 따른 부담감이 이날 숨고르기 흐름을 유발시켰다. 블룸버그 집계에 따르면 이날 미국 동부시각 오후 4시26분...
81,2019.09.04.,"뉴욕증시,노딜 브렉시트등 악재 다우 1.08%↓…국제유가 WTI 2.1%↓",국제유가는 미중 무역갈등 여파로 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 배럴당 2.1%(1.16달러) 하락한 53.94달러에 거래를 마쳤다. 런던 ICE 선물거래소의 12월물...
