,날짜,제목,요약
34,2021.07.06.,"국제유가 치솟자 정유주도 '들썩'...""하반기 유가상승 이어질 것""",지난해 코로나19 사태로 인해 사상 첫 '마이너스'를 기록했던 국제유가는 백신 보급 등 경제 회복세와 함께 지속 상승해왔다. 특히 지난 5일로 예정됐던 'OPEC+' 정례회의가 취소되면서 국제유가는 치솟았다. 'OPEC...
35,2021.07.06.,OPEC+ 협상 결렬…유가 3년만에 최고,국제유가가 3년여 만에 최고 수준으로 올랐다. 국제유가 벤치마크인 브렌트유는 5일(현지시간) 전 거래일보다 1.3% 오른 배럴당 77.16달러를 기록했다. 2018년 10월 이후 최고치다. 이날 유가가 급등한 것은...
36,2021.07.06.,국제유가 2년여 만에 최고…항공·해운·정유·화학업계 '촉각',국제유가가 2년여 만에 최고치로 치솟으면서 산업계도 촉각을 곤두세우고 있다. 여전한 코로나19 팬데믹(세계적 대유행)으로 수요가 완전하게 회복되진 않은 상황에서 정유·석유화학업계는 원가만 올라 부담이 커질...
37,2021.07.07.,"前 美 에너지장관, 유가 100달러까지 ‘쉽게 오를것’",'OPEC+' 회의에서 산유국들이 증산 문제에 합의를 실패함으로 인해 국제유가가 배럴당 100달러까지 상승할 가능성이 크다고 전 미국 에너지 장관이 전망했다. 댄 브루일레트는 6일(현지시간) 경제전문방송 CNBC...
38,2021.07.09.,[유가] 美 휘발유 재고 큰 폭 감소 소식에 상승,김나래 특파원=국제유가가 8일(현지시간) 상승 반전했다. 원유 배럴 [사진= 로이터 뉴스핌] 이날 뉴욕상업거래소에서 8월물 서부텍사스산원유(WTI) 가격은 전장보다 0.74달러(1%) 오른 배럴당 72.94달러에 마감했다. 원유...
39,2021.07.09.,"뉴욕증시, 델타 변이·경기둔화 우려에 하락…국제유가, 원유재고 감소에 1% ...","한편, 국제유가는 미국의 원유재고가 예상보다 많이 줄었다는 소식에 오름세로 전환됐다. 이날 뉴욕상업거래소에서 8월물 서부텍사스산원유(WTI) 가격은 전장보다 74센트(1%) 오른 배럴당 72.94달러에 마감했다...."
40,2021.07.07.,국제유가 극단적 변동성…(-) 40달러와 (+) 100달러 사이,"국제유가가 변동장세를 연출하며 세계 경제의 불확실성을 키우고 있다. 사우디 아라비아, 러시아 등 전통적 산유국들이 모인 석유수출국기구(OPEC) 플러스(+)가 원유 정책공조에 실패하며 원유 시장에 불어 닥친 후폭풍이..."
41,2021.07.06.,치솟는 유가에 연료·교통비도 `들썩`…인플레 부추긴다,하반기에 들어서면 하향 안정될 것이라는 당초 전망과 달리 국제유가 상승세가 이달까지 이어지고 있는 모습이다. 특히 국내 액화천연가스(LNG) 가격과 연동되는 두바이유 등의 원유 가격 오름세가 이어지면서 국내...
42,2021.07.04.,[유가 고공행진ⓛ]휘발윳값 1600원 돌파…2000원시대 또 오나,전문가들은 코로나19 이후 경제 회복 속도가 빨라지며 국제유가가 상승하고 있는 것이 휘발유가격 인상의 이유라고 설명하고 있다. 당분간 국제유가 상승세가 지속될 것으로 보이는 만큼 휘발유 가격 역시 당분간...
43,2021.07.06.,국제유가 3년 만에 최고...고유가 증시 상승에 걸림돌 될까,석유수출기구(OPEC)와 러시아 등 비(非)OPEC 주요 산유국들의 협의체인 ‘OPEC 플러스(OPEC+)’ 회의가 취소되면서 국제유가가 3년 만에 최고치를 기록했다. 당분간 고유가가 이어질 것이라는 전망이 나오는 가운데 증시에...
44,2021.07.07.,휘발유 1700원 눈앞…불 붙은 유가에 산업계는 ‘울상’,국제유가 상승분이 반영되면서 이처럼 국내 기름값도 빠르게 오르고 있습니다. 현재 국제유가는 배럴당 70달러 중후반대까지 치솟았습니다. 원유에서 원료를 추출해 제품을 만드는 석유화학업계는 원가 부담이...
45,2021.07.07.,"""증산 할당 늘리라""는 UAE, ""안 된다""는 사우디…커지는 유가 불확실성",압둘아지즈 빈 살만 사우디아라비아 에너지장관이 지난 2019년 아랍에미리트에서 열린 세계에너지총회(WEC)에 참석한 모습(사진=AFP)[이데일리 김보겸 기자] 국제유가가 롤러코스터 장세를 보이고 있다....
46,2021.07.07.,[국제유가]OPEC+ 파행 여파…'롤러코스터' WTI 변동성 커지나,국제유가가 폭락했다. 주요 산유국들이 원유 생산량을 두고 엇박자를 내면서 변동성이 커지는 기류다. 6일(현지시간) 미국 뉴욕상업거래소에서 8월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 2.4% 내린 73....
47,2021.07.08.,[국제유가] 7일 유가 하락…OPEC+ 감산합의 불발 영향,"중동산 Dubai유 등 국제유가의 일일 변동 현황 7일 국제유가는 OPEC+ 감산합의 불발로 인한 증산 가능성, 미 달러화 강세 등으로 하락한 가운데 협상 재개를 위한 러시아의 중재소식, 미 석유재고 감소 전망 등은..."
48,2021.07.08.,"치솟는 국제유가, 원가 부담 확대에 산업계 '울상'",뉴데일리 조재범 기자 = 국제유가가 가파르게 상승하면서 국내 산업계도 촉각을 곤두세우고 있다. 신종바이러스 감염증(코로나19) 완화에 따른 경기회복 효과를 온전히 받지 못하고 있는 상황에서 원재료 가격 상승은...
49,2021.07.08.,[국제유가]OPEC+ 변동성 커진다…WTI 1.6% 또 내려,국제유가가 또 하락했다. 주요 산유국들이 엇박자가 이어지며 불확실성은 증폭하는 기류다. 7일(현지시간) 미국 뉴욕상업거래소에서 8월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 1.6% 내린 72.20달러에...
50,2021.07.08.,국제유가 1달러 이상↓…WTI 배럴당 72.20달러 마감,EPA=연합뉴스 석유수출국기구(OPEC)와 주요 산유국 협의체인 OPEC+ 회원국들간 원유 감산 완화 논의가 불투명해진 가운데 국제유가는 7일(현지시간) 1달러 이상 하락했다. 전문가들은 OPEC+에 참여하는 아랍에미리트(UEA)...
51,2021.07.02.,[증시이슈] 3년 만에 국제 유가 최고 찍자 'S-Oil 꿈틀',"국제유가가 2% 넘게 오르며 3년 만에 최고치를 찍자, S-Oil주가가 상승하고 있다. 2일 오전 10시 기준 S-Oil 주가는 10만6000원으로, 전 거래일 대비 4.95% 올랐다. 앞서 1일(현지시간) 뉴욕상업거래소에서 8월물..."
52,2021.07.06.,뉴욕증시 휴장…공급차질 우려 유가 급등 [출근전 꼭 글로벌브리핑],"[국제유가] ■ OPEC+ 회의 취소, 유가 급등 석유수출국기구(OPEC)와 러시아 등 비OPEC 주요 산유국들의 협의체인 'OPEC 플러스'(OPEC+)가 현지시간 5일로 예정됐던 장관급 산유국 회의를 취소했다. 아랍에미리트(UAE)가 다른..."
53,2021.07.08.,유가 고공행진에 해운·항공 연료비 부담 증가… 화물운임 더 오르나,"국제 유가를 반영해 항공 운임에 붙는 유류할증료도 2개월 연속 오르면서 여객 사업에 부담을 줄 가능성이 커졌다. 국제선 유류할증료는 지난 5월 1단계(1200~9600원)에서 지난달에 2단계(3600~2만400원)로, 이번..."
54,2021.07.08.,"[국제유가] OPEC 국가간 가격 경쟁 우려에 하락… WTI, 1.07%↓",국제유가는 석유수출국회의(OPEC) 국가간 가격 경쟁이 불거질 수 있다는 우려가 확산되면서 하락 마감했다. 7일(현지시간) 뉴욕상업거래소에서 8월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 1.59달러(1.07...
55,2021.07.05.,"휘발유 가격, 2000원 갈까?..치솟는 유가에 정유주 ‘주목’",5일 이데일리TV 빅머니 1부 ‘뉴스 in 이슈’에서는 최근 무섭게 오르는 국제유가 전망에 대해 집중 분석했다. 관련 업계에 따르면 전국 주유소 휘발유 가격은 최근 9주 연속 상승을 기록했다. 4일 기준 리터당...
56,2021.07.06.,사우디-UAE '증산 충돌'에···국제유가 6년만에 최고,원유 생산을 늘리기 위한 석유 수출국 간 논의가 파행으로 끝나면서 국제 유가가 3년 만의 최고 수준까지 치솟았다. 세계 경제 회복에 따른 수요 증가 속에서 산유국 간에 감산 완화를 놓고 충돌이 빚어짐에 따라 향후...
57,2021.07.07.,"골드만삭스 ""OPEC+ 합의 결렬로 유가 불확실성 생겼다""","국제유가 벤치마크인 북해 브렌트유는 올여름 배럴당 80달러선에서 거래될 것이라는 기존의 전망도 바꾸지 않았다. 골드만삭스는 ""일평균 250만배럴의 원유가 부족해 재고가 심각한 수준으로 떨어지는 것을 막으려면..."
58,2021.07.08.,"정유사, 2Q 유가·석화·윤활유 '삼총사' 덕 볼 듯",정유사들의 영업이익 전망치가 상향된 것은 국제유가가 급등하고 있어서다. 국제유가는 7일(현지시간) 기준 배럴당 평균 73.0달러를 기록했다. WTI(서부텍사스유) 가격은 72.20달러로 4월 초 61.5달러 보다 10.7달러(17.4...
59,2021.07.08.,"유가,산유국 재정 손익분기 상회..추가 상승폭 제한",국제 유가가 대부분 산유국의 재정 손익분기점을 웃돌아 유가의 추가 상승 폭이 제한될 것으로 분석됐다. 7일 관련 업계에 따르면 산유국들은 통상 재정 손익분기 유가를 설정하고 있으며 그에 맞춰 생산량을...
60,2021.07.04.,정유업계 2분기 '주춤' 예상…유가 상승에도 정제마진 제자리,최근 국제유가가 고공행진을 하고 있지만 정유사 수익성의 핵심 지표인 정제마진이 여전히 부진하면서다. 코로나19 백신 접종과 맞물린 세계 경제 회복으로 당초 올해 상반기가 정유업계 업황 회복 시점으로...
61,2021.07.08.,"국제유가, OPEC+ 협상 지연에 하락 WTI 1.6%↓…금값은 또 상승",네이버 증권정보 국제유가가 석유수출국기구(OPEC) 플러스(+) 산유국들의 협의가 진척이 없는 가운데 하락 마감했다. 7일(현지시간) 뉴욕상업거래소에서 미국 서부텍사스원유(WTI) 9월 인도분 선물은 전장 대비 1....
62,2021.07.06.,"[원자재시황] 국제유가, OPEC+ 회의 결렬에 급등..WTI 1.57%↑",국제유가는 석유수출국기구(OPEC) 플러스(OPEC+)의 산유량 결정 회의 취소 소식에 급등했다. 5일(현지시간) 뉴욕상업거래소(NYMEX)에서 8월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 1.57% 상승한 배럴당 76....
63,2021.07.04.,국제유가 강세에 HPC 준비하는 현대오일뱅크 웃음,"생산원가를 최소화할 수 있는 잔사유 사용 시설인데다, 국제유가가 고공행진을 하고 있어 수익성이 극대화될 수 있는 환경이 조성됐기 때문이다. 4일 현대오일뱅크와 롯데케미칼에 따르면 현재 공정율 90%를 넘어선 HPC..."
64,2021.07.06.,"S-Oil, 유가 상승 기대감에 52주 신고가 경신",이는 5일(현지 시각) 석유수출국기구(OPEC)과 주요 산유국의 협의체인 OPEC플러스(+)가 예정됐던 회의를 또 다시 취소하며 국제유가가 급등하자 주가가 영향을 받은 것으로 보인다. 이날 북해 브렌드유는 1% 넘게...
65,2021.07.07.,국제유가 오르는데 정제마진 바닥… 정유사 회복세 ‘찬물’,국제유가가 지속 상승하며 우호적인 환경이 조성됐지만 실질적인 수요 회복이 뒷받침되지 못한 탓이다. 유가와 정제 마진에 따라 실적이 롤러코스터를 타는 상황을 벗어나기 위해 정유업계는 비정유 사업으로...
66,2021.07.02.,"국제유가, OPEC+ 회의 연장에 WTI 2%대↑…3년 만에 최고치",국제유가가 2% 넘게 오르며 약 3년 만에 최고치를 기록했다. 1일(현지시간) 미국 서부텍사스원유(WTI) 8월 인도분 선물은 전장 대비 1.76달러(2.4%) 뛴 배럴당 75.23달러를 기록했다. 2018년 10월 이후 최고다. 북해 브렌트유...
67,2021.07.02.,[국제유가] OPEC+ 산유국 회의 연장에 상승… WTI 2.4%↑,국제유가가 큰 폭으로 상승했다. 석유수출기구(OPEC)와 비OPEC 산유국으로 구성된 OPEC 플러스(+) 산유국 회의가 연장됐다는 소식에서다. 1일(현지시각) 미국 뉴욕상업거래소에서 8월 인도분 서부텍사스산원유(WTI)는...
68,2021.07.01.,[국제유가] OPEC+ 회동 결과 앞두고 소폭 상승… WTI 0.7%↑,국제유가는 석유수출국기구(OPEC) 플러스(+) 산유국들의 산유량 결정 등을 앞두고 소폭 상승했다. 30일(현지시각) 미국 뉴욕상업거래소에서 8월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 0.7% 오른 73....
69,2021.07.03.,"[이번주 유가 동향]국내 휘발윳값, 2년 7개월 만에 1600원 돌파",[사진=이데일리 노진환 기자]이번주(6월28일~7월1일) 국제유가의 경우 우리나라로 수입되는 원유 기준인 두바이유가 전주보다 0.5달러 오른 배럴당 73.4달러를 기록했다. 국제 유가 등락은 통상 2주여 후 국내...
70,2021.07.06.,"국제 유가 3년만에 최고치 찍자…'흠슬라' 울고, 정유주 웃고",치솟는 국제유가에 정유업에는 볕이 들었다. 에쓰오일은 이날 오후 2시 기준 전날보다 5000원(4.74%) 상승한 11만500원까지 오르며 신고가를 경신한 뒤 오르내리다 전날보다 4.27% 오른 11만 원에 거래를 마쳤다....
71,2021.07.06.,산유국 증산 회의 취소되며 국제 유가 급등… 브렌트유 80달러 육박,원유 증산 여부를 논의하기로 했던 산유국 회의가 취소되면서 국제 유가가 급등하고 있다. 국내 휘발유 가격 역시 함께 오르고 있다. 모하마드 바킨도 석유수출국기구(OPEC) 사무총장은 5일(현지 시각) 열리기로 돼...
72,2021.07.02.,'OPEC+ 엇박자' 유가 75달러 돌파…인플레 우려 커지나(종합),주요 산유국간 ‘엇박자’에 국제유가가 배럴당 75달러를 돌파했다. 당초 예상보다 빠른 오름세다. 치솟는 유가 탓에 비용 상승 인플레이션(cost-push inflation) 우려는 부쩍 커졌다. 1일(현지시간) 미국...
73,2021.07.05.,[데이터경제] 국제유가 향방? UAE에게 물어봐!,국제유가가 2018년 10월이후 최고치인 배럴당 75달러(WTI 기준)를 돌파하면서 향후 유가의 향방에 관심이 쏠리고 있다. 유가의 향방은 두 번이나 연기된 'OPEC+'(산유국 협의체) 회의가 어떤 결과를 도출할 것인가에...
74,2021.07.09.,"[속보] 국제유가, 상승 마감···WTI 1.0%↑",국제유가가 상승 마감했다. 8일(현지시간) 뉴욕상업거래소에서 8월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 0.74달러(1.0%) 오른 배럴당 72.94달러로 거래를 마쳤다. 미국의 원유 재고가 크게 감소했다는 소식에...
75,2021.07.07.,[국제유가] OPEC+ 감산 협의 불확실성에 6일 유가 하락,"중동산 Dubai유 등 국제유가의 일일 변동 현황 6일 국제유가는 OPEC+ 감산 협의 관련 불확실성 증가, 달러 강세 등으로 하락했다. 한국석유공사(사장 김동섭)는 서부  텍사스산 원유인 WTI가 전일대비 배럴당 1...."
76,2021.06.29.,"국제유가, 델타변이 확산 우려에 하락...WTI 1.5%↓",국제유가가 석유수출국기구(OPEC)+의 회동을 앞두고 신종 코로나바이러스 감염증(코로나19) 델타 변이 확산 우려 등으로 1% 이상 하락했다. 28일(현지 시각) 미국 뉴욕상업거래소(NYMEX)에서 8월물 서부 텍사스산 원유(WTI)...
77,2021.07.08.,"뉴욕증시, FOMC 의사록 공개 속 '상승'...국제유가, OPEC+ 협상 교착 상태 속...",국제유가는 석유수출국기구(OPEC) 플러스(+) 산유국들의 산유량 결정 협의에 진척이 없는 가운데 하락했다. 이날 뉴욕상업거래소에서 8월물 서부텍사스산원유(WTI) 가격은 전장보다 1.17달러(1.6%) 하락한 배럴당 72....
78,2021.06.30.,"[국제유가] OPEC+ 회의 앞두고 소폭 상승… WTI, 0.1%↑",국제유가가 소폭 상승했다. 29일(현지시각) 미국 뉴욕상업거래소에서 8월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 0.1% 오른 72.98달러에 거래를 마쳤다. 런던 ICE선물거래소에서 8월물 북해산...
79,2021.07.07.,"뛰는 유가에 속타는 석화·항공·해운, 머리 복잡한 정유",주요 산유국 간 갈등이 계속되며 국제유가가 2년 9개월 만에 최고치를 경신했다. 유가 상승세가 꺾이지 않자 국내 산업계는 계산기를 두드리며 사태를 예의주시하고 있다. ━ 증산 합의 결렬되자 유가 급등...
80,2021.07.01.,"델타 변이, OPEC+ 증산 합의 발목잡나…""국제유가 치솟을수도""",OPEC+가 오는 1일(현지시간) 회의에서 석유 증산에 합의하지 못할 경우 국제유가가 치솟을 수 있다는 전망이 나온다. 사진은 지난 2019년 사우디에서 열린 OPEC+ 회의 (사진=AFP)[이데일리 김보겸 기자] 석유수출국기구...
