,날짜,제목,요약
26,2021.03.04.,파 2배 넘게 뛰었다 '천정부지 장바구니 물가'…유가 상승에 인플레 우려도,"농축수산물 물가 10년만에 최고 집세는 3년만에 최고…서민 체감물가 천정부지 국제유가 상승에 석유류 하락폭 둔화…인플레 우려도 파(227.5%), 사과(55.2%), 달걀(41.7%) 고춧가루(35%) 폭설 등 기상여건 악화로 인한..."
27,2021.03.08.,국제유가 강세속 울산 휘발유 가격도 오름세,최근 국제유가가 강세를 보이는 가운데 울산지역 휘발유 가격도 지속적으로 상승하면서 최근 1년 중 가장 비싼 가격에 판매되고 있다. 8일 한국석유공사 유가정보서비스 오피넷에 따르면 3월 첫째 주 울산...
28,2021.03.05.,예상 뒤엎은 OPEC+ 산유량 동결결정...국제유가 4.2% 폭등,국제유가가 OPEC+(석유수출국기구와 주요 산유국 모임) 국가들의 산유량 동결 소식에 폭등했다. 사우디아라비아가 다음달에도 감산조치를 이어간다 발표한 가운데 러시아와 카자흐스탄을 제외한 대부분 산유국들이...
29,2021.03.05.,"예상 깬 OPEC+ ""내달 증산 없다""…국제유가 4% 폭등(종합)",국제유가가 4% 이상 폭등했다. 주요 산유국 협의체인 석유수출국기구 플러스(OPEC+)가 예상을 깨고 다음달 증산하지 않기로 결정하면서다. 4일(현지시간) 뉴욕상업거래소에서 4월 인도분 서부텍사스산원유(WTI)는...
30,2021.03.05.,"OPEC+, 4월 산유량 '동결' 결정…국제유가, 4.2% 폭등","OPEC+, 올 들어 지속 감산·동결 결정…공급 부족 우려 확대 국제유가가 주요 산유국의 산유량 동결 발표에 크게 올랐다. 생산량을 늘릴 것이라는 시장의 예상과 대조되는 결정이다. 4일(현지시간) 뉴욕상업거래소..."
31,2021.03.09.,[국제유가] 사우디 석유시설 피격 우려 해소에 8일 유가 하락,"중동산 Dubai유 등 국제유가의 일일 변동 현황 8일 국제유가는 사우디 석유시설 피격 관련 우려 해소, 달러 강세 등으로 하락했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 1.04달러..."
32,2021.03.09.,국제유가 초반 상승 후 1%대 하락…WTI 배럴당 65.05달러,로이터=연합뉴스 석유수출국기구(OPEC)와 주요 산유국 협의체인 OPEC+가 소규모 증산에 합의한 후 상승세를 기록했던 국제유가가 8일(현지시간) 1% 가량 하락 마감됐다. 하지만 이날도 국제유가는 코로나19 대유행 이후...
33,2021.03.08.,[포토] 국제유가 급등·코스피 급락,8일 북해산 브렌트유 가격이 22개월 만에 배럴당 70달러를 넘어섰다. 전날 예멘 반군이 사우디아라비아 석유운송기지를 공격하면서 지정학적 위험이 커진 영향이다(왼쪽). 이날 코스피지수는 금리 상승 우려...
34,2021.03.08.,유가 햇살에 에너지ETF 수익률도 봄날,최근 산유국들이 감산 기조를 유지하기로 결정하면서 국제 유가가 급등하자 에너지 ETF도 덩달아 호재를 맞았다. 지난 4일 열린 OPEC+ 회의는 연말 이후 이어진 유가 상승세에 불을 붙였다. 당일 서부텍사스산원유...
35,2021.03.09.,유가 2년래 최고치에도…원유 ETF는 마이너스,"국제 유가가 최근 2년 사이 최고치 수준으로 올라왔지만, 지난해 투자 열풍이 불었던 원유 상장지수펀드(ETF) 수익률은 여전히 손실 구간에 머물고 있다. 만기가 존재하는 선물 투자의 특성 때문이다. 한..."
36,2021.03.09.,"뉴욕증시, 미국 부양책에도 금리상승 부담에 혼조...국제유가, 하락",브렌트유가 한때 배럴당 70달러를 넘어서는 등 국제유가가 큰 폭 오른 점도 금리 상승 요인이다. 유가 상승은 인플레이션 우려를 키우는 탓이다. 이에 따라 나스닥은 큰 폭의 하락세를 보이는 등 기술주에 대한...
37,2021.03.10.,"정유사, 국제유가·정제마진 회복에 1분기 흑자전환 기대감 '솔솔'",국제유가 상승과 더불어 정제마진이 회복세를 보이면서 정유사들의 1분기 흑자 전환에 성공할 것이란 전망이 나온다. 증권정보업체 에프앤가이드에 따르면 SK이노베이션과 에쓰오일의 1분기 영업이익은 각각 59억원...
38,2021.03.10.,[국제유가]WTI 1.6% 하락…“유가 최근 랠리 과도”,최근 유가 랠리가 과도하다는 인식 속에 차익실현 매물이 꾸준히 출회된 탓이다. 뉴욕상업거래소(NYMEX)... 다음날 나올 미 주간 원유재고가 3주째 증가했을 것이라는 우려도 유가에 부담으로 작용했다. 전문가들은...
39,2021.03.08.,"비트코인·유가 상승세…미국 증시, 국채입찰·금리·물가 주목 [출근전 꼭 글...","[국제유가 및 비트코인 가격 상승세] ■ 유가 상승세 지속, 금값은 하락 현지시간 5일 뉴욕상업거래소에서 4월물 서부 텍사스산 원유(WTI) 가격은 배럴당 2.26달러(3.5%) 급등한 66.09달러에 장을 마감했다. WTI는 이번 주..."
40,2021.03.03.,"국제유가, 산유국 증산 전망에 3거래일 연속 하락","WTI 59.75달러, 브렌트유 62.70달러 마감 국제유가가 주요 산유국의 증산 가능성으로 인해 3일째 하락세다. 2일(현지 시각) 뉴욕상업거래소(NYMEX)에서 거래되는 4월 인도분 서부 텍사스산 원유(WTI)는 전 거래일 대비 1...."
41,2021.03.09.,국제유가 폭등세…천연자원·원자재 펀드 수익률 고공행진,국제유가가 천정부지로 치솟으며 천연자원 펀드와 원자재 펀드도 높은 수익률을 기록하고 있다. 9일 인베스팅닷컴에 따르면 지난 8일 런던국제선물거래소에서 브렌트유가 장중 71.38달러에 거래됐다. 브렌트유...
42,2021.03.09.,"국제유가 70달러 위협…골드만삭스 ""하반기 80달러 전망""",국제 유가가 배럴당 70달러선을 위협하며 강세를 이어가고 있다. 유가는 석유수출국기구(OPEC)와 러시아 등 非OPEC 주요 산유국 협의체인 OPEC+가 지난 4일 소폭의 증산만을 허용하기로 결정한 뒤 나흘 연속 상승한 바...
43,2021.03.09.,유가 고공행진에 철강·조선업계 엇갈린 명암,지난 2020년 급락했던 국제유가가 매서운 상승세를 보이면서 철강업계와 조선업계의 분위기가 엇갈리고 있다. 철강업계는 연료비 연동분을 전기요금에 반영하는 제도로 인해 고정비용의 상승을 우려하고 있는 반면...
44,2021.03.09.,8일 국제유가 하락,"반면 Dubai(두바이유)는 배럴당 1.95달러 상승한 배럴당 68.32달러에 거래를 마쳤다. 한국석유공사는 8일 국제유가는 사우디 석유시설 피격 관련 우려 해소, 달러 강세 등으로 하락했다고 전했다."
45,2021.03.08.,美 슈퍼부양안에 유가 상승까지… '인플레 우려' 더 커진다,여기에 물가 영향이 큰 국제유가마저 연일 거침없이 솟구치고 있다. 유가 상승세가 미국발(發) 금리 인상을 앞당기는 불쏘시개가 될 수 있단 우려마저 나온다. 8일 런던 국제선물거래소(ICE)에서 5월 인도분 브렌트유...
46,2021.03.08.,"‘적자’ 정유사, 유가상승타고 1분기 수익 대반전 예고","SK이노, 영업익 59억 추산 에쓰오일도 1731억원 전망 美한파로 에틸렌 고공행진 석유화학업계는 호황 지속 금호석화, 수익 2배 뛸 듯 지난해 대규모 적자를 낸 정유업계가 올해 1분기 국제유가와 정유사 수익의 핵심..."
47,2021.03.08.,유가 상승·인도 생산감소에 유연탄가격 올라,"국제유가의 상승과 인도 생산감소에 유연탄가격이 올랐지만 미국의 장기국채 수익률 상승에 구리와 니켈, 아연 등 비철금속 가격은 내렸다. 한국광물자원공사는 2월4주 2,083.09를 나타냈던 광물자원지수가..."
48,2021.03.09.,"국제유가 하락, 예멘 반군 공격에도 사우디아라비아 유전 피해 없어",국제유가가 하락했다. 중동 정세가 불안하지만 석유시설이 피해를 받지 않았고 달러화도 강세를 보여 유가에 하방 압력으로 작용했다. 8일 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부텍사스산 원유(WTI)는 직전...
49,2021.03.08.,"수요 늘고, 생산·재고 줄고… “유가 올해 80달러선까지 오를 것”",국제유가(브렌트유 기준)는 4일(현지 시각) 주요 산유국들이 4월에도 감산을 유지하기로 합의하면서 4% 넘게 폭등한 데 이어 5일에는 최대 석유 소비국인 미국의 고용 지표가 개선됐다는 소식에 3.9% 올랐다. 브렌트유는...
50,2021.03.09.,WTI 4월물 가격 장중 67달러 상회…국제유가 ‘급등세’,"◇ 유가 관련주 WTI 4월물 가격이 장중 67달러를 상회하는 등 국제유가가 최근 급등세를 이어가고 있습니다. 현지시간 7일 외신에 따르면, 예멘의 후티 반군이 사우디아라비아의 아람코 석유시설을 향해 드론과..."
51,2021.03.05.,"[글로벌시황] 연준엔 실망, OPEC+엔 환호…증시 급락, 유가 급등",또 OPEC+(석유수출국기구 및 러시아 등 주요 산유국 모임)가 예상과 달리 4월 산유량을 거의 동결하기로 하면서 국제유가가 급등하는 등 증시에 우호적인 요인도 있었다. 하지만 금리에 시장 참가자들의 시선이...
52,2021.03.10.,숨고르기?...국제 유가 & 미국증시 에너지 섹터 '장중 하락',9일(미국시간) 장중 국제 유가가 하락했다. 장중 미국증시 에너지 섹터도 약세를 나타냈다. 올들어 고공행진을 하던 유가와 에너지주가 이날 장중엔 숨을 고르는 모습이다. 미국 경제방송 CNBC에 따르면 이날...
53,2021.03.08.,"""유가 상승-정제마진 회복까지""… 정유업계, 흑자전환 기대감",국제유가가 13개월만에 66달러를 돌파하고 정제마진이 49주 만에 최고치를 기록하면서다. 업계에서는 조심스럽게 하반기 실적이 개선될 것으로 기대하고 있다.현지시간으로 5일 국제유가는 뉴욕상업거래소에서 4월물...
54,2021.03.08.,"""유가 오르고 제품 수요 늘고""…정유사 1Q 흑자 기대",국제유가가 70달러대에 근접하는 등 고공행진을 지속하고 있다. 석유제품 수요가 공급을 초과할 것이라는 긍정적인 전망도 제기돼 국내 정유업계가 웃을 수 있을 지 주목된다. 8일 업계에 따르면 국제유가는 5일...
55,2021.03.05.,[뉴스새벽배송]美 유가폭등·파월 발언 실망에 뉴욕증시 하락,"국제유가, OPEC+ 산유량 깜짝 동결에 4.2%↑ -4일 뉴욕상업거래소에서 4월물 서부 텍사스산 원유(WTI) 가격은 배럴당 2.55달러(4.2%) 폭등한 63.83달러에 장을 마감. 이는 지난 2019년 4월 이후 약 2년 만에 최고치. -OPEC+는 이날..."
56,2021.03.08.,"[GAM] 국제 유가, 사우디 시설 피격 소식에 70달러 돌파",국제 유가가 8일 아시아 거래 시간대에서 배럴당 70달러를 돌파했다. 국제 원유시장의 기준물인 북해산 브렌트유 선물 가격은 한국시간 이날 오전8시55분 현재 1.2% 오른 70.38달러에 거래되고 있다. 같은 시간 미국...
57,2021.03.04.,"백신 풀고, 유가 뛰고…코로나 이어 인플레의 공포","어윤선 통계청 경제동향통계심의관은 ""지난해 작황 부진에 따른 공급 애로와 조류독감(AI), 명절수요 증가 등으로 농축산물 가격이 크게 올랐다""며 ""최근 국제유가 상승으로 물가 상승폭이 전월 대비 확대됐다""고..."
58,2021.03.09.,"[오일 머니게임] ③조선업계, 유가 예의주시…드릴십 악재 탈출할까",8일 외신에 따르면 국제유가(브렌트유 기준)의 지난 7일 거래가격은 배럴당 71.6달러를 기록했다. 2019년 5월 이후 최고치다. 미국 서부텍사스산 원유는 67.86달러를 기록하며 70달러 선에 근접했다. 통상적으로...
59,2021.03.04.,[원자재시황] 감산 유지 가능성에 유가 급등..WTI 2.6%↑,3일(현지시간) 국제유가는 미국 원유재고 급증에도 산유국의 감산 기조 유지 가능성으로 큰 폭 상승했다. 이날 뉴욕상업거래소에서 4월물 서부 텍사스산 원유(WTI) 가격은 배럴당 1.53달러(2.6%) 상승한 61.28달러에 장을...
60,2021.03.06.,"[뉴욕증시 마감] 美 고용지표에 4일만에 반등…유가, 70달러 가나","OPEC+의 감산연장, 미국 고용지표 개선이 국제유가를 상승으로 이끌었다.미국 뉴욕상업거래소(NYMEX)에서 4월물 서부텍사스산 원유(WTI)는 전일 대비 배럴당 2.26달러(3.5%) 오른 66.09달러로 마감, 배럴당 66달러 선을..."
61,2021.03.05.,"[특징주]국제유가 급등에 한국석유, 중앙에너비스 등 정유주 급등","국제유가가 급등하면서 한국석유, 중앙에너비스 등 정유 관련주들도 급등하고 있다. 5일 정유·LPG관련주인 중앙에너비스는 9시 28분 기준 전날 종가보다 25.43%(2210원) 증가한 1만950원으로 거래되고 있다...."
62,2021.03.05.,"유가, 전날 4% 급등에 이어 1%대 상승세…브렌트 장중 68달러",국제 유가가 5일 전날에 이어 상당한 상승세를 이어가고 있다. 앞서 4일 석유수출 국가들이 최근의 가격 상승 추세에도 4월까지 현 감산 체제를 유지하기로 하면서 미국 기준유와 국제 기준유가 모두 4% 대...
63,2021.03.10.,PrimeXBT 수석 분석가 Kim Chua “국제 유가 올해 100달러 수준까지 상승 전망...,"주요 산유국들이 4월에도 감산을 유지하기로 합의하면서 국제유가(브렌트유 기준)는 지난 4일 4% 넘게 폭등했으며, 5일에는 최대 석유 소비국인 미국의 고용 지표가 개선됐다는 소식에 3.9% 올랐다. 5일 기준..."
64,2021.03.08.,세계증시 하락...국채금리·유가 상승에 인플레 우려↑," 미 국채 금리와 국제유가 상승 흐름이 지속되면서 인플레이션 우려가 확산돼 8일 세계증시가 하락하고 있다. 유럽장 초반 전 세계 50여개국 증시를 추적하는 MSCI 전세계지수는 0.1% 내리고 있으며, 미국..."
65,2021.03.07.,"OPEC+ 감산 연장…""유가 '상고하저'는 유효""","주요 산유국 협의체인 석유수출국기구 플러스(OPEC+)가 산유국들의 감산 수준을 4월 말까지 유지하기로 한 깜짝 합의에 국제유가가 폭등한 가운데, 올해 유가의 '상고하저' 기조가 유지될 것이라는 전망이 나왔다. 지난..."
66,2021.03.08.,"""OPEC+, 당초 예상 달리 감산 유지 결정… 유가 상승기류 탔다""","한국석유공사 국제유가 동향에 따르면 5일 국제유가는 OPEC+ 감산 규모 동결, 미국의 양호한 고용지표 등으로 상승했다. 브렌트는 전일대비 배럴당 2.62 달러 오른 69.36 달러, WTI는 2.26 달러 올라간 66.09 달러..."
67,2021.03.09.,[국제유가]WTI 1.6% 하락…달러 강세 + 지정학 우려 완화,미 부양책 기대에 따른 달러화 강세가 유가를 압박했다. 사우디아라비아발 지정학적 우려가 완화된 점도 영향을 미쳤다. 뉴욕상업거래소(NYMEX)에서 WTI 선물은 전장보다 1.04달러(1.6%) 낮아진 배럴당 65.05달러를...
68,2021.03.06.,"국제유가, '산유량 동결+고용호조' 또 폭등···WTI 3.5%↑",국제유가가 산유량 동결과 고용 호조 영향으로 또 폭등했다. 배럴당 70달러대를 곧 넘어설 것이라는 예상도 제기된다. 현지시간 5일 뉴욕상업거래소에서 4월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 3....
69,2021.03.06.,국제유가 어느덧 70달러 육박…원유시장 과열 국면 가나,국제유가가 또 폭등했다. 어느덧 배럴당 70달러대를 바라볼 정도의 레벨까지 올라섰다. 5일(현지시간) 뉴욕상업거래소에서 4월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 3.54% 급등한 66.09%에 거래를...
70,2021.03.09.,"주유소 휘발유 가격 얼마?…15주째 연속 상승, 국제유가는 하락","8원 오른 ℓ당 1천283.0원으로 집계됐다. 한편, 국제유가는 하락세다. 석유공사는 ""미국 고용지표 부진과 달러 인덱스 강세, 중국의 경제둔화 등 영향으로 국제유가가 소폭 하락세를 보였다""고 설명했다."
71,2021.03.05.,"사우디, 유가 '충격' 카드…인권 압박한 美 인플레 고조",◇4월 공급부족 유가 75달러 전망 국제유가 벤치마크인 북해 브렌트유는 올들어 벌써 30% 뛰었다. 그리고 산유국들의 증산 없는 4월이면 공급 부족이 커질 공산이 크다는 전문가들의 발언을 블룸버그는 전했다....
72,2021.03.05.,"[국제유가] OPEC+ 소폭 증산 합의… WTI, 4% 급증",뉴데일리 성재용 기자 = 국제유가가 주요 산유국들의 소폭 증산 합의에 2년 만에 최대 폭으로 급증했다. 4일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스산 원유(WTI)는 전거래일에 비해 배럴당 2.55달러...
73,2021.03.01.,2월 수출 9.5% 증가··· 일부 품목 기저효과·유가상승 영향,석유화학 수출이 22.4% 증가해 2018년 10월 이후 가장 큰 증가율을 기록했지만 이는 국제 유가 상승의 반사 효과라는 분석이 나온다. 정인교 인하대 국제통상학 교수는 “지난해 전 세계적으로 유가가 낮았기 때문에...
74,2021.03.09.,"국제 유가 '급락', 미국증시 에너지주 '주춤'...3가지 원인은?",15% 상승에 그쳤다. 주요 에너지 종목 중에선 엑손모빌이 0.10% 하락하고 쉐브론(+0.69%) 코노코필립스(+0.75%) 등의 주가도 소폭 상승으로 마감했다. 최근 국제유가 폭등 속에 급등하던 S&P 에너지 섹터도 이날엔 주춤했다.
75,2021.03.08.,OPEC+ 결정에 깜짝 폭등한 유가…정유업계 1분기 흑자전환 '청신호',국제 유가는 앞선 지난 4일 OPEC+가 이날 열린 정기회의에서 4월에도 러시아와 카자흐스탄에 소폭의 증산만 허용하기로 결정하면서 급등한 바 있다. 시장에서는 OPEC+가 일일 약 50만배럴 이상 산유량을 늘릴 것으로...
76,2021.02.20.,전국 주유소 휘발윳값 13주 연속 상승…국제유가도 오름세,휘발윳값 ℓ당 평균 1천463.2원…두바이유 배럴당 62.7달러 전국 주유소 휘발유 가격이 최근 국제유가 오름세와 함께 13주 연속으로 상승했다. 20일 한국석유공사 유가정보서비스 오피넷에 따르면 2월 셋째 주(2.15...
77,2021.03.02.,[국제유가] 산유국 증산 가능성에 하락… WTI 1.4%↓,국제유가가 중국의 원유 수요 둔화 우려와 산유국의 증산 가능성이 점쳐지면서 하락세를 나타냈다. 1일(현지시각) 미국 뉴욕상업거래소에서 4월물 서부 텍사스산 원유(WTI) 가격은 전거래일 대비 배럴당 0.86달러(1.4...
78,2021.03.09.,[1보] 국제유가 하락…WTI 1.57%↓,이투데이=최혜림 기자 | 국제유가는 8일(현지시간) 하락했다. 뉴욕상업거래소(NYMEX)에서 4월물 서부 텍사스산 원유(WTI)는 배럴당 1.04달러(1.57%) 하락한 65.05달러에 마감했다. 런던 ICE선물거래소 5월물...
79,2021.03.05.,"OPEC+, 감산 규모 유지…내달 75弗까지 유가 치솟나",OPEC+의 이 같은 결정에 국제 유가는 급등세를 보였다. 4일(현지시간) 로이터통신 등에 따르면 OPEC+는 이날 온라인 화상회의를 열고 다음달까지 기존 감산 규모를 유지하기로 했다. 러시아와 카자흐스탄만 각각...
80,2021.03.05.,[특징주]국제유가 4% 급등에...S-OIL 등 올라,"국제 유가가 4% 이상 급등한 여파로 석유 관련 업종이 상승 중이다. 5일 오전 9시 23분 기준 S-OIL은 전 거래일 대비 1.04% 상승한 8만 7,500원에 거래 중이다. 같은 시간 KODEX WTI원유선물(H)(3.90%), TIGER 원유선물Enhanced..."
81,2021.03.03.,"[국제유가] 원유 증산 우려에 WTI, 60달러 아래로",석유수출국기구(OPEC)와 기타 산유국 협의체인 OPEC플러스(+)가 원유 증산 가능성을 보이면서 국제유가는 2주 만에 최저치를 기록했다. 2일(현지시간) 미 서부텍사스원유(WTI) 4월 인도분 선물은 전장 대비 89센트(1.5...
