,날짜,제목,요약
23,2020.02.04.,코로나에 국제유가도 휘청…사우디 최대 100만배럴 감산 추진,한편 이날 국제유가는 나흘째 급락세를 이어가면서 최근 고점 대비 20% 이상 떨어졌다. 미국 서부텍사스산원유 선물이 2.8% 곤두박질쳐 배럴당 50.11달러에 마감했다. 1월 초에 기록한 고점 대비 20% 넘게 떨어진...
24,2020.02.10.,[주간유가] 휘발유 가격 2주째 하락,8원 내린 1407.6원/ℓ을 나타냈다. 한편 2월 1주 국제유가는 신종 코로나 바이러스 감염증으로 인한 중국 경제성장률 하락 전망 및 미국 원유 재고 증가 등의 영향으로 하락했다. <정유사 평균 공급가격>
25,2020.02.07.,[유가마감] OPEC+ 추가감산 권고에 WTI 0.4%↑,국제유가가 혼조세를 보였다. '신종 코로나바이러스 감염증'(우한 폐렴) 확산에 대한 우려에도 불구하고 주요 산유국들의 추가 감산 가능성이 유가를 떠받쳤다. 6일(현지시간) 뉴욕상업거래소에서 3월물 WTI...
26,2020.02.04.,"국제유가, '신종코로나 우려' 급락...WTI 2.8%↓ 브렌트 3.8%↓",신종 코로나바이러스 여파로 중국의 원유 수입이 감소하면서 국제유가는 하락 압박을 받고 있다. 뉴욕상업거래소(NYMEX)에서 이날 서부 텍사스산 원유(WTI) 3월 인도분은 전일 대비 2.8% 내린 배럴당 50.11달러로...
27,2020.02.08.,"뉴욕증시, 신종코로나 여파 지속 美고용 호조에도 다우 0.94%↓…국제유가WTI...",국제유가도 신종 코로나바이러스 감염증(신종코로나)에 대한 우려가 지속된 가운데 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.2%(063달러) 떨어진 50....
28,2020.02.04.,신종코로나 쇼크 국제유가 3% 안팎 ‘급락’,국제유가가 신종 코로나바이러스 감염증 우려로 하락세를 이어가고 있습니다. 미국 현지시간 3일 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 2.8%(1.45달러) 떨어진 50.11달러에...
29,2020.02.05.,中 부양책 기대에 美 3대지수 급등…유가는 내림세,국제유가의 내림세가 이어지고 있다. 신종 코로나바이러스의 진원지인 중국의 원유 소비가 감소할 것이라는 전망이 국제유가에 지속해서 하락 압력을 가하고 있다. 4일(현지시간) 뉴욕상업거래소(NYMEX)에서 3월...
30,2020.02.08.,[유가마감] 러시아 추가감산에 미온적…WTI 1.2%↓,국제유가가 하락했다. 러시아가 OPEC(석유수출국기구)의 추가 감산안에 대해 지지 입장을 밝히지 않으면서다. 7일(현지시간) 뉴욕상업거래소에서 3월물 WTI(서부텍사스산원유)는 전날보다 배럴당 63센트(1.2%) 떨어진...
31,2020.02.10.,[국제유가]WTI 1.2%↓…바이러스發 수요감소 우려 + 러시아 추가 감산 주저,신종 코로나바이러스 감염증(신종 코로나) 사태가 원유수요를 훼손할 것이라는 우려가 유가를 압박했다. 석유수출국기구(OPEC) 플러스(+)(감산합의에 참여한 산유국들)의 추가 감산 제안에 러시아가 여전히 주저하는...
32,2020.02.04.,"뉴욕증시, 신종 코로나 우려에도 '상승'…국제유가는 3% 넘게 '급락'","한편 국제유가는 4거래일 연속 하락세를 나타내고 있다. 사우디아라비아를 중심으로 석유수출국기구(OPEC)가 감산을 검토한다는 소식도 나왔지만, 중국의 원유 소비가 줄어들 것이라는 전망으로 내림세에서..."
33,2020.02.08.,신종 코로나 사태로 국제유가 급락세 지속…하지만 국내 판매가엔 ‘찔끔’ 반...,"신종 코로나바이러스 감염증 사태로 국제유가가 급락하고 있으나, 국내 휘발유 등 유가는 소폭의 하락세를 보이고 있다. 국제유가가 급등할 때에는 정유사와 주유소들이 신속하게 가격에 반영하는 반면, 국제유가가..."
34,2020.01.28.,"국제유가, 신종코로나 공포에 급락…금값은 6년만에 최고",이귀원 특파원 = 국제유가가 27일(현지시간) 신종 코로나바이러스 감염증인 '우한 폐렴'에 대한 공포로 5거래일 연속 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 배럴당 전...
35,2020.02.07.,유가는 미끄러지고 소비 심리 얼어붙어… 물가 상승 다시 ‘꽁꽁’,미국과 이란 사이 긴장으로 서부텍사스산원유(WTI) 기준 1배럴당 63.27달러까지 올랐던 국제유가는 지난 4일 49.61달러까지 미끄러졌다. 현재의 가격 수준은 지난해 2월말(57.22달러)보다 10% 이상 낮다. 이 가격이...
36,2020.01.31.,"'국제 비상사태' 선포, 美 증시 상승 전환...유가↓ 금값↑",국제유가는 30일(현지시간) 신종 코로나바이러스 감염증인 '우한 폐렴' 우려에 다시 큰 폭의 하락세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 2.2%(1.19달러)...
37,2020.02.05.,심상찮은 유가 하락에 떠는 DLS 투자자들,최근 국제 유가가 급락하면서 이를 기초자산으로 한 DLS(파생결합증권) 손실 위험도 높아지고 있다. 대규모 손실 사태가 벌어진 독일 금리 연계 DLS처럼 유가가 일정 수준 이하로 떨어지면 원금 손실이 발생하기...
38,2020.02.06.,"뉴욕증시,다우지수 급등 테슬라 주가 급락...국제유가 WTI 2.3%↑",이날 업종별로는 국제유가 반등에 힘입어 에너지가 3.78% 급등했고  산업주도 1.66% 올랐다. 국제유가가 6거래일 만에 반등했다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다...
39,2020.02.04.,1월 소비자물가 1.5% 상승...농산물‧국제유가 상승 요인,"통계청은 지난해의 농산물 기저효과가 올해는 끝난 데다 채소류 등 농산물 가격 상승, 국제 유가 인상 등이 전체적으로 물가 상승을 이끌었다고 봤다. 세부적으로 살펴보면 농축수산물은 전년 같은 기간보다..."
40,2020.02.01.,"국제유가, 신종코로나 우려에 하락 지속…WTI 1.1%↓",이귀원 특파원 = 국제유가는 31일(현지시간) 신종 코로나바이러스 감염증에 대한 우려가 지속되면서 하락세를 지속했다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.1...
41,2020.02.04.,"유가-구리가격 급락, 상품시장은 세계경기 둔화 예고",3일(현지시간) 국제유가는 약 3% 급락했다. 로이터통신에 따르면 이날 뉴욕상업거래소(NYMEX)에서 서부텍사스산원유(WTI) 선물은 전 거래일보다 배럴당 1.45달러(2.8%) 급락한 50.11달러에 거래를 마쳤다. 특히...
42,2020.01.31.,"국제유가, 신종코로나 우려에 또 급락…WTI 2.2%↓",이귀원 특파원 = 국제유가는 30일(현지시간) 신종 코로나바이러스 감염증인 '우한 폐렴' 우려에 다시 큰 폭의 하락세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다...
43,2020.02.04.,신종 코로나로 국제유가 '베어마켓' 공식 진입,"국제 유가가 신종 코로나발 악재에 고점 대비 20% 급락하는 베어마켓(하락장)에 진입했기 때문이다. 블룸버그, 로이터, 월스트리트저널(WSJ), 파이낸셜타임스(FT) 등 주요 경제 외신에 따르면 OPEC+를 대표하는 전문가들이..."
44,2020.01.30.,"국제유가, 신종코로나 우려 지속…WTI 0.3%↓",이귀원 특파원 = 국제유가는 29일(현지시간) 신종 코로나바이러스 감염증인 '우한 폐렴'에 대한 우려가 지속된 가운데 혼조세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는...
45,2020.02.05.,[원유마감]유가 하락…신종 코로나 사태 지속 여파,"4일(현지시간) 국제유가가 하락했다. 신종 코로나바이러스 감염증 확산으로 인해 중국 내 원유 소비가 줄어들 수 있다는 우려가 작용한 것으로 보인다. 로이터통신에 따르면, 이날 뉴욕상업거래소(NYMEX)에서..."
46,2020.02.08.,국제유가 하락 속...미국증시 정유주도 약세,7일(미국시각) 국제유가가 일제히 하락하며 미국증시에서 정유주들의 주가도 약세를 나타냈다. 미국 경제방송  CNBC와 뉴욕증권거래소에 따르면 미국 최대 정유회사인 엑손모빌은 이날 0.66% 하락했고 쉐브론도 0.50...
47,2020.02.07.,유가 급락에 놀란 산유국…추가 감산 합의엔 실패,"이날 국제 유가는 장 초반 상승세를 보였지만, 산유국들의 견해가 엇갈리는 것으로 알려지자 혼조세로 돌아섰다. 중국의 원유 수요가 타격을 받을 것이란 전망에 국제 유가는 올 들어 20% 이상 미끄러졌다. 다만 WSJ는..."
48,2020.02.04.,"신종코로나, 유가를 내렸다…""2008년 후 첫 위기감""","비잔 남다르 잔가네 이란 석유장관은 ""신종 코로나가 원유 수요에 타격을 입혔다""며 ""원유 시장이 압박을 받고 있고 국제유가가 배럴당 60달러 이하로 떨어져 수요와 공급 균형을 잡기 위한 노력이 필요하다""고..."
49,2020.02.03.,우한폐렴發 국제유가 하락에…OPEC+ 대응방안 논의,"세계 각국이 중국으로 향하는 항공편 운항을 중단하는 등 수요가 위축되며 국제유가가 하락세를 보이고 있어서다. 2일(현지시간) CNBC 등에 따르면 OPEC 및 비(非)OPEC 산유국, 이른바 OPEC 플러스(+)는 오는 4~5일..."
50,2020.02.07.,"뉴욕증시,中 관세 인하 다우등 3대지수 사상 최고...국제유가 WTI 0.4%↑",국제유가는 신종코로나에 대한 우려가 지속된 가운데 혼조세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.4%(0.20달러) 오른 50.95달러에 거래를 마쳤다....
51,2020.02.08.,[국제유가] 7일 원유 시추기 수 증가에 유가 하락,"7일 국제유가는 OPEC+ 추가 감산 불확실성, 미 원유 시추기 수 증가, 미 달러화 강세 등으로 하락했지만 중국의 경기부양책 기대 등은 유가 하락폭을 제한시켰다., 한국석유공사(사장 양수영)는 서부 텍사스산..."
52,2020.02.07.,"신종코로나에 유가 ‘뚝뚝’, 원유 펀드도 롤러코스터","- 원유 펀드, 한달 평균 수익률 -18% - 수출국 된 美, 생산량 증가에 일조해 - “원유 초과공급 환경 지속 가능성” 그래픽=이데일리 문승용 기자[이데일리 김윤지 기자] 심상치 않은 국제 유가 흐름에 원유 펀드도..."
53,2020.01.29.,"국제유가, 6거래일 만에 반등…WTI 0.6%↑",이귀원 특파원 = 신종 코로나바이러스 감염증인 '우한 폐렴'에 대한 우려로 연일 하락하던 국제유가가 28일(현지시간) 반등했다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다...
54,2020.02.06.,[국제유가] 신종코로나 백신개발 진전 소식에… WTI 2.3% 급등,국제유가가 5일(현지시간) 신종 코로나바이러스 감염증(우한 폐렴) 치료제 개발이 진전되고 있다는 소식에 급등했다. 로이터통신 등 외신에 따르면 이날 뉴욕상업거래소(NYMEX)에서 서부텍사스산원유(WTI) 선물은 전...
55,2020.02.05.,신종코로나에 국제 유가 급락…저물가 회복세에 '찬물',- 유가 하락세 지속시 연간 전망치 달성에 적신호 사진=이미지뱅크[이데일리 김경은 기자] 신종 코로나바이러스감염증(우한폐렴) 사태로 국제유가 급락세가 심상찮다. 경기 회복세에 찬바람이 불면서 물가상승률...
56,2020.01.29.,"美 증시, '신종 코로나' 충격 일제히 만회...유가↑ 금값↓",연일 하락하던 국제유가가 28일(현지시간) 반등했다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.6%(0.34달러) 오른 53.48달러에 거래를 마쳤다. 6거래일만의 반등이다. 런던...
57,2020.02.08.,"중국 원유소비 감소 우려...국제유가 하락, WTI 1.14%↓",7일(미국시각) 국제유가가 하락세로 돌아섰다. 신종 코로나 바이러스 감염증 확산 여파로 중국의 원유소비가 줄어들 것이라는 우려가 영향을 미쳤다. 전날 산유국들이 감산을 놓고 이견을 보인 가운데 이날...
58,2020.02.05.,"국제유가, 신종 코로나 확산에 하락…WTI, 50달러선 붕괴",신종 코로나바이러스 감염증(우한폐렴) 확산으로 석유 수요가 줄 것이란 공포가 감산에 대한 기대를 압도하면서 국제유가가 내림세를 보이고 있다. 4일(현지시간) 뉴욕상업거래소에서 서부텍사스산원유(WTI)는...
59,2020.02.06.,"국제유가, 6거래일 만에 상승...WTI, 50달러 선 회복",국제유가가 저가 매수세와 신종 코로나바이러스 치료제가 개발될 가능성이 있다는 소식에 6거래일 만에 상승했습니다. 현지시각 5일 뉴욕상업거래소에서 3월 인도분 서부 텍사스산 원유는 1배럴에 1달러 14센트...
60,2020.01.30.,"우한폐렴에 유가 석달래 최저…OPEC, 2월 긴급회의 검토(종합)",신종 코로나바이러스(우한폐렴)이 전 세계적으로 창궐하면서 국제유가가 큰 폭으로 하락하고 있다. 이 문제에 대한 대응을 논의하기 위해 석유수출국기구(OPEC)가 당초 3월로 예정됐던 긴급회의를 2월로 앞당기는...
61,2020.02.07.,"2월 1주차 국제 유가, 中 정제처리량 감소 ↓",1월30일부터 2월6일까지의 국제유가가 신종 코로나 바이러스 확산으로 인해 중국 정유사의 정제 처리량이 감소하는 등 원유 재고가 증가하며 하락했다. 한국석유공사 석유동향팀은 7일 ‘유가정보서비스...
62,2020.02.07.,[국제유가] OPEC+ 엇갈리는 감산 의견에 혼조세,OPEC+의 석유수요 감소에 대응한 추가감산 의견이 갈리면서 국제유가는 혼조세를 보였다. 한국석유공사에 따르면 6일 북해산 브렌트유 선물은 배럴당 54.93달러로 전일대비 0.35달러 떨어졌다. 서부 텍사스산 중질유...
63,2020.02.05.,"국제유가, OPEC 감산보다 큰 신종코로나 불안에 50달러 붕괴",권지언 특파원 = 국제유가가 신종 코로나바이러스 감염증(이하 신종 코로나)로 인해 에너지 수요가 장기적으로 타격을 입을 것이란 불안감에 50달러 아래로 무너졌다. 석유수출국기구(OPEC) 회원국 및 비회원...
64,2020.02.08.,"유가 하락, WTI 50.32달러…OPEC+ 추가 감산 불확실 우려",국제유가는 OPEC+ 추가 감산 불확실성에 하락했다. 8일 한국석유공사에 따르면 7일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산원유(WTI)는 전일 대비 배럴당 0.63달러 하락한 50.32달러에 거래를 마쳤다....
65,2020.02.06.,[국제유가] OPEC+ 감산 논의에 유가 상승,"5일 국제유가 신종 코로나바이러스 치료제 개발 소식, OPEC+의 추가 감산 논의 등으로 상승했지만 미국 석유재고 증가, 미 달러화 강세로 유가 상승폭이 제한을 받았다. 한국석유공사(사장 양수영)는 서부 텍사스산..."
66,2020.02.06.,"국제유가, 신종 코로나 치료제 희망에 2% 넘게 반등",권지언 특파원 = 국제유가가 신종 코로나바이러스(이하 신종 코로나) 치료제 개발 소식에 2% 넘게 올랐다. 석유수출국기구(OPEC)를 비롯한 산유국들(OPEC+)이 글로벌 수요 감소 불안을 잠재우기 위한 추가 감산을...
67,2020.02.05.,"[해외선물가이드] 국제유가 50달러 이탈, 바닥은 어디?","신종 코로나 확산 외에도 국제유가를 흔드는 요소들은? - 신종 코로나 외에 다양한 변수로 흔들리는 국제유가 Q. 신종 코로나 확산으로 국제유가 하락, 그 여파는? - 신종 코로나바이러스 확산으로 글로벌 석유 수요..."
68,2020.01.27.,국제유가 60달러 밑으로… 석달 만에 최저치 ['우한 폐렴' 비상],브렌트유 배럴당 58.69달러 / 글로벌 증시도 일제히 하락 중국 ‘우한 폐렴’ 확산 여파로 국제유가가 27일 배럴당 60달러 밑으로 떨어지며 세 달 만에 최저치를 기록했다. 블룸버그통신 집계에 따르면 런던 ICE...
69,2020.02.05.,신종코로나 여파에 국제유가 50달러선 붕괴...美증시는 이틀째↑,전 세계적으로 신종 코로나바이러스 감염증의 기세가 꺾이지 않으면서 국제유가가 끝내 40달러 선으로 급락했다. 4일(현지시간) 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 전...
70,2020.02.05.,"국제유가, 신종코로나發 내림세…13개월만 최저치",국제유가가 신종코로나 확산세에 13개월 만에 최저 수준을 기록했습니다. 현지시간 4일 뉴욕상업거래소 3월 인도분 서부 텍사스산 원유는 전 개래일보다 배럴당 1% 내린 49.61달러에 거래를 마쳤습니다. 런던...
71,2020.02.04.,시장 예상치 웃돈 BP 순이익…유가 약세에도 '선방',국제유가가 점차 하락하고 있음에도 비교적 선방했다는 평가가 나온다. 밥 두들리 BP 최고경영자(CEO)는 “BP는 지속적인 경영 전략 개선에 힘입어 좋은 실적을 냈다”며 “차기 경영진도 성과를 낼 것으로...
72,2020.02.04.,'中증시 폭락'에도 미국·유럽증시 반등...국제유가 50달러 붕괴 '눈앞',"다만 국제유가는 50달러선 붕괴를 눈앞에 뒀다. 3일(현지시간) 뉴욕증시의 다우존스30 산업평균지수는 전 거래일보다 143.78포인트(0.51%) 오른 28,399.81에 거래를 마쳤다. 스탠더드앤드푸어스(S&P) 500지수는 23...."
73,2020.01.28.,'신종코로나' 공포에 美증시 급락...유가 하락·금값은 또 최고,국제유가는 미끄러졌다. 미 뉴욕증시는 이날 큰 폭의 하락세를 기록하며 요동쳤다. 그동안 사상 최고치 행진을 이어오던 뉴욕증시는 지난 21일부터 우한 폐렴 우려로 혼조세를 보이다 24일부터 3대 지수가 모두...
74,2020.02.05.,"국제유가, 신종코로나 우려 속 내림세…WIT, 50달러선 붕괴","전세계적으로 신종코로나 우려가 확산하면서 국제유가의 내림세가 이어지고 있습니다. 현지시간 4일 뉴욕상업거래소에서 3월 인도분 서부 텍사스산 원유(WTI)는 배럴당 1%, 50센트 내린 49달러 61센트에 거래를..."
75,2020.02.04.,"中 원유수요 급감… 국제유가, 4거래일 연속 하락","WTI, 배럴당 50달러 ‘턱걸이’ OPEC, 회동 앞당겨 감산 검토 국제유가가 신종 코로나바이러스 감염증(우한 폐렴) 우려 속에 4거래일 연속 하락했다. 우한 폐렴의 진원지인 중국 원유 수요가 하루 평균 300만 배럴가량..."
76,2020.02.04.,"국제유가, 신종 코로나로 3% 하락…OPEC에 '시선집중'",권지언 특파원 = 국제유가가 신종 코로나바이러스 감염증(이하 신종 코로나) 확산과 그로 인한 원유 수요 타격 우려에 장중 50달러 아래로 무너졌다. 3일(현지시각) 뉴욕상업거래소에서 서부텍사스산원유(WTI)는 전날...
77,2020.02.05.,국제유가 추락…WTI 50달러 붕괴,신종 코로나바이러스 감염증에 따라 중국 원유 수요 감소가 우려되면서 서부텍사스산원유(WTI)가 50달러 밑으로 하락했다. 4일(현지시간) 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부텍사스산원유(WTI)는 전일보다...
78,2020.02.07.,"국제유가 방향 못 잡아, 중국 관세 인하와 산유국 감산 유보 뒤섞여",국제유가가 혼조세를 보였다. 서부텍사스산 원유 가격은 올랐지만 브렌트유는 떨어졌다. 6일 국제유가는 혼조세를 보였다. 6일 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부텍사스산 원유(WTI)는 전날보다 배럴당 0.4%(0....
79,2020.02.04.,"국제유가, 신종코로나 우려에 3% 안팎 급락","국제유가가 신종코로나에 대한 우려 속에 하락세를 이어갔습니다. 현지시간 3일 뉴욕상업거래소에서 3월 인도분 서부 텍사스산 원유(WTI)는 배럴당 2.8%, 1달러 45센트 급락한 50달러 11센트에 거래를 마치며..."
80,2020.01.30.,우한 폐렴 확산으로 국제유가↓환율↑…수출株 관심,우한 폐렴(신종 코로나바이러스 감염증) 확산으로 국제 유가가 연일 약세를 보이고 있으며 원달러 환율이 치솟자 투자자들의 관심이 수출주로 옮겨가는 모습이다. 수출 기업의 경우 유가 하락 및 원화 강세 환경에서...
81,2020.02.02.,세계증시 열흘간 3000조 증발…국제유가 50弗 붕괴 초읽기,신종 코로나 여파로 국제유가가 브레이크 없이 하락하고 있다. 지난달 31일 뉴욕상업거래소(NYMEX)에서 3월 인도분 미국 서부텍사스산원유(WTI)는 전날보다 배럴당 1.1%(0.58달러) 미끄러진 51.56달러에 거래를 마쳤다....
