,날짜,제목,요약
37,2019.03.08.,[국제유가] 소폭 반등...상승폭 여전히 제한적 WTI 0.8%↑,이영노 기자 ynlee@ajunews.com 7일(현지시간) 국제유가가 상승했다. 이날 뉴욕상업거래소(NYMEX) 4월 인도분 서부텍사스산원유(WTI)는 전장 대비 0.44달러(0.8%) 오른 배럴당 56.66달러를 기록했다. 영국 런던 ICE선물거래소...
38,2019.02.26.,"""기름값 너무 오른다""…트럼프 한마디에 국제유가 3% 급락",도널드 트럼프 미국 대통령의 짤막한 경고에 국제 유가가 3%대 급락세를 보이며 상승세에 제동이 걸렸다. 25일(현지시간) 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부텍사스산원유(WTI)는 전 거래일보다 배럴당 1.78달러...
39,2019.03.02.,"국제유가, 글로벌 제조업지표 부진에 큰 폭 하락",국제유가가 미국과 중국의 제조업 지표 부진에 큰 폭으로 하락했다. 1일(현지시간) 마켓워치에 따르면 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 미 서부텍사스산원유(WTI) 가격은 전일 대비 2.5%(1.42달러) 하락한...
40,2019.03.08.,7일 국제유가 상승,"한국석유공사는 7일 국제유가는 베네수엘라 국영 PDVSA사의 원유수송 차질, 자발적 및 비자발적 공급감소 등의 영향으로 상승했고, OECD의 세계 경제성장률 하향 전망, 미 달러화 강세 등은 상승폭을..."
41,2019.03.05.,유가 상승ㆍ정제마진 반등 조짐…정유사업 회복하나,추락하던 국제유가가 안정세에 이어 오름세로 돌아서면서 ‘어닝 쇼크’에 빠졌전 정유업계 실적 회복 기대감이 싹트고 있다. 유가 흐름에 촉각을 곤두세울 수밖에 없는 정유업계는 추이를 지켜보며 실적에 미칠...
42,2019.03.06.,유가·채소값 하락에 물가 주춤,"석유류는 국제유가 하락과 유류세 인하 영향으로 지난해 대비 11.3% 떨어지면서 전체 물가를 0.51%p 끌어내렸다. 품목별로 휘발유가 -14.2%로 가장 큰폭으로 떨어졌으며, , 경유 -8.9%·자동차용LPG -9.9%를 기록했다...."
43,2019.03.04.,“트럼프 우려에도 국제유가 연내 배럴당 60달러 간다”,도널드 트럼프 미국 대통령이 유가 강세에 대해 우려를 제기한 이후 국제유가 단기 변동성이 확대되고 있다. 사우디아라비아는 석유시장 안정화 의지를 재천명한 상태여서 유가 하방경직성도 강화되는 분위기다....
44,2019.03.05.,[국제유가] OPEC 감산 전망에 보합세…’WTI 56.59달러’,"국제유가가 미·중 무역협상 타결 임박, OPEC 2월 원유생산량 감소 예상 속에서 소폭 상승했다. 5일 한국석유공사에 따르면 4일(현지 시간) 뉴욕상업거래소(NYMEX)에서 거래된 서부텍사스산원유(WTI)는 배럴당 56...."
45,2019.03.07.,트럼프 vs OPEC '2라운드'…국제 유가 향방은?,"업계는 이런 흐름에 국제유가가 더 이상 오르기 어렵다고 보고 있다. 업계 관계자는 ""미국이 내년에 에너지 순수출국 전환을 앞두고 있어 셰일 증산과 수출을 줄이지 않을 것""이라고 말했다. 그러면서 ""OPEC도 감산을..."
46,2019.03.08.,"ECB 성장률 대폭하향, 뉴욕증시 하락 다우지수 0.78%↓…국제유가 WTI 0.8%↑",국제유가는 상승마감했다. 이날 뉴욕증권거래소(NYSE)에서 다우존스산업평균지수는 0.78% 하락한 2만5473.23으로 거래를 마쳤다. 스탠다드앤푸어스(S&P)500지수는 0.81% 내린 2748.93을 나타냈다. 기술주 중심의...
47,2019.03.07.,"뉴욕증시, 美 경기지표 부진…다우지수 0.52%↓…국제유가 WTI 0.6%↓",국제유가는 미국 원유 재고가 큰 폭 증가 여파로 약세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.34달러(0.6%) 하락한 56.22달러에 거래를 마쳤다....
48,2019.03.05.,"[국제유가] WTI, 감산 지속 기대감에 상승",국제유가가 감산 지속 기대감에 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전 거래일 대비 배럴당 0.79달러(1.4%) 오른 56.59달러에 거래를 마쳤다. 국제유가는 석유수출국기구...
49,2019.03.10.,다시 상승하는 유가…유류세 인하 종료후 기름값 공포 '솔솔',"한국석유공사 측은 ""국제유가는 2월 석유수출국기구(OPEC) 원유생산량 감소 전망과 러시아 감산 목표 달성 가능성 등 상승요인과 미국 원유재고 증가 및 리비아 유전 생산 재개라는 하락요인이 혼재해 보합세를 보였다..."
50,2019.02.26.,"국제유가, 트럼프 압박 속 급락…WTI 3.1%↓",이준서 특파원 = 국제유가는 25일(현지시간) 3%대 급락했다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 1.78달러(3.1%) 하락한 55.48달러에 거래를 마쳤다. 런던 ICE...
51,2019.02.28.,"국제유가, 美 원유 재고 감소에 큰 폭 상승",국제유가가 미국 원유 재고 감소 소식에 큰 폭으로 상승했다. 27일(현지시간) 마켓워치에 따르면 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 미 서부텍사스산원유(WTI) 가격은 전일 대비 2.6%(1.44달러) 상승한...
52,2019.03.08.,[주간유가] 휘발유·경유 판매가격 3주 연속 상승,"국제유가는 2월 OPEC 원유생산량 감소 전망과 러시아 감산목표 달성 가능 시사 등의 상승요인과 미 원유재고 증가, 리비아 유전 생산 재개 등의 하락요인이 혼재하면서 보합을 이뤘다. 국내제품가격은 기존..."
53,2019.03.06.,"국제유가, 美 재고 지표 기다리며 보합권",김민정 특파원 = 국제유가가 5일(현지시간) 보합권에서 마감했다. 내일(6일) 미 에너지정보청(EIA)이 발표하는 지난주 원유 재고 지표와 미국과 중국의 무역 합의 세부사항을 기다리면서 시장은 잠시 쉬어가는 모습을...
54,2019.03.09.,中 수출쇼크 & 美 고용쇼크...미국증시 & 국제 유가 '동반 하락',"8일(미국시각) 국제 유가가 전날의 상승세를 뒤로하고 하락했다. 중국의 2월 수출 격감, 미국의 2월 고용지표 악화 속에 위험자산 선호 현상이 약화되고 글로벌 원유수요 둔화 우려감이 부각됐다. 미국 경제방송 CNBC에..."
55,2019.03.06.,뉴욕증시·국제유가 보합,국제유가도 보합세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.03달러(0.1%) 하락한 56.56달러에 거래를 마쳤다. 국제금값은 7거래일 연속 떨어졌다....
56,2019.03.06.,국제유가 서부텍사스산 원유 배럴당 56.56달러…소폭하락,국제유가는 서부텍사스산 원유(WTI)를 기준으로 소폭 하락했다. 연합뉴스에 따르면 5일(현지시간) 뉴욕상업거래소(NYMEX)에서 4월 인도되는 서부텍사스산 원유가 전일보다 배럴당 0.03달러(0.1%) 하락한 56.56달러에...
57,2019.03.01.,국제유가 사흘째 오름세…WTI 0.5%↑,이준서 특파원 = 국제유가는 28일(현지시간) 3거래일 연속으로 올랐다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.28달러(0.5%) 상승한 57.22달러에 거래를 마쳤다....
58,2019.02.26.,"국제유가, 트럼프 압박에 3%대 급락",국제유가가 도널드 트럼프 미국 대통령의 압박에 3% 넘게 하락했다. 25일(현지시간) 마켓워치에 따르면 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 미 서부텍사스산원유(WTI) 가격은 전일 대비 3.1%(1.78달러) 하락한...
59,2019.02.19.,다시 오른 국제유가...전달 수입물가 반등,자료 : 한국은행 국제유가가 소폭 오르면서 수입물가가 반등세를 보였다. 반대로 반도체 가격 하락세에 영향을 받은 수출물가는 3개월 연속 하락했다. 한국은행이 19일 발표한 '2019년 1월 수출입물가지수'를 보면...
60,2019.03.07.,"[국제유가] 6일 Dubai․Brent유 ↑, WTI ↓",6일 국제유가는 중동산 두바이유를 비롯해 북해산 브렌트유가 상승한 가운데 서부 텍사스산 원유는 하락했다. 한국석유공사(사장 양수영)는 6일 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0.34달러 하락한 56....
61,2019.03.06.,"미중 무역협상 관망, 뉴욕증시 다우 0.05%↓…국제유가 WTI 0.05%↓",국제유가도 이날 소폭 하락했다. 이날 뉴욕증권거래소(NYSE)에서 다우존스산업평균지수는 0.05% 하락한 2만5806.63을 기록했다. 스탠더드앤드푸어스(S&P500)지수는 0.11% 내린 2789.65를 나타냈다. 기술주 중심의...
62,2019.03.02.,[국제유가] 美 경제지표 부진 여파 WTI 2.5% 급락,"뉴욕 유가는 미국 경제지표 부진으로 수요 둔화 우려가 부상하면서 큰 폭 하락했다. 1일... 유가는 장초반 소폭 올랐지만, 지표가 발표된 이후 가파르게 반락했다. 프라이스 퓨처 그룹의 필 플라얀 연구원은 ""시장이..."
63,2019.02.23.,휘발유·경유 넉 달 만에 하락세 중단...국제유가 상승 영향,"최근 국제유가가 오르면서 국내 휘발유와 경유 가격이 꿈틀거리고 있습니다. 지난해 11월, 정부가 유류세를 내린 이후 줄곧 하락세를 유지하던 유가가 넉 달 만에 상승 전환했습니다. 김현우 기자가 보도합니다. [기자]..."
64,2019.02.23.,"[원자재시황] 국제유가, 미중 무역협상 기대감에 상승..WTI 0.5%↑",국제유가는 22일(현지시간) 미중 무역협상 기대감에 상승 마감했다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.30달러(0.5%) 오른 57.26달러에 거래를 마쳤다. 이는 지난해...
65,2019.03.02.,"'美 소비 쇼크', 국제유가 2%대 급락","[美 PMI, 시장예상치 하회…개인소비도 10년만에 최대 감소] 국제유가가 급락했다. 부진한 미국의 생산·소비 지표가 석유 수요 둔화에 대한 우려를 자극했다. 1일(현지시간) 오후 3시20분 현재..."
66,2019.03.01.,[국제유가] 사우디 감산 기대에 WTI 0.5% 상승,뉴욕 유가는 사우디아라비아 등 주요 산유국의 감산 지속 기대로 소폭 상승했다. 28일 뉴욕상업거래소에서... 사우디가 전일 도널드 트럼프 미국 대통령의 견제에도 감산을 지속하겠다는 방침을 천명하면서 유가 상승...
67,2019.03.08.,[국제유가]WTI 0.8% 반등…OPEC감산효과 지속 + 美 베네수 제재,석유수출국기구(OPEC) 감산효과와 베네수엘라 및 이란에 대한 미 제재가 유가를 끌어올렸다. 다만 뉴욕주가 하락과 미 원유재고 급증 악재가 유가의 추가 상승을 제한했다. 뉴욕상업거래소(NYMEX)에서 WTI 선물은...
68,2019.03.06.,[국제유가] 뚜렷한 방향성 없이 혼조세 마감...WTI 0.05%↓,이영노 기자 ynlee@ajunews.com 5일(현지시간) 국제유가가 혼조세를 보였다. 이날 뉴욕상업거래소(NYMEX) 4월 인도분 서부텍사스산원유(WTI)는 전장 대비 0.03달러(0.05%) 빠진 배럴당 56.56달러를 기록했다. 영국 런던...
69,2019.03.05.,1일 국제유가 하락,"한국석유공사는 1일 국제유가는 미국 등 부진한 제조업 지표 발표로 세계 경제성장 둔화 우려 재부각, 미 달러 강세 등의 영향으로 하락했고, 2월 OPEC 원유 생산 및 베네수엘라 수출 감소, 미 원유 시추기 수..."
70,2019.02.24.,"한은 ""국제유가 완만한 상승, 변동폭 제한적일 듯""","최근 반등한 국제유가가 지속 상승하더라도 변동폭은 제한적일 것이라는 전망이 나왔다. 한국은행은 24일 해외경제포커스에서 ""국제유가는 연초 60달러 수준까지 빠르게 상승했으나 이후 소폭 등락을 보이며 완만하게..."
71,2019.03.05.,소비자물가 두 달째 0%대 상승률…유가·채솟값 하락,"국제유가 안정과 유류세 인하, 채소가격 안정 등이 주된 요인이었습니다. 통계청이 5일 발표한 2월 소비자물가지수는 지난해보다 0.5% 오른 104.69로 나타났습니다. 상승률을 2년 6개월만에 가장 낮은 수준으로, 전달인..."
72,2019.03.05.,"뉴욕증시,무역협상 불확실성 다우지수 0.79%↓…국제유가 WTI 1.4%↑",반면 국제유가는 미·중 무역협상이 타결이 임박했다는 소식이 전해지면서 투자심리가 개선돼 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 0.79달러(1.4...
73,2019.03.01.,갈팡질팡 국제유가…中제조업 경기 악화·美 재고 급감,"[WTI 상승, 브렌트유 하락…中 제조업 PMI, 3년래 최저] 국제유가가 갈피를 잡지 못했다. WTI(서부텍사스산원유)는 오른 반면 브렌트유는 떨어졌다. 중국의 제조업 경기 둔화 소식이 유가에 부담으로 작용했다. 반면..."
74,2019.02.22.,"국제유가, 美산유량 증가에 하락반전…WTI 0.4%↓",이준서 특파원 = 국제유가가 7거래일 만에 내렸다. 21일(현지시간) 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.20달러(0.4%) 하락한 56.96달러에 거래를 마쳤다. 런던 ICE 선물거래소의...
75,2019.02.26.,"[국제유가] WTI 3.1% 급락...트럼프 ""OPEC 제발 진정하라""",국제 유가는 도널드 트럼프 대통령의 석유수출국기구(OPEC)에 대한 경고 발언으로 급락했다. 25일 뉴욕상업거래소에서 4월물 서부 텍사스산 원유(WTI) 가격은 배럴당 1.78달러(3.1%) 급락한 55.48달러에 장을 마감했다....
76,2019.03.01.,"국제유가, 인도·중국 지표 부진 속 혼조",김민정 특파원 = 국제유가가 28일(현지시간) 혼조 마감했다. 주요 원유 수입국의 경제 둔화 속에서 주요 산유국의 감산 의지로 유가는 방향성을 갖지 못 했다. 원유 채굴장비[사진=로이터 뉴스핌] 뉴욕상업거래소(NYMEX)...
77,2019.03.02.,"국제유가, 美지표 부진에 급락","국제유가가 미국의 경기지표 부진에 원유 수요 감소 우려가 부각되면서 나흘 만에 하락세로 돌아섰습니다. 뉴욕상업거래소에서 다음달 인도분 서부 텍사스산 원유는 전날보다 배럴당 2.5%, 1달러 42센트 하락한..."
78,2019.03.06.,5일 국제유가 WTI 하락‧Brent 상승,"한국석유공사는 5일 국제유가(Brent 기준)는 OPEC 등 주요 산유국들의 감산 추진 영향 지속 등으로 상승했고, 미국 원유재고 증가 전망과 중국의 경제성장률 목표치 하향조정, 미 달러화 강세 등은 상승폭을..."
79,2019.03.02.,유가 상승에 정제마진 회복...정유사 1분기 실적 회복할까,2일 업계에 따르면 국제유가(두바이유 기준)는 2월 셋째주 기준 배럴당 66.79달러를 기록했다. 두바이유는 지난해 12월 넷째주 배럴당 38.86달러를 기록하며 2016년 1월 이후 최저치를 기록했다. 1월 첫째 주들어 배럴당 53....
80,2019.03.05.,"소비자물가 2개월 연속 0%대…통계청 ""국제유가 하락 영향""",조진영
81,2019.03.08.,국제 유가 소폭 '상승' vs 러시아증시 · 미국증시 에너지주 '하락'...왜?,"주요국 원유 수출, 생산 축소에 유가 상승...세계 경기둔화 우려에 정유주는 '흔들' 7일(미국시각) 국제 유가가 상승했다. 주요국 원유 감산 및 수출 차질 등이 유가를 오르게 했다. 그러나 유가 상승에도 글로벌 경기..."
