,날짜,제목,요약
46,4일 전,"홍남기 ""유가 더 오르면 유류세 인하 연장 적극 검토할 것""",국제 유가 및 국내 휘발유 가격 급등에 대응한 조치다. 홍남기 경제부총리 겸 기획재정부 장관이 7일 오전 국회에서 열린 예산결산특별위원회 전체회의에서 추가경정예산안에 관한 제안설명을 하고 있다. (사진=연합뉴스)
47,2일 전,"정부, 국제유가 급등에 유류세 인하 연장 검토",/연합뉴스 국제유가의 상승세가 이어지며 국내 휘발윳 값이 오름에 따라 기름값이 국민에게 부담으로 작용하고 있다. 이에 정부는 유류세 인하 방침을 연장하는 안을 검토 중이다. 이에 지난 9일 산업통상자원부는...
48,2022.02.04.,"근원물가 3%, 유가는 90달러…'인플레 장기 지속’ 가능성 커졌다",근원물가의 상승은 국제유가 등 원자재와 농축산물 가격 오름세에서 시작된 물가 대란이 연쇄적으로 공산품과 서비스 가격을 밀어올릴 것이라는 관측이 맞아떨어지고 있는 증거다. 당초 “일시적 물가 상승”...
49,2일 전,"[전화연결] 정부, 고유가에 유류세 인하기간 연장 등 검토 外","박기영 산업부 제2차관은 회의에서 ""국제유가 상승세가 지속될 경우 4월까지 시행 예정인 유류세 인하 기간의 연장을 검토하겠다""고 말했습니다. 또 비상시 석유 수급 대응계획에는 긴급할당관세 도입 등의 세제 지원도..."
50,2일 전,유가·정제마진 동반 상승에 웃은 정유업계…장기화는 부담,국제유가와 정제마진 동반 상승으로 정유업계가 지난해 호실적을 거뒀고 올해도 이런 추세를 이어갈 것으로 전망된다. 그러나 일각에선 고유가 장기화에 대한 우려섞인 목소리도 나온다. 고유가가 지속되면 석유...
51,2일 전,"英 BP·쉘, 高유가에…8년 만에 최고 실적",국제 유가가 배럴당 100달러를 넘은 2014년 이후 최고 실적이다. 대형 석유기업들의 돈잔치는 올해도 이어질 전망이다. 미국 에너지정보청(EIA)은 이날 발표한 보고서에서 “조 바이든 미국 대통령이 유가가 치솟자...
52,2022.02.03.,"OPEC+, 치솟는 국제유가에도 기존 증산 방침 유지",기사내용 요약하루 40만 배럴 증산 합의…국제유가 7년 내 최고 주요 산유국 협의체인 OPEC+(오펙플러스)가 다음 달에도 기존 증산 방침을 유지하기로 했다. 2일(현지시간) 미국 CNBC 등에 따르면 석유수출국기구...
53,2일 전,"물가·유가·기준금리 인상, 서민 3중고","국제유가가 오르면서 덩달아 휘발유가격과 경유가격도 계속 오르고 있다. 여기에 기준금리인상까지, 서민들은 3중고에 시달리고 있다. 호남지방통계청이 최근 발표한 ‘2022년 1월 전북지역 소비자물가동향’을 보면..."
54,3일 전,"韓 원유의존도, OECD 1위…고유가 지속땐 ‘경제 치명타’","향후 국제유가 상승세가 이어지면서 대외 환경이 악화하면 한국 경제에 치명타가 될 수 있다는 경고의 목소리가 커지고 있다. 9일 현대경제연구원에 따르면, 한국 경제의 원유의존도(2020년 기준)를 국내총생산(GDP)..."
55,3일 전,[유가] 이란 핵협상 합의 촉각에 90달러 하회,김나래 특파원 = 국제유가가 8일(현지시간) 하락세를 이어가면서 배럴당 90달러를 하회했다. 뉴욕상업거래소(NYMEX)에서 3월물 서부텍사스산원유(WTI) 가격은 전장보다 1.96달러(2.2%) 하락한 배럴당 89.36달러에 거래를...
56,3일 전,러 침공땐 유가 120弗 치솟을 듯… 항공·석화·철강 초비상 [우크라이나 전운...,원자재 가격과 국제유가는 당분간 오름세를 이어갈 것이라는 전망이 우세하다. 특히 국제유가는 석유제품 수요 증가에다 러시아의 우크라이나 침공 우려 등 지정학적 리스크가 겹치면서 배럴당 120달러 정도까지 오를...
57,7일 전,국제 유가 상승에···전국 휘발유 가격 3주 연속 올라,국제 유가가 오르고 있어 국내 휘발유 가격 상승세도 당분간 지속될 전망이다. 5일 한국석유공사 유가정보사이트 오피넷에 따르면 2월 첫째 주 전국 주유소의 휘발유 판매 가격은 전주 대비 15.2원 오른 리터당...
58,2022.02.02.,체감유가 이미 100달러…휘발유 1천800원·물가 4% '빨간불',국제유가 급등과 원화 가치 급락(원/달러 환율 상승)이 겹치면서 나타난 현상이다. 미국 연방준비제도(Fed·연준)의 매파적(통화 긴축 선호) 기조와 우크라이나 사태가 당분간 해소될 것 같지 않아 유가와 환율의...
59,7일 전,"치솟는 유가 ""곧 100弗""…세계 식료품값도 11년來 최고",여기에 러시아의 우크라이나 침공 가능성이 갈수록 높아지는 등 지정학적 위기도 국제 유가 상승을 이끄는 요인이라고 CNBC는 설명했다. 국제 유가는 코로나19 팬데믹(세계적 대유행)이 한창인 2020년 4월 배럴당...
60,6일 전,기름값 상승 이끄는 국제유가 상승세,"국제 유가 상승으로 전국 주유소 휘발유 가격이 3주 연속 오른 가운데 6일 서울시내 한 주유소에 휘발유가 1867원, 경유가 1807원에 판매되고 있다. 5일 한국석유공사 유가정보서비스 오피넷에 따르면 2월 첫째주..."
61,6일 전,국제유가 고공행진에 원자재 펀드 ‘훨훨’,원자재 펀드의 깜짝 선전은 고공행진을 이어가고 있는 국제유가와 밀접한 관련이 있다. 2월 3일(현지 시간) 뉴욕상업거래소에서 3월물 서부텍사스산원유(WTI)는 전 거래일 대비 2.28% 상승한 배럴당 90.27달러에...
62,2022.02.02.,"국제유가 고공행진 속 OPEC+, 3월에도 기존 증산 속도 유지",국제유가는 2014년 이후 최고가에 거래되고 있다. 이날 런던 ICE선물거래소에서 브렌트유 선물 가격은 이날 장중 한때 배럴당 90.32달러까지 올랐다. 서부텍사스산원유(WTI)도 전장보다 1.28달러 오른 89.48달러까지...
63,5일 전,"흥국증권 ""국제유가, 2분기에 100달러 돌파 가능성""","""유가 매년 2분기 평균 상승률 12%…올해 추정치 103달러"" ""8개 분기 연속 최장 상승""…""인플레 우려, 증시에 부담"" 최근 급등한 유가가 올해 2분기에 배럴당 100달러를 넘을 것이라는 전망이 나왔다. 흥국증권은..."
64,4일 전,"고유가·친환경 쌍발엔진 점화, 세아제강지주 '사상 최대실적'",국제유가가 강세를 지속하면서 북미 유전 개발이 활황을 보이고 있다. 유정용(유전 등 원유시추용) 강관과 송유관 수요가 계속 늘어날 것으로 기대된다. 세아는 북미서 높은 시장지배력을 유지하고 있다. 현지 생산을...
65,2022.02.04.,정유주 강세…국제유가 7년여만 90달러 돌파,S-Oil(에스오일)이 국제유가 상승세에 강세다. 서부텍사스산원유(WTI) 가격은 7년여 만에 처음 배럴당 90달러를 돌파했다. 4일 마켓포인트에 따르면 에스오일은 이날 오전 9시5분 전거래일보다 3500원(3.89%) 오른...
66,2022.02.04.,국제유가 7년여만에 90달러 돌파…올들어 20%↑,국제유가가 공급 차질과 우크라이나 사태 악화 우려에 상승 흐름을 이어가고 있다. 3일(현지 시각) 뉴욕상업거래소에서 3월물 서부 텍사스산원유(WTI)는 전거래일 대비 2.01달러(2.28%) 상승한 배럴당 90.27달러에...
67,4일 전,체감유가 이미 100달러…물가 상승률 4% ‘빨간불’,국제유가 급등과 원달러 환율 상승이 겹치면서 나타난 현상이다. 유가 정보 사이트 오피넷에 따르면 국내로 들여오는 원유 기준인 두바이유 현물 가격(싱가포르 거래소 기준)은 1월 28일 87.58달러를 기록했다....
68,2일 전,실적 성장세 꺾인 석유화학 시장…국제유가 리스크에 '발목',최근 배럴당 90달러대를 돌파한 국제유가의 변동세가 점차 거세지면서 이로 인한 원자재 공급난을 비롯한 시장 상황 악화 전망이 드리우고 있는 가운데 관련 시장 수요까지 주저앉으면서 추가적인 악재가 우려되고...
69,2일 전,<뉴욕은 지금> 인플레 시대의 국제유가 관전 포인트,글로벌 금융시장 참가자들의 시선이 국제유가로 쏠리고 있다. 7년 만에 최고치까지 치솟은 국제유가가 배럴당 100달러라는 심리적 저항선도 뚫을 기세를 보여서다. 일부 전문가들은 인플레이션 압력이 가중되는 가운데...
70,5일 전,"""유가 100달러 넘는다…쉘·산토스·시누크 담아라""",국제 유가가 7년여 만에 배럴당 90달러를 넘어서면서 에너지 시장 랠리에도 관심이 모아지고 있다. 우크라이나를 둘러싼 러시아와 서방 국가들의 갈등이 이어지면서 원자재 시장 수급 불안 우려가 커졌다. 유럽중앙은행...
71,2022.02.03.,재고감소에 우크라이나 사태까지...국제유가 7년 만에 최고치,국제유가가 석유수출국기구(OPEC)와 러시아 등 비(非) OPEC 주요 산유국의 협의체인 ‘OPEC 플러스(OPEC+)’의 원유 증산 유지 방침에도 불구하고 7년 만에 가장 높은 수준까지 치솟았다. 최근 원유 재고가 예상치...
72,2022.02.04.,국제유가 상승세 언제까지…WTI 7년 만에 90달러 돌파,국제유가가 매섭게 상승하고 있다. 브렌트유에 이어 서부 텍사스산 원유(WTI)마저 배럴당 90달러를 돌파한 것이다. 지난해 제기됐던 배럴당 100달러 우려가 현실화되는 분위기다. 일부에선 배럴당 120달러 전망마저...
73,4일 전,국제유가 숨고르기...서부텍사스유 1%↓,"카스텐 프리츠 애널리스트는 ""원유제재가 풀리면 원유시장의 수급 완화에 도움을 줄 수 있다""고 말했다. 국제유가는 최근까지 우크라이나 사태와 재고 감소 등의 영향으로 상승세를 이어와 배럴당 90달러를 넘어섰다."
74,2022.02.03.,"국제유가, 7년 만에 최고치···OPEC+는 기존 증산 유지 방침",벤 케힐 전략국제문제연구소(CSIS) 소장은 “우크라이나에 대한 러시아의 잠재적 침공 가능성이 원유 시장을 과민하게 만들었다”며 “이런 긴장 상황에서 (원유) 생산 차질은 유가를 배럴당 100달러보다 훨씬 높은...
75,3일 전,(특징주)국제유가 상승 제동에 에너지주 하락,뉴스토마토 = 우연수 기자 |  천정부지 치솟던 국제유가가 이틀 연속 주춤하면서 국내 정유 및 석유 관련주들이 장 초반 하락하고 있다. 9일 한국거래소에 따르면 이날 오전 9시17분 현재 한국석유(004090)는 전일...
76,2022.02.04.,"""휘발유값 또 1800원 넘을라""...국제유가 7년만에 90달러 돌파",국제유가가 공급 차질과 지정학적 우려로 급등하며 7년 만에 최고 수준을 기록했다. 1년 전 이맘 때보다 60%나 치솟은 수준이다. 정부가 한시적으로 유류세 인하 조치를 취하고 있지만 국제유가 오름폭이 더 커지면...
77,4일 전,"[생생경제] ""국제 유가 상승 지속, 물가 걱정 되네""","[생생경제] ""국제 유가 상승 지속, 물가 걱정 되네"" -치솟는 국제유가…기름값 역대 최고점 경신 전망 -지난해 2030 아파트 매입 비중 최고…금리 인상 부담 우려 ◇ 전진영 PD(이하 전진영)> 이 시간은 <조프로 경제팁이......"
78,5일 전,치솟는 국제유가·원자재…ETF 지금 살까,"기사내용 요약원자재펀드 연초이후 수익률 4.85% 업계 ""2분기 WTI 배럴당 100달러 돌파"" 전망 국제 유가가 7년 만에 배럴당 90달러를 돌파하고 원자재 가격도 급등하면서 관련 상품에 투자하는 상장지수펀드(ETF)에..."
79,5일 전,국제유가 100달러 임박…‘우크라 리스크’에 원자재값 비상,우크라이나 사태 위기감이 높아지면서 국제유가가 폭등하고 원자재 가격이 일제히 오르면서 세계 경제에 비상이 걸렸다. 당장 국내 산업계도 유가 상승에 직접적인 영향권에 있는 항공업은 물론이고 철광석 값...
80,3일 전,오르고 또 오르는 국제유가…해외 건설 수주 확대 기대감↑,코로나19 사태 발발 후 급락했던 국제유가가 회복세를 넘어 강한 상승세를 보이면서 우리 기업의 해외 건설 수주 확대 기대감이 커졌다. 중동 산유국 경기가 살아나면서 사업 발주량이 증가할 수 있기 때문이다....
81,2일 전,"[속보] 국제유가, 상승 마감···WTI 0.3%↑",국제유가가 상승마감했다. 9일(현지시간) 뉴욕상업거래소(NYMEX)에서 3월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 0.30달러(0.3%) 하락한 배럴당 89.66달러에 거래를 마쳤다.
82,7일 전,농산품값·공공요금·유가…3중고에 한국도 '4%대 물가' 위협,소비자물가 넉달째 3%대 딸기 45%·수입쇠고기 24% '쑥' 억눌렸던 전기요금도 5% 올라 외식비·석유류 물가상승 주도 우크라 전운發 국제유가 상승에 이달 기름값 추가인상 불가피 한은 2월 금리인상 가능성 '고개' ◆ 물가...
83,2022.02.03.,서울 휘발윳값 1800원 육박…국제유가 상승·환율 약세 여파,우크라이나를 둘러싼 러시아와 서방 국가들의 긴장 고조로 국제유가가 고공행진을 이어가면서 국내 주유소 휘발유 가격이(서울 기준) 다시 리터당 1800원에 근접하고 있습니다. 오늘 한국석유공사 유가정보사이트...
84,4일 전,고유가에 항공·해운·석화업계 ‘긴장’,"러시아·우크라이나 갈등, 경기회복 기대감에 따른 석유 수요 확대 등 대내외 불안 요인으로 인해 국제유가가 90달러를 돌파하는 등 고공행진을 이어가면서 산업계가 긴장하고 있다. 특히 항공·해운업계는 연료비 상승에..."
