,날짜,제목,요약
20,2017.10.10.,"플래츠 ""국제유가, 아직 상승세 아니다…공급과잉 상황""",(서울=연합인포맥스) 임하람 기자 = 글로벌 원자재·에너지 정보업체 스탠더드앤드푸어스(S&P) 글로벌플래츠는 국제유가가 아직 완전한 상승세에 진입하지 못했다고 분석했다. S&P 글로벌플래츠의 음리간카 자이푸리야르...
21,2017.10.09.,"트럼프, 새 對이란 전략 발표 초읽기...국제유가 새 변수로",이투데이=배수경 기자 | 도널드 트럼프 미국 대통령이 이란에 대한 새로운 대응책을 담은 포괄적 전략을 이번 주 발표할 것으로 알려지면서 국제유가에 새 변수로 떠올랐다. 미국 경제전문 방송 CNBC는 RBC캐피털마켓의...
22,2017.10.07.,"국제유가, 폭풍 네이트 우려에 하락…WTI 50달러 붕괴",국제유가가 열대성 폭풍 네이트에 대한 우려로 하락 마감했다. 6일(현지시각) 뉴욕 상품거래소(NYMEX)에서 거래된 서부텍사스산 원유(WTI) 11월물은 전날보다 2.95% 하락한 49.29달러에 마감했다. 런던 ICE...
23,2017.09.30.,국제유가 강보합…이달에만 9% 상승,국제유가가 29일(현지시간) 소폭 올랐다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 11월 인도분은 전날보다 배럴당 0.2% 오른 51.67달러를 기록했다. 런던 ICE 선물거래소의 브렌트유 11월물도...
24,2017.10.06.,"[포토]고꾸라지는 국제유가, 국내는 연일 최고치","국제유가는 미국 석유수출량이 증가하면서 하락세를 보여주고 있지만, 국내 기름값은 상승세를 이어가고 있어 대조를 보이고 있다. 윤동주 기자 doso7@asiae.co.kr ▶ 양낙규의 [군사이야기] ▶ #오늘의 특징주!..."
25,2017.09.30.,국제유가 들썩이자 휘발유 가격 9주 연속 상승,"[서울경제] 국제유가가 50달러선을 넘어서면서 국내 휘발유 가격도 따라 오르고 있다. 특히 주유소 휘발유 가격이 9주 연속, 경유는 10주 연속 뛰면서 소비자들의 부담도 가중되는 상황이다. 30일 한국석유공사..."
26,2017.10.06.,"국제유가, 감산 연장 기대로 상승",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 5일(현지시간) 상승했다. 살만 빈압둘아지즈 알사우드 사우디아라비아 국왕과 블라디미르 푸틴 러시아 대통령의 만남은 원유 감산 연장에 대한 기대를 키웠다....
27,2017.10.07.,배럴당 50달러 선에 안착한 국제 유가…'하락'에 베팅하는 개미들,[ 하헌형 기자 ] 국제 유가가 배럴당 50달러 선에 안착하자 원유 관련 상장지수증권(ETN)과 상장지수펀드(ETF)에 투자했던 개인투자자들이 차익 실현 매물을 쏟아 내고 있다. 지난 8월 이후 한 달 넘게 배럴당...
28,2017.10.03.,"국제유가, 산유량 증가 조짐에 하락",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 2일(현지시간) 비교적 큰 폭으로 하락했다. 최근 수요 개선 기대에 따른 가격 상승으로 원유 생산량이 증가할 조짐을 보이면서 투자 심리가 누그러졌다. 원유<사진...
29,2017.09.27.,"국제유가, 재고 증가에 하락…WTI 0.7%↓",국제유가가 26일(현지시간) 하락했다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 11월 인도분은 전날보다 배럴당 0.7%(0.34달러) 하락한 51.88달러를 기록했다. 런던 ICE 선물거래소의 브렌트유...
30,2017.10.05.,"국제유가, 미 재고 큰 폭 감소에도 하락","[뉴욕=뉴스핌 김민정 특파원]  국제유가가 4일(현지시간) 하락했다. 미국의 원유 재고가 예상보다 큰 폭으로 감소했지만, 리비아의 최대 유전이 생산을 재개했다는 소식은 유가 하락 압력이 됐다. 미국 텍사스주..."
31,2017.10.05.,"국제유가 사흘째 하락…美 생산·수출 급증, 공급우려↑",2016.12.4/뉴스1 © News1 구윤성 기자 4일(현지시간) 국제 유가가 3거래일 연속 하락했다. 미국 원유 수출량이 사상최대치인 일평균 198만배럴까지 대폭 늘어나면서 글로벌 공급 과잉 우려가 확대됐다. 미국...
32,2017.10.03.,고꾸라지는 국제유가‥고향길 기름값도 떨어지나,- 국제유가 급락 흐름‥WTI 배럴당 50달러 위태 - 오름세 타던 국내 유가도 2~3주 시차두고 반영 국제유가가 다시 고꾸라지고 있다. 배럴당 50달러가 위협받는 중이다. 시차를 두고 국내유가에도 영향을 줄 전망이다....
33,2017.09.28.,"""국제유가 호황장 진입···배럴당 85달러까지 오를 것""CNBC",있다면서 국제유가가 80달러를 돌파할 때까지 오를 것이라고 보도했다. 2017.09.28. = 국제유가의 본격적인 호황장이 시작됐다는 주장이 제기됐다. 현재 배럴당 50달러 후반대인 국제유가가 80달러를 돌파할 때까지...
34,2017.10.03.,휘발유값 '193일만에' 1500원대 돌파..국제 유가는 하락,"또, '정유사-유통사-주유소'로 이어지는 유통구조상에서 영업전략이나 마진 반영 등으로 국제유가와 국내 기름값이 '따로 노는' 상황이 발생하고 있다. 정유사 관계자는 ""국내 기름값은 국제 유가보다는 싱가포르..."
35,2017.10.07.,"9월 수출 사상 최대…10월 코스피, 유가 추이 봐야","그는 ""연일 지속되고 있는 국제유가 상승추이가 4분기까지 갈 것인지를 생각해 볼 필요가 있다""며 ""3대 유가 모두 9월 들어 배럴당 50달러 수준을 넘어서며 수출입 경기에 우호적인 환경을 조성하고 있긴 하지만..."
36,2017.10.04.,월가 IB 국제유가 전망 5개월 연속 하락,[뉴욕 = 뉴스핌 황숙혜 특파원]  월가 투자은행(IB)의 국제 유가 전망이 5개월 연속 하락했다. 서부텍사스산원유(WTI)가 배럴당 50달러를 뚫고 오르는 등 최근 유가가 강한 상승 탄력을 보였지만 월가는 내년 공급 과잉...
37,2017.10.02.,국제유가 석달새 30%↑… 휘발유값 9주연속 상승,[동아일보] OPEC-러 감산합의에 오름세… 연내 배럴당 60달러 전망도 국제유가가 최근 석 달 새 30%가량 급등하면서 본격적인 상승장에 진입한 것 아니냐는 전망이 나왔다. 지난달 29일(현지 시간) 뉴욕상업거래소...
38,2017.10.01.,유가상승에 원유ETF 석달새 19% 수익,주의해야 국제 유가가 바닥을 찍고 회복세를 보이고 있어 '원유펀드' 수익률이 덩달아 오르고 있다. 최근 한 달 기준 10% 안팎의 짭짤한 수익을 내면서 투자자 관심을 사로잡고 있다. 원유 시세가 상승 국면일 때...
39,2017.10.04.,"국제유가, 차익실현에 하락…재고 지표 주목",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 3일(현지시간) 하락했다. 최근 유가가 고점을 찍으면서 차익실현 매물이 나왔다. 원유 공급 업체들이 산유량을 늘릴 것이라는 전망도 유가를 압박했다. 원유<사진...
40,2017.10.01.,'정제마진+국제유가+배당' 20만원 앞둔 SK이노,"[[추석연휴 하루 한 종목]②SK이노베이션, 8$대 정제마진에 국제유가 50달러선 안착] SK이노베이션은 우호적인 주가환경과 2분기 말 이후 강세를 유지하고 있는 정제마진, 세계 경기 회복세 등 호재를 타고 3분기..."
41,2017.09.27.,국제유가 석달간 30% 치솟으며 2년來 최고…60달러 넘어 더 뛸까,"[그래픽] 국제유가 석달간 30% 상승 2년 만에 최고치 산유국 원유 공급과잉 해소노력·쿠르드자치정부 독립 움직임 여파 ""2019년까지 공급 부족 전망"" vs ""감산기간 연장 안되면 상승세 제한"" 국제유가가 석 달 새 30..."
42,2017.10.02.,오르는 유가에 에너지 조선 건설 기대감 쑥,29일(현지시간) 국제유가(서부텍사스산중질유 기준) 배럴당 51.56달러에 거래됐다. 지난 6월 21일 42.53달러로 올해 최저점을 찍은 후 꾸준히 상승세를 이어 온 결과다. 시장에서는 이 같은 상승세가 연말까지 이어질...
43,2017.09.28.,[국제유가] 미국 원유재고 감소… WTI 0.5%↑,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 미국의 지난주 원유재고가 예상과 달리 감소했다는 소식에 소폭 상승했다. 27일(현지시간) 서부텍사스원유(WTI) 11월물은 26센트(0.5%) 상승한...
44,2017.10.05.,[국제유가] 美 원유 수출량 증가에 따른 공급과잉 우려에 하락,문은주 기자 joo0714@ajunews.com [사진=연합/AP] 4일(현지시간) 국제유가는 미국 원유 수출량이 증가했다는 발표 내용에 영향을 받아 공급과잉 우려가 확산되면서 하락 마감했다.   뉴욕상품거래소(NYMEX)에서...
45,2017.09.23.,국제유가 5월 이후 최고…WTI 0.2%↑,국제유가가 22일(현지시간) 소폭 올랐다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 11월 인도분은 전날보다 0.2%(0.11달러) 오른 배럴당 50.66달러를 기록했다. 지난 5월 이후 최고 수준이다. 런던 ICE...
46,2017.09.29.,상승세 타던 국제유가 조정 국면,美 WTI 1.1% 하락…배럴당 51.56달러 [서울경제] 국제유가가 28일(현지시간) 하락했다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 11월 인도분은 전날보다 배럴당 1.1%(0.58달러) 내린 51.56달러를...
47,2017.09.29.,[국제유가] 조정 국면 진입… WTI 1.1%↓,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 최근 급등세에 따른 조정에 하락했다. 28일(현지시간) 뉴욕상업거래소(NYMEX)에서 서부텍사스원유(WTI) 11월물은 전 거래일보다 58센트(1.1%) 하락한...
48,2017.09.26.,"유럽증시, 하락 출발…국제유가 60달러에 '바짝'","세계 곳곳에서 지정학적 긴장감이 커지면서 유럽 주요국 증시가 대체로 하락하고 국제유가는 치솟았다. 독일 프랑크푸르트 증시의 DAX 지수는 26일 오후 4시 56분(한국시간) 전날 종가보다 0.07% 하락한 12,586.49에..."
49,2017.10.03.,[국제유가] WTI 2.1% 급락…브렌트유 장중 2% 넘게 밀려,국제유가가 1달러 이상 밀리면서 배럴당 50달러선을 위협 받았다. 서부텍사스원유(WTI)는 2일(현지시간) 1.09달러(2.1%) 급락한 배럴당 50.58달러를 기록했다. 장중 3% 넘게 밀리기도 했다. 브렌트유 역시 0.85달러(1.5...
50,2017.09.29.,[국제유가] 차익 실현 매물에 1.1% 하락…WTI 51.56달러,[한국경제TV 신선미 기자] 유가가 하락했다. 하지만 유가는 3분기 마지막 거래를 앞둔 가운데 분기로는 상승세를 유지했습니다. 28일(현지시간) 뉴욕상업거래소에서 11월분 서부텍사스산원유(WTI)는 전일대비 배럴당...
51,2017.10.06.,[국제유가] 감산 연장 기대감에 상승…WTI 1.6%↑,이투데이=이지민 기자 | 국제유가는 5일(현지시간) 상승했다. 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부텍사스산 중질유(WTI) 가격은 전 거래일 대비 81센트(1.6%) 상승한 배럴당 50.79달러로 거래를 마쳤다. 지난달...
52,2017.09.21.,국제유가 '감산 연장' 소식에 상승…WTI 1.6%↑,국제유가가 20일(현지시간) 올랐다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 11월 인도분은 전날보다 1.6%(0.79달러) 오른 50.69달러를 기록했다. 런던 ICE 선물거래소의 브렌트유 11월물도 전날보다...
53,2017.09.23.,국제유가 강세에 휘발유값 8주 연속↑…리터당 1천485원,"한국석유공사는 ""석유수출국기구의 감산 기간 연장 가능성 등으로 국제유가가 소폭 상승함에 따라 국내 유가도 오름세를 유지할 것으로 보인다""고 밝혔습니다. 김세의 기자 (coach43@imbc.com) Copyright(c)..."
54,2017.09.27.,[그래픽] 국제유가 석달간 30% 상승 2년 만에 최고치,국제유가가 석 달 새 30%가량 급등하자 본격적인 상승장에 진입했다는 전망이 제기되고 있다. 27일 마켓워치 등에 따르면 지난 25일(현지시간) 런던 ICE 선물거래소에서 브렌트유 11월 인도분 가격은 배럴당...
55,2017.09.26.,"국제유가, 감산 기대감에 상승 마감",국제유가가 산유국들의 감산이 연장될 것이라는 기대감에 상승 마감했다. 25일(현지시각) 뉴욕 상품거래소(NYMEX)에서 거래된 서부텍사스산 원유(WTI) 11월물은 전날보다 3.08% 상승한 52.22달러에 거래를 마쳤다....
56,2017.10.06.,"또 허리케인 접근?...국제 유가, 갑자기 급반등","미국 원유재고 격감, 산유국 감산 논의 등도 유가 반등에 기여 [초이스경제 이미애 기자] 5일(미국시각) 국제 유가가 최근의 부진에서 벗어났다. 미국산과 북해산 유가 모두 급등했다. 미국의 원유비축량 감소..."
57,2017.09.20.,"국제유가, 소폭 조정…WTI 0.9%↓",원유 시추[EPA=연합뉴스 자료사진] 국제유가는 19일(현지시간) 소폭 하락했다. 최근 오름세를 이어간 탓에 조정 압력을 받는 모양새다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은...
58,2017.10.03.,[국제유가] 산유량 증가 우려로 1주여래 최저치 마감,윤세미 기자 fiyonasm@ajunews.com [사진=연합/AP] 2일(현지시간) 국제유가가 1주여래 최저치로 하락했다. 달러가 오르고 석유수출국기구(OPEC)의 감산 이행율이 떨어졌다는 소식이 악재였다. 미국의 원유 생산이 증가하고...
59,2017.09.29.,[국제유가] 美 생산량 증가 소식에 '하락'… WTI 51.56달러,"[뉴데일리-윤희성 기자] 국제유가가 미국 원유 생산 증가, 차익실현 매물 증가 등으로 하락했다. 29일 한국석유공사에 따르면 28일(현지시간) 뉴욕 상업 거래소(NYMEX)에서 형성된 WTI(서부텍사스산)의 가격이..."
60,2017.09.30.,"국제유가, 쿠르드 독립투표 영향 주목 속 혼조...WTI, 분기 10.5%↑",유가가 상승했다. 투자자들이 석유매장량이 많은 이라크 쿠르드지역의 분리독립 투표결과의 여파에 주목하면서다. 유가는 분기로는 올 들어 처음으로 상승했다. 29일(현지시간) 뉴욕상업거래소에서 11월분...
61,2017.09.26.,하루새 3% 급등했지만···국제유가 '불마켓' 이어질까,"WTI 6월比 22% 올라 ""상승장 진입"" ""OPEC 감산 등 맞물려 일시적 상승"" 일각선 낙관론 경계 목소리도 나와 석유수출국기구(OPEC) 깃발 /블룸버그 [서울경제] 국제유가가 하루 사이 3% 넘게 급등하는 기염을 토했다. 미국..."
62,2017.09.30.,"국제유가, 낙관론 지속에 상승",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 29일(현지시간) 완만히 상승 마감했다. 수급 여건에 대한 낙관론이 지속하면서 유가는 월간·분기 기준으로도 높은 상승률을 기록했다. 원유<사진=블룸버그...
63,2017.09.27.,'저유가 시대 끝났다'···가격 상승 점치는 석유시장 큰 손들,반면 국제유가가 배럴당 60 달러 이상 상승하기 어려울 것이라는 회의론도 여전히 남아 있다. 유가가 오르기 시작하면 미국의 셰일가스 등 산유국 외부에서 에너지 공급이 늘어날 수 있기 때문이다....
64,2017.09.19.,국제유가 강보합세…WTI 49.91달러,국제유가가 18일(현지시간) 소폭 올랐다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 전 거래일보다 배럴당 2센트 오른 49.91달러를 기록했다. 허리케인 여파로 일시 폐쇄됐던...
65,2017.10.03.,[국제유가] OPEC 산유량 증가에 급락…WTI 2.1%↓,이투데이=배준호 기자 | 국제유가는 2일(현지시간) 급락했다. 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부텍사스산 중질유(WTI) 가격은 전 거래일 대비 1.09달러(2.1%) 급락한 배럴당 50.58달러로 거래를 마쳤다. WTI는...
66,2017.10.07.,"열대폭풍이 악재로 둔갑...국제 유가 급락, WTI 50달러 붕괴","영국 파이낸셜타임스는 ""이날 멕시코만에 열대폭풍 네이트가 접근하면서 정유소에서의 원유 수요를 낮출 것이란 우려로 국제유가가 하락했다""고 전했다. 전날엔 열대폭풍의 접근이 원유생산에 차질을 가할 것이란..."
67,2017.09.28.,반갑다 유가강세…코스피 조정 속 정유株 '맑음',"[국제유가 배럴당 50달러대 안착…정유주 3분기 이후 20~30% 수익률, SK이노 6년만에 20만원선 눈앞] 정유주가 국제유가 강세를 반기고 있다. 정제마진이 배럴당 8달러 수준을 유지하며 안정적 수익기반을 확보한..."
68,2017.09.13.,8월 수출입물가 두 달 연속 상승…국제유가 영향,수입물가 1.5% 올라…부탄가스 25% 급등 지난달 수출물가와 수입물가가 국제유가 상승에 맞춰 나란히 올랐다. 한국은행이 13일 발표한 '2017년 8월 수출입물가지수'에 따르면 8월 수출물가지수(2010=100·원화기준)는...
69,2017.09.26.,[국제유가] 산유국 “수급균형 전망”… WTI 3%↑,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 큰 폭으로 상승했다. 주요 산유국들이 글로벌 시장의 수급균형이 이뤄지고 있다고 말한 가운데 터키는 쿠르드 자치지역의 원유 수출을...
70,2017.09.29.,"국제유가, 차익매물에 하락…""9월 상승은 과도""",국제유가가 차익실현 매물에 하락 마감했다. 28(현지시각) 뉴욕 상품거래소(NYMEX)에서 거래된 서부텍사스산 원유(WTI) 11월물은 전날보다 1.11% 오른 51.56달러에 거래를 마쳤다. 런던 ICE 선물거래소에서 거래된...
71,2017.09.26.,"국제유가 3% 급등…원유시장, 강세장 진입?",[브렌트유 2015년 7월 후 고점으로 상승 ] 2014년 1월 이후 국제유가 브렌트유 추이/자료=블룸버그 국제유가가 공급위축과 수요증가 전망 속에 2년여 고점까지 급등했다. 수년간 횡보하던 원유시장이 '강세장'에...
72,2017.09.15.,"국제유가, '수요 증가' 전망에 상승…WTI 1.2%↑",국제유가가 14일(현지시간) 원유수요가 늘어날 것이라는 전망에 상승했다. 이날 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 10월 인도분은 전날보다 1.2%(0.59달러) 오른 배럴당 49.89달러에 거래를...
73,2017.09.28.,[국제유가] 美 정제설비 정상가동 소식에 '상승'… WTI 52.14달러,[뉴데일리-윤희성 기자] 국제유가가 미국 정제시설 가동 정상화에 따른 원유 수요 증가 전망으로 상승했다. 28일 한국석유공사에 따르면 27일(현지시간) 뉴욕 상업 거래소(NYMEX)에서 형성된 WTI(서부텍사스산)...
74,2017.09.30.,"한치 앞도 모른다…정유업계, 유가 등락 소식에 ‘표정관리’",국제유가가 상승기조를 타면서 국내 정유업계에 미칠 영향에 관심이 쏠리고 있다. 원유 공급 감소와 수요 증가 전망이 복합적으로 작용하면서 최근 유가는 오름세를 보이고 있는 상황이다. 일각에서는 국제유가가 석...
75,2017.09.27.,[국제유가] 차익실현 매도 증가 영향 '하락'… WTI 51.88달러,[뉴데일리-윤희성 기자] 국제유가가 ▲차익실현 매도 증가 ▲미국 원유 재고 증가 전망 ▲달러화 강세 등으로 하락했다. 27일 한국석유공사에 따르면 26일(현지시간) 뉴욕 상업 거래소(NYMEX)에서 거래된 WTI...
76,2017.09.26.,[국제유가] IEA 석유수급 균형 전망 '상승'… WTI 52.22달러,[뉴데일리-윤희성 기자] 국제유가가 석유시장 수급 균형 기대감 등으로 상승했다. 26일 한국석유공사에 따르면 25일(현지시간) 뉴욕 상업 거래소(NYMEX)에서 형성된 서부텍사스산(WTI)의 가격이 전일대비 배럴당 1....
77,2017.09.20.,국제유가 강세에 휘발유값 8주 연속 올라,= 휘발유값이 국제유가 강세에 영향을 받아 8주 연속 올라 서민 가계에 부담을 주고 있다. 사진은 20일 서을 시내 한 주유소 모습. 2017.09.20. photocdj@newsis.com [사진 영상 제보받습니다] 공감언론 뉴시스가...
78,2017.09.27.,[국제유가] 미국 원유재고 증가 전망… WTI 0.65%↓,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 미국의 지난주 원유재고가 4주 연속 증가세를 나타낼 것으로 예상돼 하락했다. 26일(현지시간) 뉴욕상업거래소(NYMEX)에서 서부텍사스원유(WTI)...
79,2017.09.29.,"국제 유가, 차익실현 매물에 일보 후퇴",[뉴욕 = 뉴스핌 황숙혜 특파원]  차익실현 매물이 쏟아지면서 국제 유가가 하락했다. 서부텍사스산원유(WTI)가 배럴당 50달러를 뚫고 오르는 등 9월 들어 유가 상승이 과도했다는 의견이 힘을 얻으면서 투자자들이...
80,2017.09.29.,[CNBC브리핑] 국제유가 장밋빛 전망…배럴당 80달러대 돌파 예상,■ 경제와이드 모닝벨 '이 시각 CNBC 브리핑' <앵커> 국제유가가 조정장에 들어선 가운데 오히려 호황장이 시작될 것이라는 전망이 제기됐습니다. 외신팀 이승희 기자 나왔습니다. 국제유가가 최근 약세를 보이고...
81,2017.09.30.,"[해외증시] 미국·유럽증시, 상승마감..국제유가 오름세",국제유가는 원유 수요가 늘어날 것이라는 전망에 상승했다. 최근 이라크 쿠르드자치정부(KRG)의 분리·독립 찬반투표도 유가를 끌어올렸다. 뉴욕상품거래소(NYMEX)에서 서부 텍사스산 원유(WTI) 11월...
82,2017.09.29.,"[공략 9 to 10] 연휴 이후, 국제유가에 주목! 관심주 '휴비스'","* 내일의 키워드 '유가에서 힌트를 얻어라' - 국제유가, 올해 저점대비 25% ↑ - OPEC, 감산기간 내년까지 연장 기대 - 글로벌 원유 수요, 완만한 회복 전망 - 정유 · 화학 · 신재생에너지 관련주 관심 * 오현진 팀장의 AM..."
