,날짜,제목,요약
10,2019.12.10.,"뉴욕증시,미·중 무역합의 기한 임박 다우지수 0.38%↓...국제유가 WTI 0.3%↓","국제유가는 중국의 수출 지표 부진으로 투자심리가 위축,약보합세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 0.3%(0.18달러) 하락한 59...."
11,2019.12.06.,"국제유가, 감산확대 여부 촉각…WTI '제자리걸음'",이준서 특파원 = 국제유가는 5일(현지시간) 보합권에 머물렀다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날 종가와 같은 배럴당 58.43달러에 거래를 마쳤다. 런던 ICE...
12,2019.12.07.,"국제유가, 산유국 감산확대 합의에 강세…WTI 1.3%↑",이준서 특파원 = 국제유가는 6일(현지시간) 1%대 강세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 배럴당 1.3%(0.77달러) 상승한 59.20달러에 거래를 마쳤다. 이로써 WTI는...
13,2019.12.10.,9일 국제유가 하락,"74달러에 마감됐다. 한국석유공사는 9일 국제유가는 중국의 수출지표 부진 등으로 하락했고 OPEC의 추가감산 합의여파 지속, 미중 무역협상 1단계 합의 기대감, 미 달러화 약세 등은 하락폭을 제한했다고 전했다."
14,2019.12.05.,국제유가 '美재고 급감'에 초강세…WTI 4.2%↑,이준서 특파원 = 국제유가는 4일(현지시간) 4% 안팎 급등세를 탔다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 4.2%(2.33달러) 상승한 58.43달러에 거래를 마쳤다....
15,2019.12.09.,"12월 1주차 국제 유가, 감산 부정 전망 ↓",11월28일부터 12월5일까지의 국제유가는 OPEC+의 생산정책 변경에 대한 부정적 전망과 사우디의 추가 감산 중단 위협 발언 등 감산에 대한 부정적 전망에 소폭하락했다. 한국석유공사 석유동향팀은 6일...
16,2019.12.08.,"석유 순수출국 된 美…국제유가 아래로, 아래로",[9월 미 석유 수출량>수입량 역전…1973년 이후 처음] 미국이 석유 순수출국으로 전환하면서 향후 국제유가를 떨어뜨리는 힘으로 작용할 전망이다. 한국은행이 9일 발표한 '해외경제포커스' 보고서에 따르면 지난...
17,2019.12.10.,中 수출지표 부진...국제 유가 압박,9일(미국시각) 국제 유가가 약보합 속 관망세를 보였다. 중국의 수출 부진이 유가에  부정적인 영향을 미쳤다. 블룸버그 집계에 따르면 이날 미국 동부시각 오후 2시28분 기준 뉴욕상업거래소에서 내년 1월 인도분...
18,2019.12.09.,[2020년 유가 전망] 브렌트유 60~63달러 수준…반등 어려워,"현재 국제 유가는 브렌트유가 64.09달러, WTI 가격이 58.80달러 수준이다. 특히 감산에 합의한 산유국들이 이행 여부와 관련해 계속 갈등을 빚을 가능성이 있다는 점, 수요 측면에서는 세계 경제를 짓누른 미·중..."
19,2019.12.09.,6일 국제유가 상승,"Dubai(두바이유) 역시 배럴당 0.29달러 상승한 배럴당 63.02달러에 마감됐다. 한국석유공사는 6일 국제유가는 OPEC의 추가감산 합의 소식으로 상승했고, 미 달러 강세 등은 상승폭을 제한했다고 전했다."
20,2019.12.04.,"국제유가, 감산확대 관측 속 강보합…WTI 0.3%↑",이준서 특파원 = 국제유가는 3일(현지시간) 소폭 상승하면서 이틀째 오름세를 이어갔다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.3%(0.14달러) 상승한 56.10달러에 거래를...
21,2019.12.10.,"국제유가 소폭 하락, 중국 수출 줄어 투자심리 위축",국제유가가 소폭 하락했다. 9일 뉴욕상업거래소에서 2020년 1월 인도분 서부텍사스산 원유(WTI) 가격은 직전 거래일인 6일보다 0.3%(0.18달러) 하락한 59.02달러에 거래를 끝냈다. 9일 국제유가가 소폭 하락했다....
22,2019.12.05.,추가 감산 못하면 유가 30% 급락,국제유가가 내년에 지금보다 30% 폭락할 수도 있다는 전망이 나왔다. 공급과잉이 예상되는 가운데 각료회의를 여는 석유수출국기구(OPEC)와 러시아 등 비OPEC 감산 참여국들이 추가 감산에 합의하지 않으면 배럴당...
23,2019.12.07.,주요 산유국 하루 50만 배럴 추가 감산에도 유가 인상 불투명,여기에 미국의 셰일 오일 공급이 기하급수적으로 늘어나고 있어 OPEC+가 감산을 해도 전체적인 공급 과잉 현상을 막기 어렵다. 따라서 전문가들은 국제 유가가 배럴당 50달러 아래로 다시 내려갈 수 있다고 전망했다.
24,2019.12.07.,"[원유마감]유가 상승…OPEC+, 내년 감산규모 확대",6일(현지시간) 국제유가가 상승했다. 로이터통신에 따르면 이날 뉴욕상업거래소(NYMEX)에서 서부텍사스산원유(WTI) 선물은 전 거래일보다 배럴당 0.77달러(1.3%) 오른 59.20달러로 거래를 마쳤다. 국제유가 기준점인...
25,2019.12.10.,[Biz 브리프] '국제유가 소폭 하락' 외,국제유가 소폭 하락 국제유가는 9일 약보합세를 나타냈다. 이날 뉴욕상업거래소에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 0.3%(0.18달러) 하락한 59.02달러에 거래를 마쳤다. 중국의 수출...
26,2019.12.03.,"국제유가, 감산 확대 전망 속 강세…WTI 1.4%↑",이준서 특파원 = 국제유가는 2일(현지시간) 1% 안팎 오름세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 1월 인도분 서부 텍사스산 원유(WTI)는 전거래일보다 배럴당 1.4%(0.79달러) 상승한 55.96달러에 거래를...
27,2019.12.09.,[2019년 3분기 실적분석] 정유업계 이익 반토막… 정제마진 부진에 유가도 흔...,SK이노베이션·GS칼텍스·S-OIL·현대오일뱅크 등 정유 빅4는 상반기 내내 손익분기점(BEP)을 밑돈 정제마진에 시달린데 이어 3분기에는 국제유가 하락기조에 부딪쳤다. 이에 4사 모두 3분기 누적 영업이익이 작년보다...
28,2019.12.10.,[국제유가]WTI 0.3%↓…中수출부진이 사우디 추가감산 의지 상쇄,"9일(현지시간) 미국 서부텍사스원유(WTI)가 0.3% 하락, 배럴당 59달러대를 간신히 유지했다. 하루 만에 반락했다. 중국 지난달 수출 부진 소식이 사우디아라비아 ‘자발적 추가 감산’ 발표 호재를 상쇄한 결과다...."
29,2019.12.06.,"국제유가, OPEC+ 감산 회의 주시하며 보합권",민지현 특파원 = 국제유가는 5일(현지시간) 보합 수준에서 거래를 마쳤다. 석유수출국기구(OPEC)와 러시아 등 감산합의체인 OPEC+가 추가 감산에 나설 것이라는 기대에 힘입어 유가는 상승 압력을 받았으나 가스...
30,2019.12.02.,"이라크 ""원유 감산확대 논의할 것""…유가 회복세(종합)",국제유가는 지난달 29일 러시아 에너지부 장관이 감산 연장 여부 결정을 내년 4월까지 유보해야 한다고 언급하면서 하루 사이에 5.1% 급락했다가 알갑반 장관의 발언으로 2일 오전(한국시간) 현재 1.9% 반등하며...
31,2019.12.08.,[국제유가] 6일 Dubai유 등 국제유가 상승,"6일 국제유가는 중동산 두바이유를 비롯해 서부 텍사스산 원유, 북해산 브렌트유 등이 모두 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0.77달러 상승한 59...."
32,2019.12.08.,"국제유가, 산유국 감산 확대 합의 영향…WTI 1.3% 상승",국제유가가 주요 산유국 감산 규모 확대 소식에 1%대 강세를 보였다. 6일(현지시간) 뉴욕상업거래소에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 배럴당 1.3%(0.77달러) 상승한 59.20달러에 거래를 마쳤다. 런던...
33,2019.12.06.,[유가마감] OPEC 감산 결정 앞두고 보합,국제유가가 보합세를 보였다. 감산 확대 여부에 대한 OPEC(석유수출국기구)의 결정을 앞두고서다. 5일(현지시간) 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부텍사스산원유(WTI)는 전날과 같은 58.43달러에...
34,2019.12.06.,[원유마감]감산 여부 결정 앞두고 양대 유가 혼조,5일(현지시간) 국제유가가 혼조세를 보였다. 미국 서부 텍사스원유(WTI) 선물은 전날과 동일하게 머물렀지만 국제유가의 벤치마크인 브렌트유는 소폭 올랐다. 로이터통신에 따르면 이날 뉴욕상업거래소(NYMEX)에서...
35,2019.12.05.,"""국제 원유시장 내년 하루 80만배럴 공급 과잉...유가 30% 급락할 수도""",석유수출국기구(OPEC)가 원유 감산 규모를 대폭 늘리지 않으면 내년 상반기 국제 유가가 30%까지 급락할 수 있다는 전망이 나왔다. OPEC과 그 동맹국들은 유가 급락을 막기 위해 극적인 조치를 고려해야 한다는 것이다....
36,2019.12.04.,"국제유가, 트럼프 발언-OPEC 감산 확대 전망에 보합",민지현 특파원 =국제유가가 3일(현지시간) 보합권에 마감했다. 도널드 트럼프 미국 대통령이 중국과 무역 협상이 지연될 수 있다고 말하면서 하락한 유가는 석유수출국기구(OPEC)와 러시아 등 감산 합의체인 OPEC+가...
37,2019.12.02.,[해외선물가이드] 아람코 IPO 흥행 변수와 국제유가는?,"- 러시아 에너지장관 ""감산 연장 논의 일러""…WTI 급반락 - ""러시아, 감산 논의 연기""…국제유가 추락 알렉산드르 노박 / 러 에너지부 장관 - ""감산 연장 여부 결정, 내년 4월까지 기다려야"" Q. 국제유가의 흐름은?..."
38,2019.12.03.,트럼프의 새로운 ‘관세폭탄’에 상반되는 주요 경제지표…뉴욕증시↓·국제유...,도널드 트럼프 미국 대통령이 브라질과 아르헨티나의 철강·알루미늄에 관세를 다시 부과하겠다고 밝힌 가운데 글로벌 경기와 밀접한 관계를 맺고 있는 뉴욕증시와 국제유가가 엇갈린 반응을 보이면서 그 배경에...
39,2019.11.30.,"국제유가, 미중 난항·수급부담에 급락…WTI 5.0%↓",이귀원 특파원 = 국제유가는 29일(현지시간) 이틀 연속 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 5.0%(2.94달러) 급락한 55.17달러에 장을 마쳤다. 런던...
40,2019.11.28.,"국제유가, 재고부담에 사흘만에 하락…WTI 0.5%↓",이귀원 특파원 = 국제유가는 27일(현지시간) 사흘 만에 하락세로 돌아섰다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.5%(0.30달러) 내린 58.11달러에 거래를...
41,2019.12.05.,"뉴욕증시,미·중 무역합의 기대 다우지수 0.53%↑...국제유가 WTI 4.2%↑",국제유가는 미국의 원유재고가 급감소식에  급등했다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 4.2%(2.33달러) 상승한 58.43달러에 거래를 마쳤다. 미 에너지정보청...
42,2019.12.02.,"유가, OPEC+의 추가감산 전망에 오름세","석유 수출국들의 추가 감산 가능성과 중국 산업 활동 활기로 국제 유가가 2일 상당한 오름세를 나타내고 있다. AP 통신과 로이터 통신에 따르면 이날 오전 9시30분(런던 시간, 한국시간 오후 5시30분) 기준 북해..."
43,2019.12.03.,"국제유가, OPEC 추가 감산 전망에 상승",민지현 특파원 = 석유수출국기구(OPEC)의 추가 감산 전망과 중국의 제조업 활동 개선으로 국제유가가 2일(현지시간) 1% 상승했다. 뉴욕상업거래소(NYMEX)에서 거래되는 1월 인도분 서부 텍사스산원유(WTI) 선물은 배럴당...
44,2019.12.03.,‘브렌트유 없는 브렌트지수’ 국제 유가 기준물로 남는다,국제유가 기준물인 브렌트유가 내년부터 실제 브렌트유는 없이 북해 등지에서 생산되는 원유의 기준물로만 남게 됐다고 월스트리트저널(WSJ)이 2일(현지시간) 보도했다. 말하자면 '브렌트유 없는 브렌트유'인 셈이다....
45,2019.11.27.,"국제유가, 미중협상 기대에 이틀째 상승…WTI 0.7%↑",이귀원 특파원 = 국제유가는 26일(현지시간) 이틀째 상승세를 이어갔다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.7%(0.40달러) 오른 58.41달러에 거래를 마쳤다. 런던...
46,2019.12.04.,"뉴욕증시,트럼프 미중 무역협상 연기 다우지수 급락ㆍ국제유가 WTI 0.3%↑",국제유가는 산유국의 감산확대 여파로 이틀째 오름세를 이어갔다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.3%(0.14달러) 상승한 56.10달러에 거래를 마쳤다. 국제금값은...
47,2019.12.05.,"국제유가 4%대 급등, 미국 원유 재고 급감에 힘받아",국제유가가 4%대 안팎으로 급등했다. 미국 원유 재고가 급감하면서 힘을 받았다. 4일 뉴욕상업거래소에서 거래된 2020년 1월 인도분 서부텍사스산 원유는 직전 거래일보다 배럴당 4.15%(2.33달러) 오른 58.43달러에...
48,2019.12.04.,"[국제유가] WTI, 미·중 무역합의 연기 우려 속 상승",도널드 트럼프 미국 대통령이 중국과의 무역합의를 내년으로 미룰 수 있다는 발언 영향으로 국제유가가 이틀째 상승세를 이어갔다. 3일(현지시간) 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는...
49,2019.12.05.,[국제유가] 4일 두바이유 등 국제유가 상승,"4일 국제유가는 중동산 두바이유를 비롯해 서부 텍사스산 원유, 북해산 브렌트유 등이 모두 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 2.33달러 상승한 58.43달러에..."
50,2019.12.07.,국제유가 오르자...미국증시 에너지주 '껑충', 6일(미국시간) 국제유가가 상승하자 미국증시 에너지섹터 주가도 일제히 올랐다. CNBC 등 주요 외신에 따르면 OPEC과 러시아 등 주요 산유국 모임인 OPEC 플러스(+)는 감산 규모를 현행 하루평균 120만배럴보다...
51,2019.11.26.,"국제유가, 미중무역협상 기대에 다시 상승…WTI 0.4%↑",이귀원 특파원 = 국제유가는 25일(현지시간) 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 0.4%(0.24달러) 오른 58.01달러에 거래를 마쳤다. 런던 ICE...
52,2019.12.03.,"유가 상승, WTI 55.96달러…감산 확대·中 PMI 개선",국제유가가 OPEC의 감산 확대 가능성에 상승했다. 3일 한국석유공사에 따르면 2일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산원유(WTI) 가격은 전일 대비 배럴당 0.79달러 오른 55.96달러로 마감했다....
53,2019.12.04.,"[국제유가] 3일 WTI·Dubai유 ↑, Brent유 ↓",3일 국제유가는 서부 텍사스산 원유와 중동산 두바이유는 상승한 가운데 북해산 브렌트유는 하락했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0.14달러 상승한 56.10달러에...
54,2019.12.06.,"뉴욕증시,미·중 무역협상 관망 다우지수 0.1% 상승...국제유가 WTI 보합세",국제유가는 '숨고르기 장세'를 보이면서 보합세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날 종가와 같은 배럴당 58.43달러에 거래를 마쳤다. 국제금값은...
55,2019.11.30.,[원유마감]美 생산량 증가에 국제유가 급락…WTI 5%↓,29일(현지시간) 국제유가가 급락했다. 로이터통신 등에 따르면 이날 뉴욕상업거래소(NYMEX)에서 서부텍사스산원유(WTI) 선물은 전 거래일보다 배럴당 2.94달러(5.06%) 하락한 55.17달러에 거래를 마쳤다. 국제유가...
56,2019.12.03.,"뉴욕증시,트럼프 남미 관세 폭탄 다우지수 0.96%↓...국제유가 WTI 1.4%↑",국제유가는 산유국들이 감산 규모를 확대할 수 있다는 전망이 제기되면서 1% 이상 올랐다. 이날 뉴욕상업거래소(NYMEX)에서 1월 인도분 서부 텍사스산 원유(WTI)는 전거래일보다 배럴당 1.4%(0.79달러) 상승한 55....
57,2019.12.06.,"[국제유가] 5일 Dubai‧Brent유 ↑, WTI 보합","5일 국제유가는 중동산 두바이유, 북해산 브렌트유 등이 상승한 가운데 서부 텍사스산 원유는 보합세를 보였다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일과 같은 배럴당 58.43달러에 마감된..."
58,2019.12.06.,[국제유가] OPEC+ 감산 확대논의에 브렌트유 소폭상승,OPEC+의 감산규모 확대 논의 소식에 따라 브렌트유 가격이 소폭상승했다. 한국석유공사에 따르면 5일 북해산 브렌트유 선물은 배럴당 63.39달러로 전일대비 0.39달러 올랐다. WTI는 변동없이 전일과 같은 58.43달러를...
59,2019.12.03.,[유가마감] OPEC 감산량 확대론에 WTI 1.4% 껑충,"국제유가가 껑충 뛰었다. OPEC(석유수출국기구)과 비회원 산유국, 이른바 OPEC+가 감산 규모 확대를 검토 중이라는 소식 때문이다. 2일(현지시간) 뉴욕상업거래소(NYMEX)에서 1월 인도분 서부텍사스산원유(WTI)는 전..."
60,2019.12.05.,국제유가 '미국 재고 급감'에 강세…WTI 4.2%↑,"국제유가가 급감하는 미국의 원유재고에 4% 안팎 급등세를 탔습니다. 현지시간으로 4일 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 4.2%, 2달러 33센트 상승한 58달러..."
61,2019.11.28.,[원유마감]美 재고량 증가에 국제유가 하락,27일(현지시간) 국제유가가 하락했다. 로이터통신 등에 따르면 이날 뉴욕상업거래소(NYMEX)에서 서부텍사스산원유(WTI) 선물은 전 거래일보다 배럴당 0.3달러(0.51%) 하락한 58.11달러에 거래를 마쳤다. 국제유가...
62,2019.11.22.,"국제유가, 감산 연장 기대에 상승…WTI 2.8%↑",이귀원 특파원 = 국제유가는 21일(현지시간) 이틀 연속 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 2.8%(1.57달러) 뛴 58.58달러에 거래를 마쳤다. 런던...
63,2019.12.05.,4일 국제유가 상승,"한국석유공사는 4일 국제유가는 미국 원유재고 감소 발표, OPEC의 감산규모 확대 가능성, 미 달러화 가치 하락 등으로 상승했고, 사우디의 증산 위협 보도 등은 유가 상승폭을 제한했다고 전했다."
64,2019.12.06.,[주간유가] 12월 첫주 휘발유 값 ℓ당 2.6원 상승 1539.8원,"1원 상승한 1,513.6원/ℓ, 최저가 정유사는 현대오일뱅크로 45.7원 내린 1,429.5원/ℓ으로 나타났다. 12월 1주 국제유가는 미-중 무역협상 연기 가능성, 미국의 월간 원유 생산량 증가 등의 영향으로 하락했다."
65,2019.12.05.,"[국제유가] WTI, Brent, Dubai 모두 '상승'","4일 국제유가는 WTI는 전일대비 U$2.33/bbl 상승한 U$58.43/bbl에 마감했고, Brent는 전일대비 U$2.18/bbl 상승한 U$63.00/bbl에 마감했다. Dubai 역시 전일대비 U$0.13/bbl 상승한 U$61.11/bbl에 마감했다. 5일 한국석유공사..."
66,2019.12.05.,내년 국제유가 50~65달러 등락 전망..방향성 투자는 지양해야 - 대신證,"대신증권은 5일 ""2020년 국제유가는 배럴당 50~65달러에서 등락할 것""이라고 전망했다. 김소현 연구원은 ""국제유가는 원유수요와 위험자산 선호 심리 회복으로 하단이 지지될 가능성이 높다""면서 이같이 내다봤다. 김..."
67,2019.11.30.,[유가마감] OPEC 감산 연장 불확실성에 급락,"국제유가가 급락했다. OPEC(석유수출국기구)과 비회원 산유국들, 이른바 OPEC+가 내년 4월 이후까지 감산을 연장할지 여부에 대한 불확실성 때문이다. 29일(현지시간) 뉴욕상업거래소에서 내년 1월 인도분..."
68,2019.11.30.,[글로벌마켓]홍콩 인권법 파장 경계감 속 뉴욕증시 하락..국제유가 곤두박질,미국 다우지수 0.4% 하락 마감...유럽도 약세 원유 감산합의 불확실성에 국제유가 급락세 윤세미 기자 fiyonasm@ajunews.com 29일(현지시간) 글로벌 주요 증시는 도널드 트럼프 미국 대통령의 홍콩 인권 및 민주주의법안...
69,2019.11.21.,"국제유가, 3거래일 만에 상승…WTI 3.4%↑",이귀원 특파원 = 국제유가는 20일(현지시간) 3거래일 만에 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 3.4%(1.90달러) 뛴 57.11달러에 거래를 마쳤다. 런던 ICE...
70,2019.12.04.,"국제유가 혼조, 미중 무역협상 지연 우려와 감산 확대 전망 맞물려",국제유가가 혼조세를 보였다. 서부텍사스산 원유 가격은 올랐지만 브렌트유는 떨어졌다. 3일 서부텍사스산 원유 가격은 올랐지만 브렌트유는 떨어졌다. 도널드 트럼프 미국 대통령이 중국과 무역협상 지연...
71,2019.11.30.,"국제유가, 美 공급 증가-OPEC 회의 경계감에 하락",황숙혜 특파원 = 국제 유가가 큰 폭으로 하락했다. 미국 원유 공급이 늘어났다는 소식이 투자자들의 매도 심리를 압박했다. 서부텍사스산원유(WTI) 일간 추이 [출처=인베스팅닷컴] 아울러 석유수출국기구(OPEC)의...
72,2019.12.02.,"11월 4주차 국제 유가, 재고 증가 ↓","11월21일부터 11월28일까지의 국제유가는 미국 원유 재고 증가, 러시아의 감산 규모 확대 주저 등의 요인으로 하락했다. 한국석유공사 석유동향팀은 29일 ‘유가정보서비스 오피넷’을 통해 ‘2019년 11월 4주 주간..."
73,2019.11.26.,미중 무역휴전 가능성에 국제유가 반등,국제유가가 미국과 중국간 무역전쟁 휴전 가능성에 25일(현지시간) 반등했다. 블룸버그통신에 따르면 이날 뉴욕선물시장에서 서부텍사스산원유(WTI) 선물 가격이 0.4% 올랐다. WTI는 24센트 오른 배럴당 58.01달러에...
74,2019.12.03.,[글로벌마켓]트럼프발 새 관세폭탄에 뉴욕증시 하락...감산량 확대 기대감에 ...,◆감산 규모 확대 전망에 유가 상승...금값은 소폭 내림 증시와 달리 국제유가는 1% 안팎 오름세를 나타냈다. 석유수출국기구(OPEC) 회원국과 러시아 등 비회원 산유국들이 이달 오스트리아 빈에서 총회를 열어...
75,2019.12.06.,OPEC & 러시아 하루 170만 배럴 감축?...'감산논의' 속 국제 유가 혼조,5일(미국시각) 국제 유가가 혼조세를 보였다. OPEC과 러시아 등이 하루 원유 감산 규모를 기존 120만 배럴에서 170만 배럴로 확대키로 했다는 소식이 전해졌지만 사우디 관계자 등이 이를 부인하면서 좀 더 지켜봐야...
76,2019.11.27.,[원유마감]美 비축량 감소 전망에 국제유가 상승,26일(현지시간) 국제유가가 상승했다. 로이터통신 등에 따르면 이날 뉴욕상업거래소(NYMEX)에서 서부텍사스산원유(WTI) 선물은 전 거래일보다 배럴당 0.4달러(0.68%) 오른 58.41달러에 거래를 마쳤다. 국제유가 기준점인...
77,2019.11.23.,"국제유가, 미중협상 불확실성 부각…WTI 1.4%↓",이귀원 특파원 = 국제유가는 22일(현지시간) 사흘 만에 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.4%(0.81달러) 내린 57.77달러에 거래를 마쳤다. 런던...
78,2019.11.14.,환율·유가 하락...수출물가 7% 하락,한은은 국제유가 하락을 주요 원인으로 봤다. 우리가 주로 수입하는 두바이유를 보면 지난 9월 배럴당 61.13달러에서 10월 59.39달러로 2.8% 하락했다. 원재료는 광산품이 내려 전월대비로 3.7% 하락했다. 중간재도 석탄...
79,2019.11.20.,"국제유가, 무역합의 불확실성에 급락…WTI 3.2%↓",이준서 특파원 = 국제유가는 19일(현지시간) 급락했다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 배럴당 3.2%(1.84달러) 내린 55.21달러에 거래를 마쳤다. 런던 ICE 선물거래소의 12월물...
80,2019.11.24.,내림세 멈춘 기름값… 국제유가 상승이 원인,휘발유 가격은 지난달 둘째주부터 지난주까지 완만한 하락세를 보였지만 2주 전부터 국제유가가 상승하면서 이 영향이 이번주에 반영됐다. 국제유가는 두바이유 기준 전주와 같은 배럴당 61.8달러를 유지했다....
81,2019.11.19.,"국제유가, '미중협상 관망'에 하락…WTI 1.2%↓",이귀원 특파원 = 국제유가는 18일(현지시간) 하락했다. 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부텍사스산 원유(WTI)는 전 거래일보다 배럴당 1.2%(0.67달러) 떨어진 57.05달러에 거래를 마쳤다. 런던 ICE...
