,날짜,제목,요약
10,2019.10.09.,[원유마감]유가 하락…미중 무역협상 앞두고 긴장 고조,국제유가가 8일(현지시간) 소폭 하락했다. 미국과 중국의 무역협상을 앞두고 투자자들 사이에서 에너지 수요 우려가 고조돼 유가를 끌어내렸다. 미국서부텍사스원유(WTI) 선물은 배럴당 12센트(0.2%) 하락 52.63달러를...
11,2019.10.10.,"[국제유가] Dubai·WTI ↓, Brent유 ↑","9일 국제유가는 서부 텍사스산 원유가 하락한 가운데 중동산 두바이유, 북해산 브렌트유 등은 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0.04달러 하락한 52.59달러에..."
12,2019.10.09.,"국제유가, 美中 협상 불확실성에 하락",민지현 특파원 = 미국과 중국의 고위급 무역 협상을 앞두고 불확실성이 커지면서 국제유가가 8일(현지시간) 하락했다. 뉴욕상업거래소(NYMEX)에서 거래되는 11월 인도분 서부 텍사스산 원유(WTI) 선물은 배럴당 12센트(0.2...
13,2019.10.10.,[국제유가]美中 무역협상 주시 속 혼조세,하루 앞으로 다가온 미중 고위급회담을 주시하는 심리가 형성된 가운데 유가는 좁은 폭 안에서 움직였다. 이날 뉴욕상품거래소에서 12월 인도분 금은 전일 대비 0.6% 뛴 온스당 1512.80달러를 기록했다.
14,2019.10.10.,9일 국제유가 WTI 하락‧Brent 상승,"한국석유공사는 9일 국제유가(Brent 기준)는 터키의 시리아 공습, 미 달러화 약세 등으로 상승했고, 미 원유재고 증가, EIA의 내년 세계석유수요 증분 하향, 미중 무역협상 관망세 등은 상승폭을 제한했다고..."
15,2019.10.04.,"국제유가 혼조세…WTI, 8거래일 연속 하락",이귀원 특파원 = 국제유가는 3일(현지시간) 혼조세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.4%(0.19달러) 내린 52.45달러에 거래를 마쳤다. 런던 ICE...
16,2019.10.09.,"국제유가, 미·중 무욕협상 난기류에 하락…WTI 0.2%↓","국제유가가 미국과 중국의 무역협상 불안감에 소폭 하락했습니다. 뉴욕상업거래소에서 11월 인도분 서부 텍사스산 원유는 전날보다 1배럴에 0.2%, 12센트 하락한 52달러 63센트에 거래를 마감했습니다. 런던 ICE..."
17,2019.10.08.,[원유마감]유가 하락…미중 무역협상 앞두고 에너지 수요 감소 우려,국제유가가 7일(현지시간) 소폭 하락했다. 석유수출국기구(OPEC)의 월간 원유 생산 감소해도 불구하고 미국과 중국의 무역협상을 앞두고 에너지 수요 우려가 고조돼 유가를 끌어내렸다. 미국서부텍사스원유(WTI)...
18,2019.10.05.,"국제유가, 美고용 순항에 상승…WTI, 9거래일만 반등",이귀원 특파원 = 국제유가는 4일(현지시간) 상승세를 기록했다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.7%(0.36달러) 오른 52.81달러에 거래를 마쳤다. 9거래일만의...
19,2019.10.08.,[유가마감] 안갯속 미중 무역협상에 갈팡질팡,국제유가가 혼조세를 보였다. 오는 10일 재개될 미중 고위급 무역협상을 앞두고 기대와 불안감이 엇갈렸다. 7일(현지시간) 뉴욕상업거래소(NYMEX)에서 11월 인도분 WTI(서부텍사스산원유)는 전 거래일보다 배럴당 6센트(0.1...
20,2019.10.08.,"[국제유가] 7일 Dubai유 ↑, WTI․Brent유 ↓","7일 국제유가는 중동산 두바이유가 상승한 가운데 서부 텍사스산 원유, 북해산 브렌트유 등은 하락했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 0.06달러 하락한 52.75달러에, 북해산 Brent유는..."
21,2019.10.08.,"[국제유가] WTI, 미·중 무역협상 경계감 속 보합세",국제유가가 미·중 무역협상 경계감 속에 보합권에 머물렀다. 7일(현지시간) 뉴욕상업거래소(NYMEX)에서 11월 인도분 WTI는 전 거래일 대비 배럴당 0.06달러(-0.1%) 하락한 52.75달러에 거래를 마쳤다. 장 초반 유가는 이라크...
22,2019.09.28.,전국 기름값 5주째 상승…사우디 회복 소식에 국제유가는 하락,"지난주 사우디아라비아 석유시설 피격 여파로 급등했던 국제유가는 생산능력 회복 소식이 전해지면서 이번 주에는 하락 안정세를 보였다. 28일 한국석유공사 유가정보서비스 오피넷에 따르면, 9월 넷째 주 전국..."
23,2019.10.10.,[국제유가]WTI 약보합 전환…미중 스몰딜 기대 vs 美재고 급증,시리아 북부 쿠르드족에 대한 터키의 군사작전 개시 소식도 생산차질 우려를 키우며 유가 오름폭을 넓혔다. 레제프 타이이프 에르도안 대통령은 터키가 시리아 북부 접경 지역에서 쿠르드족 민병대 '인민수비대...
24,2019.10.03.,"국제유가, 원유재고·경기우려에 하락 지속…WTI 1.8%↓",이귀원 특파원 = 국제유가는 2일(현지시간) 하락세를 이어갔다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.8%(0.98달러) 떨어진 52.64달러에 거래를 마쳤다. 런던 ICE...
25,2019.10.02.,"국제유가, 수요 우려에 하락…WTI 0.8%↓",이귀원 특파원 = 국제유가는 1일(현지시간) 하락세를 지속했다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.8%(0.45달러) 하락한 53.62달러에 거래를 마쳤다. 런던 ICE...
26,2019.10.07.,"여야, '한전 적자 원인' 두고 국감서 충돌…""탈원전"" vs ""고유가""",정부와 더불어민주당은 한전의 실적은 국제유가와 연관성이 깊다는 비슷한 견해를 내놨다. 일부 여당 의원은 오히려 환경 요인과 지역주민 반대 등으로 방사성 폐기물 처리시설조차 제대로 건설하지 못하는...
27,2019.10.08.,"[경제초점] 농산물 가격 국제유가, 물가 하락 주도","여기에다 국제유가 하락으로 석유류 가격도 떨어졌구요, 9월부터 시행된 고교무상교육 확대나 건강보험의 보장성 강화 등 복지정책 확대로 공공서비스 비용이 낮아진 점도 물가 하락 요인으로 작용했다는게 정부..."
28,2019.10.01.,사우디 산유량 원상 회복…피격 16일 만에 국제유가 더 떨어졌다,"사우디아라비아 핵심 석유시설 피격 사건으로 치솟았던 국제 유가가 16일 만에 피격 이전보다 오히려 더 낮은 수준으로 떨어졌다. 사우디 국영석유회사 아람코가 당초 공언한 대로 산유량을 복구하고, 이란을 둘러싼..."
29,2019.10.08.,"“4분기 국제유가, 배럴당 45~60달러 박스권”-대신증권",최근 국제유가 변동성 확대에도 4분기 배럴당 45~60달러 수준의 박스권이 유지될 것이라는 전망이 나왔다. 대신증권은 8일 보고서를 통해 4분기 국제유가는 상하방이 모두 막힌 박스권에서 등락을 거듭할 가능성이...
30,2019.10.09.,미중 무역협상 난항 우려에 亞증시 줄하락… 뉴욕증시·국제유가도 '뚝',국제유가도 소폭 하락했다. 뉴욕상업거래소에서 11월 인도분 서부텍사스산원유(WTI)는 전 거래일다 배럴당 0.12달러(0.2%) 하락한 52.63달러에 거래를 마쳤다. 런던 ICE 선물거래소의 12월물 브렌트유도 0.11달러...
31,2019.10.09.,"""글로벌 원유수요 부진 우려""...국제유가 하락, WTI 0.46%↓",8일(미국시각) 국제유가가 하락했다. 오는 10~11일 개최 예정인 미-중 무역협상에 대해 불투명한 전망으로 글로벌 원유수요 부진 우려가 제기되며 이 같은 흐름을 만들어냈다. 블룸버그 집계에 따르면 이날 미국...
32,2019.10.08.,[국제유가] '무역분쟁-재고증가 전망 속 보합… 'WTI 52.75',"뉴데일리 송승근 기자 = 국제유가가 미·중 무역분쟁 장기화 예상, 미국 원유 재고 증가 예상 속에서 보합을 나타냈다. 8일 한국석유공사에 따르면 7일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된..."
33,2019.10.01.,"국제유가, 사우디 생산복구에 하락…WTI 3.3%↓",이귀원 특파원 = 국제유가는 30일(현지시간) 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 3.3%(1.84달러) 떨어진 54.07달러에 거래를 마쳤다. 런던 ICE...
34,2019.09.30.,사우디 무함마드 왕세자 “이란 안 막으면 국제유가 폭등한다” 경고…왜?,사우디아라비아의 실세 무함마드 빈살만 왕세자가 이란의 군사도발을 국제사회가 나서 막지 않으면 유가가 폭등하고 세계 경제에 타격을 줄 수 있다고 경고했다. 무함마드 왕세자는 29일(현지시간) 미국 CBS와의...
35,2019.10.08.,"뉴욕증시,미·중 무역협상 우려 다우 0.36%↓…국제유가 WTI 0.1%↓",국제유가는 혼조세로 마감했다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 0.1%(0.06달러) 하락한 52.75달러에 거래를 마쳤다. 런던 ICE 선물거래소의 12월물...
36,2019.10.07.,"어기구, ""한전실적 탈원전 보다는 국제유가 영향 절대적""",더불어민주당 어기구(충남 당진) 국회의원 한국전력공사 실적은 탈원전이나 원전이용률보다는 국제유가 영향이 절대적이라는 주장이 제기됐다. 국회 산업통상자원중소벤처기업위원회(이하 산자중기위)...
37,2019.10.10.,"""미-중 협상 기대""...국제 유가 '강보합' & 에너지주 '급등'하며 미국증시에 ...",9일(미국시각) 국제 유가가 소폭 상승했다. 원유시장에 호재와 악재가 함께 나타나면서 원유시장 투자자들이 관망하는 자세를 보였다. 그러나 에너지 섹터의 주가는 급등하면서 이날 미국증시 상승에 힘을 보탰다....
38,2019.09.29.,"한은 ""국제유가 중장기적으론 하향 안정""",한국은행에 따르면 국제유가는 중장기적으로 하향 안정될 전망이다. 사진=김범석 기자 국제유가가 사우디아라비아 석유시설 피격 여파로 단기 상승했지만 중장기적으론 하향 안정될 것이라는 전망이 나왔다....
39,2019.10.02.,[원유마감]유가 하락…美 제조업 부진+에콰도르 OPEC 탈퇴,국제유가가 1일(현지시간) 하락했다. 미국의 제조업 활동이 10년 만에 가장 부진한 것으로 나타남에 따라 s[어지; 수요가 둔화할 것이라는 우려가 높아져 유가를 끌어내렸다. 에콰도르의 석유수출국기구(OPEC)...
40,2019.09.30.,"빈 살만 사우디 왕세자 ""이란 문제 해결 못하면 국제유가 급등할 것""","무함마드 빈 살만 사우디아라비아 왕세자가 이란 문제를 전 세계가 함께 해결하지 못하면 국제유가가 급등할 수 있다고 언급했다. 빈 살만 왕세자는 29일(현지시간) 미국 CBS방송 '60분'과의 인터뷰에서 ""전 세계가 이란에..."
41,2019.10.04.,"국제유가, 수요 둔화 우려로 8거래일 연속 하락",WTI 전날보다 배럴당 0.4% 내린 54.45달러로 거래 마쳐 글로벌 경기 둔화 우려가 계속되면서 국제유가가 3일(현지시간) 하락 마감했다. 국제 벤치마크인 브렌트유는 8거래일 연속 하락했다. 뉴욕상업거래소(NYMEX)에서...
42,2019.10.09.,"국제유가, 미중 무역협상 불안에 하락...WTI 0.2%↓",이투데이=김서영 기자 | 국제유가는 8일(현지시간) 미중 무역협상에 대한 비관론이 커지면서 하락했다. 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 중질유(WTI) 가격은 전일 대비 0.2%(0.12달러) 떨어진 배럴당...
43,2019.10.08.,[국제유가]美中 무역협상 주시 속 혼조세,사진=연합뉴스 [세계파이낸스=안재성 기자]7일(현지시간) 국제유가는 미중 무역협상을 주시하는 심리가 형성된 가운데 혼조세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부텍사스산원유(WTI)는...
44,2019.10.05.,"국제유가, 美실업률 50년래 최저에 반등 마감...WTI 0.67%↑ 브렌트 1.14%↑",국제유가는 4일(현지시간) 미국 고용지표 호조로 글로벌 경기감속에 대한 우려가 후퇴하면서 9거래일 만에 반등 마감했다. 뉴욕상업거래소(NYMEX)에서 이날 서부 텍사스산 원유(WTI) 11월 인도분은 전일 대비 0....
45,2019.10.07.,4분기 국제유가 레인지 배럴당 45~60달러 예상 - 대신證," 대신증권은 7일 ""4분기 국제유가 레인지를 배럴당 45~60달러로 전망한다""고 밝혔다. 김소현 연구원은 ""최근 국제유가 변동성이 커졌지만 올해 4분기 국제유가는 상하방이 모두 막힌 박스권을 유지할 것""이라고 이같이..."
46,2019.10.05.,[원유마감]유가 9일만에 반등…주간 낙폭 7월 중순 이후 최대,국제유가가 4일(현지시간) 9일 만에 반등했다. 하지만 이번 주는 미국의 원유 재고 증가와 부진한 고용지표에 따른 에너지 수요 감소 우려로 인해 7월 중준 이후 최대 주간 낙폭을 나타냈다. 미국서부텍사스원유...
47,2019.10.07.,"10월 1주차 국제 유가, 사우디 복구 ↓",9월26일부터 10월3일까지의 국제유가는 사우디 석유시설 생산능력 복구 소식 및 IEA(국제에너지기구)의 세계석유수요증분 추가 하향 전망에 전품목 하락했다. 한국석유공사 석유동향팀은 4일 ‘유가정보서비스...
48,2019.09.26.,국제유가 美재고 증가에 하락…WTI 1.4%↓,이준서 특파원 = 국제유가는 25일(현지시간) 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 배럴당 1.4%(0.80달러) 하락한 56.49달러에 거래를 마쳤다. 런던 ICE 선물거래소의 11월물...
49,2019.09.27.,"국제유가, 보합권 혼조…WTI 0.1%↓",이준서 특파원 = 국제유가는 26일(현지시간) 보합권에서 혼조를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.1%(0.08달러) 하락한 56.41달러에 거래를 마쳤다. 런던 ICE...
50,2019.10.08.,"[2019 국감] 성윤모 장관 ""한전 적자, 탈원전 아닌 고유가로 인한 적자""","""한국전력의 적자 이유는 탈원전 때문이 아닌 국제 유가 상승으로 인한 것이다. 이에 따른 전기요금 인상은 계획하고 있지 않다."" 10월 7일 국회 본관에서 진행된 산업통상자원중소벤처기업위원회 국정감사에선 정부의..."
51,2019.10.05.,"국제유가, 미국 고용지표 호조에 반등",민지현 특파원 = 국제유가가 4일(현지시간) 상승 마감했다. 미국 9월 비농업 고용지표가 안정적인 증가세를 보이면서 글로벌 경기 둔화 우려가 일부 완화되자 원유 수요 전망에 미치는 영향도 긍정적이었다....
52,2019.09.28.,국제유가 '이란제재 완화론' 주목…WTI 0.9%↓,이준서 특파원 = 국제유가는 27일(현지시간) 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.9%(0.50달러) 하락한 55.91달러에 거래를 마쳤다. 이로써 WTI는 이번 주...
53,2019.10.04.,가파른 국제유가 하락세⋯1조원 대 DLS 뇌관 건드나,"올해 6월 말 기준 발행 잔고 1조2000억 규모⋯약 9000억 가량이 유가 DLS 최근 WTI·브렌트유 15%가까이 하락⋯""유가 방향 예측 어려워 예의 주시 중"" 지난 달 급등세를 보이던 국제유가가 채 한 달도 지나지 않아 급락..."
54,2019.10.08.,[국제유가]WTI 0.1% 반락…미중 협상 앞두고 차익실현 매물,"7일(이하 현지시간) 미국 서부텍사스원유(WTI)가 0.1% 하락, 배럴당 52달러대에 머물렀다. 하루 만에 반락했다. 초반 석유수출국기구(OPEC) 산유량 급감 소식에 일중 최고치로 올랐다가 방향을 바꿨다. 10~11일 미국과 중국..."
55,2019.10.07.,"""국제유가, 美中협상 타결 없으면 배럴당 50달러 붕괴""",석유시장 전문가들 예상 출처=OPEC [세계파이낸스=임정빈 선임기자] 글로벌 경기 침체 우려에 국제유가가 배럴당 50달러 이하로 추락할 것이라는 전망이 나오고 있다. 17일 외신에 따르면 지정학적 이슈로 한 때...
56,2019.10.03.,"국제유가, 美 경기침체 우려 및 원유 재고 증가에 하락",민지현 특파원 = 국제유가가 2일(현지시간) 하락했다. 미국발 경제 지표 악재가 글로벌 금융 시장을 짓누르고 있는 상황에서 원유 재고가 증가하면서 유가는 하락 압력을 받았다. 뉴욕상업거래소(NYMEX)에서 거래되는...
57,2019.10.03.,세계 경기 둔화에 유가 전망 줄줄이 하향조정,국제유가 기준물인 브렌트유는 지난달 14일 사우디 피습 이후 반짝 폭등세를 보인 뒤 내리막 길을 걷고 있다. 브렌트는 세계 최대 석유안정화 시설인 사우디 아부카이크와 주요 유전지대에 드론 공격이 가해지면서 하루...
58,2019.10.01.,"[국제유가] WTI, 사우디 산유량 회복에 하락",국제유가는 사우디 아람코가 사우디 산유량이 석유시설 피격 이전 수준까지 회복됐다고 발표한 영향으로 하락했다. 30일(현지시간) 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전 거래일 대비...
59,2019.10.07.,"성윤모 ""한전 적자는 고유가 때문…전기요금 인상 계획 없어""","성윤모 산업통상자원부 장관은 한국전력공사의 적자는 국제유가 상승 때문이며, 전기요금을 인상할 계획은 없다고 밝혔다. 성 장관은 7일 국회에서 열린 산업통상자원중소벤처기업위원회의 산자부 국정감사에서 한전의..."
60,2019.10.07.,4일 국제유가 상승,"한국석유공사는 4일 국제유가는 양호한 미국 고용지표 발표, 미국 원유 시추기 수 감소, 미 달러화 약세 등으로 상승했고, 사우디 생산력 회복 발언, IMF 총재 발언 등은 상승폭을 제한했다고 전했다."
61,2019.10.06.,[국제유가] 4일 두바이유 등 국제유가 상승,"4일 국제유가는 중동산 두바이유를 비롯해 서부 텍사스산 원유, 북해산 브렌트유 등이 모두 상승했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0.36달러 상승한 52.81달러에..."
62,2019.10.01.,"물가 하락, 농산물·유가 하락에…소비자물가 ‘-0.4’, 두 달 연속 마이너스","농축수산물은 생산량 증가로 전년 동월에 비해 가격이 8.2% 낮아졌고, 석유류 가격은 국제유가 하락으로 5.6% 떨어졌다. 기저효과도 상당 부분 작용했다. 지난달 농산물 가격은 전년 동월에 견줘 13.2% 떨어지며 물가를 0.69..."
63,2019.09.25.,"국제유가, 미중 무역갈등 우려에 급락…WTI 2.3%↓",이준서 특파원 = 국제유가는 24일(현지시간) 비교적 큰 폭으로 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 배럴당 2.3%(1.35달러) 하락한 57.29달러에 거래를 마쳤다. 런던 ICE...
64,2019.10.04.,[유가마감] 美 서비스 둔화에 약보합…WTI 0.4%↓,국제유가가 약보합세를 보였다. 미국의 제조업에 이어 서비스업 경기까지 가파르게 둔화되며 원유 수요에 대한 우려를 자극했다. 3일(현지시간) 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부텍사스산원유(WTI)는...
65,2019.10.07.,[국제유가] 양호한 미국 고용지표 등으로 상승,"4일 국제유가는 양호한 미국 고용지표 발표, 미국 원유 시추기 수 감소, 미 달러화 약세 등으로 상승했고 사우디 생산능력 회복 발언, IMF 총재 발언 등은 상승폭을 제한했다. 한국석유공사 국제유가 동향에..."
66,2019.09.18.,"국제유가, 사우디 '이달말 생산 정상화'에 하락…WTI 5.7%↓(종합)",폭등했던 국제유가가 17일(현지시간) 하락 반전하며 다소 진정세를 보였다. 국제유가는 이날 드론 공격으로 피해를 입은 원유 시설의 생산이 이달 말까지 완전히 정상화될 것이라는 사우디 당국의 발표가 주효했다....
67,2019.09.30.,"""사우디 원유생산 정상화전까지 국제유가 저점 높아진다""",사우디 피습이후 국제유가가 역사상 최대 일일 가격변동을 보인 가운데 사우디 원유생산량 정상화가 가시화하는 시점까지 국제유가 저점은 높게 유지될 것이란 전망이 제기됐다. 김소현 대신증권 연구원은 30일...
68,2019.09.17.,"국제유가 사우디 시설 피폭에 폭등, WTI 14.7%↑…11년만의 최대(종합)",고조로 국제유가가 폭등했다. 16일(현지시간) 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 14.7%(8.05달러) 뛴 62.90달러에 장을 마감했다. WTI는 장중 15.5%까지 오르기도 했다....
69,2019.10.01.,"사우디 아람코 ""피격 석유시설 원상복구 작업 완료""...국제유가 '뚝'","이 소식에 국제유가는 3% 넘게 하락했다. 사우디아라비아 국영석유사 아람코의 이브라임 알부아이나인 판매 담당 최고경영자(CEO)는 30일(현지시간) 아랍에미리트(UAE)에서 열린 회의에 참석해 기자들에게 ""공격받은..."
70,2019.10.05.,"유가 상승, WTI 52.81달러…美 고용지표 개선",국제유가가 상승세를 기록했다. 5일 한국석유공사에 따르면 4일(현지시간) 뉴욕상업거래소의 미국 서부텍사스산원유(WTI) 가격은 전일 대비 배럴당 0.36달러 오른 52.81달러로 마감했다. 유럽거래소의 브렌트유...
71,2019.10.08.,"""미-중 협상 불확실""...국제 유가 관망, 미국증시 에너지주 '하락'",7일(미국시각) 국제 유가가 강보합 수준에서 관망했다. 미국증시 에너지 섹터의 주가는 하락했다. 미-중 무역협상 불확실성이 이같은 흐름을 만들어냈다. 블룸버그 집계에 따르면 이날 미국 동부시각 오후 4시6분 기준...
72,2019.09.17.,"국제유가, 사우디 원유시설 공격에 폭등…WTI 14.7%↑",이귀원 특파원 = 국제유가가 사우디아라비아 원유시설에 대한 드론(무인기) 공격에 따른 원유 생산 차질과 긴장 고조로 폭등세를 보였다. 16일(현지시간) 뉴욕상업거래소(NYMEX)에서 10월 인도분 서부 텍사스산 원유...
73,2019.09.24.,"국제유가, 사우디産 공급우려 속 강세…WTI 0.95%↑",이준서 특파원 = 국제유가는 23일(현지시간) 강세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.95%(0.55달러) 상승한 58.64달러에 거래를 마쳤다. 런던 ICE 선물거래소의...
74,2019.10.01.,공식 소비자물가 상승률 사상 첫 마이너스 기록… 농산물 가격ㆍ국제 유가 하...,통계청은 이 같은 마이너스 물가에 대해 농ㆍ축ㆍ수산물 가격 및 국제유가 하락세가 이어지는 가운데 무상교육 확대와 건강보험 보장성 강화 등 정부 정책이 물가상승률 추가 하락 요인으로 작용했기 때문으로 보고...
75,2019.09.15.,'드론공격' 사우디 석유시설 가동중단에 국제유가 상승 우려,따라 국제유가 상승에 대한 우려가 커지고 있다. 위성 사진에서도 검은 연기가 보일 정도로 화재 규모가 상당한 데다 사우디 당국이 일부 시설의 가동을 잠정 중단하기로 하면서 원유 시장의 수급 불균형이 불가피할...
76,2019.09.16.,"사우디 폭격에 유가급등 우려…""배럴당 100달러 갈 수도""","""초기 국제유가 상승은 불가피…장기 타격은 크지 않을 수도"" 사우디아라비아의 원유시설이 무인기(드론) 공격으로 가동이 중단되면서 국제유가 급등 우려가 커지고 있다. 로이터 통신에 따르면 15일(현지시간)..."
77,2019.10.04.,"뉴욕증시,금리 인하 기대 다우지수 0.47%↑…국제유가 WTI 0.4%↓",국제유가는 혼조세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.4%(0.19달러) 내린 52.45달러에 거래를 마쳤다. WTI는 이날까지 8거래일 연속 하락세를...
78,2019.10.01.,[국제유가] 사우디 석유시설 피해 복구 영향 급락…'WTI 54.07달러',"뉴데일리 송승근 기자 = 국제유가가 사우디 석유시설의 생산능력 완전 복구, 사우디와 이란 간 군사적 충돌 우려 완화 등의 영향으로 급락했다. 1일 한국석유공사에 따르면 9월 30일(현지시각) 뉴욕상업거래소..."
79,2019.09.18.,"국제유가, 사우디 원유생산 조기정상화 전망에 일단 진정세",폭등했던 국제유가가 17일(현지시간) 다소 진정되고 있다. 국제유가는 이날 드론 공격으로 피해를 입은 원유 시설의 정상화가 당초 예상보다 빨라질 것이라는 보도가 전해지면서 하락세를 보이고 있다. 미 CNBC 방송에...
80,2019.10.04.,"국제유가 혼조, 미국 경기침체 우려와 금리인하 기대 뒤섞여",국제유가가 혼조세를 보였다. 서부텍사스산 원유 가격은 떨어졌지만 브렌트유는 올랐다. 미국의 각종 경제지표가 악화한 것으로 드러나자 유가가 하락했지만 미국 연방준비제도(Fed)가 이를 반영해 기준금리를...
81,2019.10.08.,"국제유가, 미중 무역협상 앞두고 약보합…WTI 0.1%↓",이투데이=배준호 기자 | 국제유가는 7일(현지시간) 약보합권에서 움직였다. 뉴욕상업거래소(NYMEX)에서 11월 인도분 서부텍사스산 중질유(WTI) 가격은 전일 대비 0.06달러(0.1%) 하락한 배럴당 52.75달러로 거래를 마쳤다....
